class,mean_auc,sd_auc,mean_prec,sd_prec
1,0.6777054922164454,0.0015544564879389905,0.10925913019192737,0.0016631130615470649
2,0.647284263376157,0.0012605665175497477,0.12537783105754052,0.0014044088817608171
