sce,species,iter,ts,n,bins
sce_37,BLBR,5,0,639,6.690065842767678
sce_37,BLBR,5,0,622,6.7104421091142035
sce_37,BLBR,5,0,620,6.7308183754607285
sce_37,BLBR,5,0,667,6.7511946418072535
sce_37,BLBR,5,0,662,6.771570908153779
sce_37,BLBR,5,0,614,6.791947174500304
sce_37,BLBR,5,0,643,6.812323440846829
sce_37,BLBR,5,0,626,6.832699707193355
sce_37,BLBR,5,0,651,6.85307597353988
sce_37,BLBR,5,0,631,6.873452239886405
sce_37,BLBR,5,0,646,6.893828506232931
sce_37,BLBR,5,0,644,6.914204772579456
sce_37,BLBR,5,0,630,6.934581038925981
sce_37,BLBR,5,0,659,6.954957305272507
sce_37,BLBR,5,0,699,6.975333571619032
sce_37,BLBR,5,0,719,6.995709837965557
sce_37,BLBR,5,0,651,7.016086104312083
sce_37,BLBR,5,0,640,7.036462370658608
sce_37,BLBR,5,0,628,7.056838637005134
sce_37,BLBR,5,0,653,7.077214903351659
sce_37,BLBR,5,0,652,7.097591169698184
sce_37,BLBR,5,0,630,7.11796743604471
sce_37,BLBR,5,0,638,7.138343702391235
sce_37,BLBR,5,0,648,7.15871996873776
sce_37,BLBR,5,0,644,7.179096235084286
sce_37,BLBR,5,0,613,7.199472501430811
sce_37,BLBR,5,0,676,7.219848767777336
sce_37,BLBR,5,0,648,7.240225034123862
sce_37,BLBR,5,0,664,7.260601300470387
sce_37,BLBR,5,0,637,7.280977566816912
sce_37,BLBR,5,0,652,7.301353833163438
sce_37,BLBR,5,0,655,7.321730099509963
sce_37,BLBR,5,0,705,7.3421063658564885
sce_37,BLBR,5,0,717,7.3624826322030135
sce_37,BLBR,5,0,647,7.3828588985495385
sce_37,BLBR,5,0,654,7.403235164896064
sce_37,BLBR,5,0,695,7.423611431242589
sce_37,BLBR,5,0,678,7.443987697589114
sce_37,BLBR,5,0,707,7.46436396393564
sce_37,BLBR,5,0,695,7.484740230282165
sce_37,BLBR,5,0,690,7.50511649662869
sce_37,BLBR,5,0,663,7.525492762975216
sce_37,BLBR,5,0,721,7.545869029321741
sce_37,BLBR,5,0,671,7.566245295668266
sce_37,BLBR,5,0,739,7.586621562014792
sce_37,BLBR,5,0,791,7.606997828361317
sce_37,BLBR,5,0,740,7.627374094707843
sce_37,BLBR,5,0,786,7.647750361054368
sce_37,BLBR,5,0,845,7.668126627400893
sce_37,BLBR,5,0,800,7.688502893747419
sce_37,BLBR,5,0,847,7.708879160093944
sce_37,BLBR,5,0,864,7.729255426440469
sce_37,BLBR,5,0,837,7.749631692786995
sce_37,BLBR,5,0,941,7.77000795913352
sce_37,BLBR,5,0,934,7.790384225480045
sce_37,BLBR,5,0,962,7.810760491826571
sce_37,BLBR,5,0,1033,7.831136758173096
sce_37,BLBR,5,0,1049,7.851513024519621
sce_37,BLBR,5,0,1022,7.871889290866147
sce_37,BLBR,5,0,1113,7.892265557212672
sce_37,BLBR,5,0,1080,7.912641823559197
sce_37,BLBR,5,0,1200,7.9330180899057225
sce_37,BLBR,5,0,1167,7.9533943562522476
sce_37,BLBR,5,0,1219,7.9737706225987734
sce_37,BLBR,5,0,1292,7.9941468889452985
sce_37,BLBR,5,0,1334,8.014523155291823
sce_37,BLBR,5,0,1332,8.03489942163835
sce_37,BLBR,5,0,1434,8.055275687984874
sce_37,BLBR,5,0,1486,8.075651954331398
sce_37,BLBR,5,0,1480,8.096028220677926
sce_37,BLBR,5,0,1595,8.11640448702445
sce_37,BLBR,5,0,1557,8.136780753370974
sce_37,BLBR,5,0,1738,8.157157019717502
sce_37,BLBR,5,0,1782,8.177533286064026
sce_37,BLBR,5,0,1815,8.19790955241055
sce_37,BLBR,5,0,1781,8.218285818757078
sce_37,BLBR,5,0,1945,8.238662085103602
sce_37,BLBR,5,0,2006,8.259038351450128
sce_37,BLBR,5,0,2079,8.279414617796654
sce_37,BLBR,5,0,2216,8.299790884143178
sce_37,BLBR,5,0,2242,8.320167150489704
sce_37,BLBR,5,0,2421,8.34054341683623
sce_37,BLBR,5,0,2483,8.360919683182754
sce_37,BLBR,5,0,2562,8.38129594952928
sce_37,BLBR,5,0,2705,8.401672215875806
sce_37,BLBR,5,0,2903,8.42204848222233
sce_37,BLBR,5,0,2886,8.442424748568856
sce_37,BLBR,5,0,3126,8.462801014915382
sce_37,BLBR,5,0,3258,8.483177281261906
sce_37,BLBR,5,0,3408,8.503553547608432
sce_37,BLBR,5,0,3546,8.523929813954958
sce_37,BLBR,5,0,3808,8.544306080301482
sce_37,BLBR,5,0,3996,8.564682346648008
sce_37,BLBR,5,0,4157,8.585058612994533
sce_37,BLBR,5,0,4232,8.605434879341058
sce_37,BLBR,5,0,4408,8.625811145687583
sce_37,BLBR,5,0,4571,8.64618741203411
sce_37,BLBR,5,0,4995,8.666563678380633
sce_37,BLBR,5,0,5065,8.68693994472716
sce_37,BLBR,5,0,5320,8.707316211073685
sce_37,BLBR,5,0,5613,8.72769247742021
sce_37,BLBR,5,0,5938,8.748068743766735
sce_37,BLBR,5,0,6249,8.768445010113261
sce_37,BLBR,5,0,6757,8.788821276459785
sce_37,BLBR,5,0,7154,8.809197542806311
sce_37,BLBR,5,0,7811,8.829573809152837
sce_37,BLBR,5,0,8314,8.849950075499361
sce_37,BLBR,5,0,9070,8.870326341845887
sce_37,BLBR,5,0,9767,8.890702608192413
sce_37,BLBR,5,0,10203,8.911078874538937
sce_37,BLBR,5,0,10262,8.931455140885463
sce_37,BLBR,5,0,10576,8.951831407231989
sce_37,BLBR,5,0,10683,8.972207673578513
sce_37,BLBR,5,0,11190,8.992583939925039
sce_37,BLBR,5,0,11337,9.012960206271565
sce_37,BLBR,5,0,11337,9.03333647261809
sce_37,BLBR,5,0,11262,9.053712738964615
sce_37,BLBR,5,0,11050,9.07408900531114
sce_37,BLBR,5,0,10950,9.094465271657667
sce_37,BLBR,5,0,10918,9.11484153800419
sce_37,BLBR,5,0,10941,9.135217804350717
sce_37,BLBR,5,0,11065,9.155594070697243
sce_37,BLBR,5,0,10840,9.175970337043767
sce_37,BLBR,5,0,10865,9.196346603390293
sce_37,BLBR,5,0,10788,9.216722869736818
sce_37,BLBR,5,0,10723,9.237099136083343
sce_37,BLBR,5,0,10422,9.257475402429868
sce_37,BLBR,5,0,10367,9.277851668776394
sce_37,BLBR,5,0,10366,9.298227935122918
sce_37,BLBR,5,0,10705,9.318604201469444
sce_37,BLBR,5,0,10772,9.33898046781597
sce_37,BLBR,5,0,10697,9.359356734162494
sce_37,BLBR,5,0,10663,9.37973300050902
sce_37,BLBR,5,0,10409,9.400109266855546
sce_37,BLBR,5,0,10078,9.42048553320207
sce_37,BLBR,5,0,9949,9.440861799548596
sce_37,BLBR,5,0,9828,9.461238065895122
sce_37,BLBR,5,0,9626,9.481614332241646
sce_37,BLBR,5,0,9649,9.501990598588172
sce_37,BLBR,5,0,9636,9.522366864934698
sce_37,BLBR,5,0,9665,9.542743131281222
sce_37,BLBR,5,0,9507,9.563119397627748
sce_37,BLBR,5,0,9499,9.583495663974274
sce_37,BLBR,5,0,9473,9.603871930320798
sce_37,BLBR,5,0,9310,9.624248196667324
sce_37,BLBR,5,0,9244,9.64462446301385
sce_37,BLBR,5,0,8655,9.665000729360376
sce_37,BLBR,5,0,8536,9.6853769957069
sce_37,BLBR,5,0,8277,9.705753262053426
sce_37,BLBR,5,0,8178,9.726129528399952
sce_37,BLBR,5,0,7988,9.746505794746476
sce_37,BLBR,5,0,7957,9.766882061093002
sce_37,BLBR,5,0,7708,9.787258327439528
sce_37,BLBR,5,0,7709,9.807634593786052
sce_37,BLBR,5,0,7629,9.828010860132578
sce_37,BLBR,5,0,7432,9.848387126479103
sce_37,BLBR,5,0,7292,9.868763392825628
sce_37,BLBR,5,0,7244,9.889139659172153
sce_37,BLBR,5,0,6935,9.90951592551868
sce_37,BLBR,5,0,6646,9.929892191865203
sce_37,BLBR,5,0,6694,9.95026845821173
sce_37,BLBR,5,0,6434,9.970644724558255
sce_37,BLBR,5,0,6358,9.99102099090478
sce_37,BLBR,5,0,6123,10.011397257251305
sce_37,BLBR,5,0,5953,10.031773523597831
sce_37,BLBR,5,0,5842,10.052149789944355
sce_37,BLBR,5,0,5759,10.072526056290881
sce_37,BLBR,5,0,5799,10.092902322637407
sce_37,BLBR,5,0,5698,10.113278588983931
sce_37,BLBR,5,0,5425,10.133654855330457
sce_37,BLBR,5,0,5158,10.154031121676983
sce_37,BLBR,5,0,5078,10.174407388023507
sce_37,BLBR,5,0,4829,10.194783654370033
sce_37,BLBR,5,0,4745,10.215159920716559
sce_37,BLBR,5,0,4592,10.235536187063085
sce_37,BLBR,5,0,4413,10.255912453409609
sce_37,BLBR,5,0,4455,10.276288719756135
sce_37,BLBR,5,0,4290,10.29666498610266
sce_37,BLBR,5,0,4092,10.317041252449185
sce_37,BLBR,5,0,4022,10.33741751879571
sce_37,BLBR,5,0,3843,10.357793785142237
sce_37,BLBR,5,0,3887,10.37817005148876
sce_37,BLBR,5,0,3654,10.398546317835287
sce_37,BLBR,5,0,3546,10.418922584181812
sce_37,BLBR,5,0,3467,10.439298850528337
sce_37,BLBR,5,0,3300,10.459675116874863
sce_37,BLBR,5,0,3276,10.480051383221388
sce_37,BLBR,5,0,3125,10.500427649567913
sce_37,BLBR,5,0,3136,10.520803915914438
sce_37,BLBR,5,0,3056,10.541180182260964
sce_37,BLBR,5,0,2996,10.561556448607488
sce_37,BLBR,5,0,2883,10.581932714954014
sce_37,BLBR,5,0,2791,10.60230898130054
sce_37,BLBR,5,0,2697,10.622685247647064
sce_37,BLBR,5,0,2698,10.64306151399359
sce_37,BLBR,5,0,2692,10.663437780340116
sce_37,BLBR,5,0,2501,10.68381404668664
sce_37,BLBR,5,0,2445,10.704190313033166
sce_37,BLBR,5,0,2446,10.724566579379692
sce_37,BLBR,5,0,2300,10.744942845726216
sce_37,BLBR,5,0,2336,10.765319112072742
sce_37,BLBR,5,0,2214,10.785695378419268
sce_37,BLBR,5,0,2219,10.806071644765792
sce_37,BLBR,5,0,2160,10.826447911112318
sce_37,BLBR,5,0,2081,10.846824177458844
sce_37,BLBR,5,0,2004,10.86720044380537
sce_37,BLBR,5,0,1947,10.887576710151894
sce_37,BLBR,5,0,2039,10.90795297649842
sce_37,BLBR,5,0,1881,10.928329242844946
sce_37,BLBR,5,0,1875,10.94870550919147
sce_37,BLBR,5,0,1845,10.969081775537996
sce_37,BLBR,5,0,1803,10.989458041884522
sce_37,BLBR,5,0,1773,11.009834308231046
sce_37,BLBR,5,0,1773,11.030210574577572
sce_37,BLBR,5,0,1657,11.050586840924097
sce_37,BLBR,5,0,1622,11.070963107270622
sce_37,BLBR,5,0,1639,11.091339373617148
sce_37,BLBR,5,0,1498,11.111715639963673
sce_37,BLBR,5,0,1542,11.132091906310198
sce_37,BLBR,5,0,1566,11.152468172656723
sce_37,BLBR,5,0,1506,11.17284443900325
sce_37,BLBR,5,0,1480,11.193220705349773
sce_37,BLBR,5,0,1455,11.2135969716963
sce_37,BLBR,5,0,1360,11.233973238042825
sce_37,BLBR,5,0,1331,11.25434950438935
sce_37,BLBR,5,0,1357,11.274725770735875
sce_37,BLBR,5,0,1280,11.295102037082401
sce_37,BLBR,5,0,1214,11.315478303428925
sce_37,BLBR,5,0,1281,11.335854569775451
sce_37,BLBR,5,0,1261,11.356230836121977
sce_37,BLBR,5,0,1259,11.376607102468501
sce_37,BLBR,5,0,1182,11.396983368815027
sce_37,BLBR,5,0,1183,11.417359635161553
sce_37,BLBR,5,0,1159,11.437735901508077
sce_37,BLBR,5,0,1137,11.458112167854603
sce_37,BLBR,5,0,1102,11.478488434201129
sce_37,BLBR,5,0,1083,11.498864700547655
sce_37,BLBR,5,0,1115,11.519240966894179
sce_37,BLBR,5,0,1109,11.539617233240705
sce_37,BLBR,5,0,1083,11.55999349958723
sce_37,BLBR,5,0,1087,11.580369765933755
sce_37,BLBR,5,0,1097,11.60074603228028
sce_37,BLBR,5,0,1001,11.621122298626807
sce_37,BLBR,5,0,1088,11.64149856497333
sce_37,BLBR,5,0,1134,11.661874831319857
sce_37,BLBR,5,0,1091,11.682251097666382
sce_37,BLBR,5,0,1089,11.702627364012907
sce_37,BLBR,5,0,1109,11.723003630359432
sce_37,BLBR,5,0,1104,11.743379896705958
sce_37,BLBR,5,0,1106,11.763756163052483
sce_37,BLBR,5,0,1159,11.784132429399008
sce_37,BLBR,5,0,1039,11.804508695745534
sce_37,BLBR,5,0,1099,11.824884962092058
sce_37,BLBR,5,0,1146,11.845261228438584
sce_37,BLBR,5,0,1194,11.86563749478511
sce_37,BLBR,5,0,1179,11.886013761131634
sce_37,BLBR,5,0,1161,11.90639002747816
sce_37,BLBR,5,0,1237,11.926766293824686
sce_37,BLBR,5,0,1209,11.94714256017121
sce_37,BLBR,5,0,1224,11.967518826517736
sce_37,BLBR,5,0,1192,11.987895092864262
sce_37,BLBR,5,0,1295,12.008271359210786
sce_37,BLBR,5,0,1361,12.028647625557312
sce_37,BLBR,5,0,1393,12.049023891903838
sce_37,BLBR,5,0,1311,12.069400158250362
sce_37,BLBR,5,0,1474,12.089776424596888
sce_37,BLBR,5,0,1505,12.110152690943414
sce_37,BLBR,5,0,1343,12.13052895728994
sce_37,BLBR,5,0,1566,12.150905223636464
sce_37,BLBR,5,0,1529,12.17128148998299
sce_37,BLBR,5,0,1642,12.191657756329516
sce_37,BLBR,5,0,1648,12.21203402267604
sce_37,BLBR,5,0,1649,12.232410289022566
