species,iteration,timestep,scenario,numNodes,numLinks,totArea,meanArea,totQuality,meanQuality,totAreaQuality,meanAreaQuality,totCost,meanCost,overallECgap,overallECnatal
MAAM,7,4,45,1766,4897,1085659200,614756.0588901473,1001.1998026659363,0.5669308055866004,4342431.201222195,2458.9078149616057,2273016,464.1649989789667,1351440.9607949918,4201224.635574231
MAAM,7,5,45,1821,5057,1067709600,586331.4662273476,1040.3296295762002,0.5712957877958266,4258478.187390803,2338.538268748382,2339432,462.6126161755982,1348950.8333358332,4121309.8796110637
MAAM,7,6,45,1883,5240,1048261500,556697.5570897504,1078.0668018849237,0.572526182626088,4206061.543262506,2233.7023596720687,2357720,449.9465648854962,1331347.9537897434,4069936.143100233
MAAM,7,7,45,1919,5337,1022041800,532590.8285565398,1093.6329001571553,0.5698972903372357,4126038.901605425,2150.0984375223684,2407888,451.1688214352632,1348263.0817747104,3993306.5179326655
MAAM,7,8,45,1930,5336,994226400,515143.2124352332,1105.661020748933,0.5728813579010016,4032048.392976584,2089.1442450655877,2405432,450.7931034482759,1309849.2926300184,3901439.5665651713
MAAM,7,9,45,1965,5440,1016015400,517056.1832061069,1124.9049369882694,0.5724707058464475,4065667.9955034712,2069.042236897441,2415704,444.06323529411765,1327185.3789561824,3931827.3482683063
MAAM,8,10,45,1903,5267,988078500,519221.49238045193,1107.2032943126942,0.5818199129336281,3983759.708040355,2093.4102512035493,2408600,457.3001708752611,1355851.692196341,3858100.757418224
MAAM,8,11,45,1929,5356,909816300,471651.78849144635,1117.4281850020618,0.5792784784873312,3769559.3613121305,1954.1520794775172,2442432,456.0179238237491,1305114.1855748955,3650414.816861989
MAAM,8,2,45,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,8,3,45,1687,4691,1123615800,666043.7462951986,944.6682056623594,0.5599692979622758,4463330.4094148,2645.720456084647,2204152,469.8682583670859,1418218.5032750808,4320607.326372969
MAAM,8,4,45,1743,4839,1090802700,625819.1049913941,988.8655559132994,0.5673353734442338,4353979.222009433,2497.980047050736,2278992,470.9634221946683,1382006.412976729,4214676.7288180115
MAAM,8,5,45,1807,5025,1063108800,588328.0575539569,1026.6689820283987,0.5681621372597667,4253485.032262128,2353.8932109917696,2328024,463.28835820895523,1394001.093392171,4120828.973057424
MAAM,8,6,45,1892,5263,1039278600,549301.5856236786,1084.143871136127,0.5730147310444647,4188193.59600361,2213.6329788602593,2380136,452.2394071822155,1370557.4049388897,4057662.70097898
MAAM,8,7,45,1913,5298,1042623900,545020.334553058,1101.1085251479813,0.5755925379759442,4182875.861297904,2186.55298551903,2398816,452.77765194412984,1391142.0834458412,4050292.0455268254
MAAM,8,8,45,1955,5440,1019344500,521403.83631713554,1134.591991647235,0.5803539599218593,4106778.2357799923,2100.6538290434746,2451920,450.7205882352941,1371761.831035484,3976343.6705318973
MAAM,8,9,45,1953,5436,995174100,509561.75115207373,1136.3575271729571,0.5818522924592715,4022561.634068439,2059.683376379129,2443736,449.54672553348047,1357580.9594311316,3893984.2104047043
MAAM,9,10,45,1952,5390,926575200,474679.91803278687,1140.941444129244,0.5844986906399816,3814398.788777631,1954.0977401524747,2450832,454.69981447124303,1313123.600160198,3694423.06950246
MAAM,9,11,45,1943,5374,960360300,494266.7524446732,1142.946623059301,0.58823809730277965,3878539.235516806,1996.1601829731376,2433208,452.7740975065129,1342685.157243807,3756777.175075207
MAAM,9,2,45,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,9,3,45,1675,4641,1121396400,669490.3880597015,940.1288515559675,0.5612709561528164,4454777.689351314,2659.5687697619783,2209560,476.0956690368455,1492514.0685418148,4315839.398625986
MAAM,9,4,45,1739,4845,1105301700,635596.1472110408,980.2588387305519,0.5636911091032502,4387702.181443612,2523.11798817919,2289176,472.48214654282765,1478720.8424615772,4250677.736151166
MAAM,9,5,45,1823,5056,1070042400,586967.8551837631,1042.7558341216672,0.5719999090080458,4267244.995787915,2340.781676241314,2335328,461.8924050632911,1441722.9521180228,4133034.640077709
MAAM,9,6,45,1909,5305,1042526700,546111.4195914092,1093.896895582442,0.5730208986812164,4180793.981572703,2190.0439924424845,2397712,451.9721017907634,1351120.332387839,4045034.5618935786
MAAM,9,7,45,1940,5372,1024277400,527978.0412371134,1107.1171509279943,0.5706789437773166,4115213.958552966,2121.2443085324567,2412104,449.01414743112434,1350547.66379804,3985599.435044213
MAAM,9,8,45,1945,5400,985899600,506889.25449871464,1124.8696928743427,0.578339173714315,4008139.4475665474,2060.74007586969,2425752,449.21333333333337,1304375.8603314084,3877303.197126896
MAAM,9,9,45,1971,5460,982343700,498398.6301369863,1137.8645103938431,0.5773031508847505,3979782.8541406356,2019.1693831256396,2446608,448.0967032967033,1318549.0935683807,3850403.6529595098
MAAM,1,10,46,1954,5453,686191500,351172.72262026614,1131.2449935814307,0.5789380724572317,2975472.7119611274,1522.7598321193077,2535472,464.96827434439757,999930.9125987502,2852771.6933517074
MAAM,1,11,46,1903,5307,637672500,335088.0189174987,1102.228490585584,0.5792057228510687,2807163.9387209835,1475.125558970564,2494904,470.11569625023554,946176.5098993648,2690097.382967377
MAAM,1,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,1,3,46,1678,4663,1129164300,672922.705601907,941.7058981474537,0.5612073290509259,4466518.06715536,2661.810528698069,2211024,474.1634141110873,1500732.7566535866,4328167.639498251
MAAM,1,4,46,1745,4834,1093686300,626754.3266475644,984.5993097682893,0.5642402921308248,4359172.810949614,2498.0933014037905,2272936,470.1977658254034,1412461.8725504547,4220586.854552205
MAAM,1,5,46,1832,5090,1067831100,582877.2379912664,1035.0049320121136,0.5649590240240795,4262935.087209157,2326.9296327560896,2334512,458.6467583497053,1409338.206152863,4130533.1541276244
MAAM,1,6,46,1879,5200,1033373700,549959.3932943054,1063.4637434221454,0.5659732535509022,4134046.7172902054,2200.1313024428982,2356392,453.15230769230766,1348596.1106872763,4002350.0944664027
MAAM,1,7,46,1919,5324,999726300,520962.11568525276,1092.25533230758,0.569179433198322,3997410.973561337,2083.0698142581223,2404928,451.7145003756574,1309163.7436548441,3868901.9585999693
MAAM,1,8,46,1916,5339,820975500,428484.0814196242,1105.0322194703724,0.5767391542120942,3458130.7854979993,1804.8699298006259,2446024,458.1427233564338,1100228.5942970014,3331518.2576576457
MAAM,1,9,46,1967,5487,719498700,365784.79918657854,1146.831648168594,0.5830359167100122,3119668.0083596297,1586.0030545803913,2514648,458.2919628212138,1029522.9217444427,2994278.116075967
MAAM,10,10,46,1898,5298,680756400,358670.38988408854,1104.7392420260546,0.5820543951665198,2971378.707732233,1565.531458236161,2489216,469.8406946017365,965612.5179119775,2850939.16241567
MAAM,10,11,46,1907,5336,608269500,318966.7016255899,1123.8838080990015,0.5893465170943899,2731716.565645386,1432.4680470085925,2506336,469.7031484257871,912193.0383594944,2615992.195096395
MAAM,10,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,10,3,46,1675,4644,1123607700,670810.567164179,937.8255753083542,0.5598958658557339,4464205.101277968,2665.1970753898313,2189024,471.36606373815675,1473429.1882272544,4324517.612781076
MAAM,10,4,46,1755,4865,1096464600,624766.1538461539,990.5186060252112,0.5643980661112314,4368450.016325238,2489.145308447429,2262960,465.1510791366906,1458205.2466361949,4229244.804143803
MAAM,10,5,46,1831,5099,1072610100,585805.6253413436,1042.7420552431624,0.5694932033004709,4278196.65768301,2336.5355858454454,2340168,458.9464600902138,1385824.2008490828,4139261.9485071716
MAAM,10,6,46,1882,5237,1025443800,544869.1817215728,1077.6587714213083,0.5726135873652011,4108403.381635962,2182.9986087332422,2370728,452.6881802558717,1336753.123562933,3972676.766584102
MAAM,10,7,46,1916,5350,954617400,498234.5511482255,1100.6509469301566,0.5744524775209585,3862555.92370948,2015.947768115595,2417824,451.9297196261682,1272515.0645855095,3735890.351327494
MAAM,10,8,46,1959,5463,897779700,458284.6860643185,1125.6282481604217,0.5745932864524868,3637908.418154488,1857.0231843565532,2462472,450.7545304777595,1206080.9905415606,3512082.5232372303
MAAM,10,9,46,1941,5439,724042800,373025.65687789797,1130.0051637833722,0.5821767974154416,3125031.4831196545,1610.0110680678283,2496848,459.0637984923699,1034505.2301740212,3000322.235396205
MAAM,2,10,46,1902,5288,686110500,360731.072555205,1104.9794466139729,0.5809565965373148,2967320.4753868026,1560.105402411568,2468512,466.8139183055976,941847.7604075886,2844783.557855394
MAAM,2,11,46,1913,5332,648413100,338950.914793518,1119.4780395486778,0.5851950023777719,2810907.0625654743,1469.3711775041686,2501824,469.2093023255814,904776.4620097225,2690661.686593411
MAAM,2,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,2,3,46,1689,4690,1097930700,650047.7797513321,948.6287054055499,0.5616510985231201,4395703.744548308,2602.54810216004,2212920,471.8379530916844,1412880.7131298673,4254793.8570011705
MAAM,2,4,46,1757,4867,1079057700,614147.8087649402,997.3038280709771,0.5676174320267371,4326479.779866668,2462.4244620755085,2278920,468.23916170125335,1413756.282336439,4186484.04696158
MAAM,2,5,46,1858,5156,1062104400,571638.5360602798,1056.8091269823424,0.5687885505825309,4258012.098176175,2291.7180291583286,2351280,456.0279286268425,1384874.1987148887,4116916.384131345
MAAM,2,6,46,1893,5246,1028683800,543414.5800316958,1083.8854084418747,0.5725754931018883,4120558.763568528,2176.734687569217,2384984,454.6290507052993,1315149.1307381366,3979889.8005447625
MAAM,2,7,46,1887,5220,995749200,527689.0302066773,1074.6157455848033,0.569483701952731,3975839.170080329,2106.9629942132105,2395304,458.87049808429117,1275796.5178131454,3839194.1048604683
MAAM,2,8,46,1910,5308,899100000,470732.98429319373,1096.5053407186442,0.5740865658212797,3649413.0235174005,1910.687446867749,2472880,465.87792012057275,1162751.6802075752,3518208.4408971327
MAAM,2,9,46,1938,5408,706611600,364608.66873065016,1125.251944878957,0.5806253585546733,3087677.3353374773,1593.2287592040648,2510928,464.2988165680473,970600.7138327543,2961320.8077562135
MAAM,3,10,46,1922,5380,658384200,342551.6129032258,1116.0283049444508,0.5806598881084551,2895143.1895458484,1506.3179966419607,2508008,466.1724907063197,949531.0472179225,2775023.1680421517
MAAM,3,11,46,1905,5337,625457700,328324.25196850393,1111.8831500720505,0.5836656955758796,2776176.000058802,1457.3102362513396,2501840,468.77271875585535,909707.4362928333,2661678.4925943776
MAAM,3,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,3,3,46,1689,4693,1120003200,663116.1634103019,955.7623839858168,0.5658747092870436,4465014.423843557,2643.5846203928695,2217360,472.48242062646494,1484585.5966352501,4324407.33661476
MAAM,3,4,46,1768,4922,1103940900,624400.9615384615,1005.228893686794,0.5685683787821233,4399375.513573125,2488.3345665006364,2278760,462.97440065014223,1440976.2921852774,4259144.722070071
MAAM,3,5,46,1856,5151,1065376800,574017.6724137932,1071.7845901073536,0.5774701455319793,4271945.317001781,2301.6946751087185,2316888,449.7938264414677,1409129.071654981,4136928.857895166
MAAM,3,6,46,1846,5108,1024552800,555012.3510292524,1070.4948745143215,0.5798997153382023,4105061.402930103,2223.7602399404673,2344144,458.9162098668755,1332226.5587203049,3973527.911574555
MAAM,3,7,46,1890,5236,998997300,528570,1091.5266636445263,0.577527335261654,3973660.364724895,2102.465801441743,2379824,454.5118411000764,1300940.324635218,3845884.336341093
MAAM,3,8,46,1896,5270,846506700,446469.7784810127,1091.8603446127672,0.575875709183949,3504143.1131708375,1848.1767474529734,2427504,460.626944971537,1116604.9602902199,3385033.033406205
MAAM,3,9,46,1959,5458,765968400,390999.69372128637,1122.67629229418,0.573086417710148,3224117.839918166,1645.7977743329075,2488504,455.93697325027483,1026283.7432202692,3106413.953955701
MAAM,4,10,46,1948,5419,675329400,346678.3367556468,1140.9424687399655,0.5856994192710295,2946910.4631731855,1512.7877121012245,2513088,463.7549363351172,907430.4202515921,2823888.6753478013
MAAM,4,11,46,1904,5306,645715800,339136.4495798319,1114.694838560022,0.5854489698319443,2805220.8455587137,1473.330276028736,2474048,466.2736524689031,875684.09443017,2687895.106565794
MAAM,4,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,4,3,46,1653,4594,1110250800,671658.0762250454,931.5572618657895,0.5635555123205018,4434022.841759939,2682.409462649691,2187112,476.0801044841097,1490704.4179940738,4295048.188802555
MAAM,4,4,46,1744,4852,1100522700,631033.6582568807,985.404997873324,0.5650258015328692,4384339.787641136,2513.956300252945,2281928,470.3066776586975,1488385.4911960044,4248250.012350517
MAAM,4,5,46,1806,5021,1069686000,592295.6810631229,1024.8549060419014,0.5674722624816729,4276860.629617695,2368.139883509244,2324336,462.92292372037446,1406739.2341994501,4140633.376320539
MAAM,4,6,46,1886,5219,1038760200,550774.2311770944,1077.69148610264,0.5714164825570731,4134479.1181882583,2192.194654394623,2350280,450.33148112665265,1366838.411295316,4002003.3472183156
MAAM,4,7,46,1885,5211,965212200,512048.9124668435,1075.2619866538287,0.5704307621505722,3879021.31004217,2057.8362387491616,2385392,457.76089042410285,1238857.9128535157,3751893.7145264037
MAAM,4,8,46,1945,5414,903141900,464340.3084832905,1119.0240709866266,0.5753337125895253,3637141.6672342783,1869.9957158016855,2479392,457.9593646102697,1164154.033281939,3513228.7885967256
MAAM,4,9,46,1987,5527,705955500,355287.1162556618,1158.8167891207129,0.5831991892907463,3083437.3698937763,1551.8054201780456,2533720,458.42590917315,966975.9284443229,2960228.363737411
MAAM,5,10,46,1966,5497,680805000,346289.42014242115,1143.6466536707146,0.5817124382862231,2958299.387893374,1504.7301057443408,2526936,459.6936510824086,946259.8784533057,2835387.290407251
MAAM,5,11,46,1916,5381,616555800,321793.2150313152,1113.3289272293312,0.5810693774683356,2735928.6799884136,1427.9377244198402,2549280,473.75580747073036,906082.8727221115,2619845.9876218424
MAAM,5,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,5,3,46,1675,4654,1120238100,668798.8656716418,949.967386258317,0.5671447082139206,4456649.986131057,2660.686558884213,2193864,471.3932101418135,1499607.7787955843,4317124.9761716975
MAAM,5,4,46,1724,4791,1102879800,639721.4617169374,980.0218058825783,0.5684581240618204,4390890.665019648,2546.9203393385433,2258464,471.3972030891254,1440872.3820189124,4251775.714012804
MAAM,5,5,46,1788,4976,1079730000,603875.8389261744,1020.4022582958482,0.5706947753332485,4302951.186108618,2406.5722517386007,2283216,458.84565916398714,1421266.3867163104,4168224.320458449
MAAM,5,6,46,1868,5181,1051023600,562646.4668094219,1070.423521521682,0.5730318637696371,4169699.1792639885,2232.1730081713,2326176,448.98204979733646,1367570.8915967867,4035275.259588389
MAAM,5,7,46,1898,5258,1017700200,536196.1011591149,1095.1361664774486,0.5769948190081394,4019200.1101854923,2117.597529075602,2391096,454.7538988208444,1309422.7964321773,3888468.084230066
MAAM,5,8,46,1923,5345,826281000,429683.3073322933,1111.431897235683,0.577967705270766,3448868.769488046,1793.4834994737628,2442992,457.06117867165574,1110061.0801810606,3327813.348249337
MAAM,5,9,46,1987,5557,715497300,360089.2299949673,1154.5544523836804,0.5810540776968699,3093458.192398663,1556.8486121784917,2535104,456.2001079719273,1004282.9013408074,2969594.1567284125
MAAM,6,10,46,1928,5391,699759000,362945.5394190871,1122.1156245247207,0.5820101786953946,3014831.2365579344,1563.7091475922896,2489752,461.8349100352439,985087.9774067199,2893978.350501483
MAAM,6,11,46,1887,5284,625287600,331365.97774244833,1104.1231656301763,0.5851209144834003,2763508.976053143,1464.4986624552957,2506336,474.32551097653294,911498.7724054898,2648404.3742889604
MAAM,6,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,6,3,46,1674,4648,1103446800,659167.7419354839,937.777290593213,0.5602014878095657,4417764.260463422,2639.046750575521,2199160,473.14113597246126,1439910.1863939948,4277710.665113521
MAAM,6,4,46,1752,4859,1080872100,616936.1301369863,990.7598501926742,0.5655021975985584,4327744.724175613,2470.1739293239802,2255056,464.0987857583865,1409113.9107808264,4191559.738398258
MAAM,6,5,46,1817,5050,1051193700,578532.5811777655,1039.8901126690646,0.5723115644849007,4220587.517323754,2322.8329759624403,2323048,460.00950495049506,1378000.7499352405,4088966.113547366
MAAM,6,6,46,1877,5200,1032507000,550083.6441129462,1080.0324072278486,0.5754035201000791,4123502.803754767,2196.8581799439357,2352616,452.42615384615385,1360528.3712573657,3993633.3209174774
MAAM,6,7,46,1881,5209,966799800,513981.8181818182,1082.435345779195,0.5754573874424216,3880871.751271477,2063.196040016734,2384616,457.7876751775773,1294802.0398411793,3757064.036016619
MAAM,6,8,46,1943,5435,759666600,390976.1194029851,1123.0565159667872,0.5780012948876928,3289998.93360965,1693.2572998505661,2477864,455.908739650414,1062775.032925805,3163812.5028596753
MAAM,6,9,46,1954,5447,723791700,370415.4042988741,1140.2762343307181,0.5835599970986276,3129911.33609942,1601.7969990273389,2479960,455.28914999082065,1021177.1145590345,3004400.2055323357
MAAM,7,10,46,1953,5438,666500400,341270.0460829493,1129.567447400496,0.5783755491041965,2910549.9892096575,1490.2969734816475,2505960,460.82383229128357,955637.5576976616,2791536.2048156452
MAAM,7,11,46,1943,5423,640855800,329827.99794132786,1127.5300147766998,0.5803036617481728,2795181.395645763,1438.5905278670937,2515040,463.7728194726166,921320.7149550868,2676230.1952116303
MAAM,7,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,7,3,46,1672,4655,1114762500,666723.9832535886,935.5262680822412,0.5595252799534935,4441666.560591808,2656.4991391099325,2195720,471.6906552094522,1473208.1019671485,4301983.735565039
MAAM,7,4,46,1755,4887,1086218100,618927.6923076923,987.207859972315,0.5625116011238263,4354301.672527324,2481.083574089643,2286776,467.93042766523433,1437349.1442240914,4217712.076218199
MAAM,7,5,46,1837,5102,1072237500,583689.4393032118,1042.2717737015098,0.5673771223198202,4284009.673816166,2332.0684125292137,2331800,457.0364562916503,1410429.528125007,4148175.413367693
MAAM,7,6,46,1901,5289,1032029100,542887.4802735402,1080.9823885308915,0.5686388156396063,4119399.6811045543,2166.964587640481,2370824,448.2556248818302,1378174.5715464351,3991919.8660393166
MAAM,7,7,46,1936,5387,969294600,500668.69834710745,1110.1856352750783,0.5734429934272098,3889922.340555708,2009.2574073118326,2414688,448.24354928531653,1280292.0780968172,3764817.3762723533
MAAM,7,8,46,1950,5426,919674000,471627.6923076923,1114.7337849862697,0.5716583512750101,3677427.068969562,1885.8600353690063,2443360,450.3059343899742,1209059.7987005033,3553736.909620561
MAAM,7,9,46,1988,5558,705485700,354872.0824949698,1136.9581183512482,0.571910522309481,3064959.9230312165,1541.7303435770705,2516344,452.7427132061893,1008882.9506746478,2942084.058512821
MAAM,8,10,46,1891,5283,665949600,352167.9534637758,1104.5698770373508,0.5841194484597307,2908018.180745537,1537.820296533864,2484768,470.33276547416244,996153.95912269,2789443.170691573
MAAM,8,11,46,1869,5228,630471600,337330.9791332263,1095.9427214704062,0.5863791982185158,2766664.6068177097,1480.2913894155752,2473824,473.1874521805662,944156.6708654913,2651454.9986087363
MAAM,8,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,8,3,46,1649,4582,1125754200,682689.0236506974,931.097771051121,0.5646438878417956,4473387.147892759,2712.787839837938,2185344,476.941073766914,1505454.749275657,4334748.834996932
MAAM,8,4,46,1751,4872,1080993600,617357.8526556253,996.9367317157061,0.5693527879587128,4332653.561368095,2474.388099010905,2279360,467.84893267651887,1430357.9062230506,4195266.01217797
MAAM,8,5,46,1787,4973,1062371700,594500.111919418,1013.0028162595106,0.5668734282369953,4255027.478698347,2381.100995354419,2324952,467.514980896843,1404258.5468023736,4119327.039106641
MAAM,8,6,46,1838,5091,1042299900,567083.7323177367,1052.4086194807041,0.5725835796957042,4152199.2665170366,2259.085563937452,2322776,456.25142408171286,1366071.1967936067,4019834.760836912
MAAM,8,7,46,1880,5221,998503200,531118.7234042553,1082.096851058674,0.5755834314141883,3973287.3273319425,2113.450706027629,2391624,458.0777628806742,1270534.2302545141,3841325.8090024074
MAAM,8,8,46,1903,5304,924347700,485731.8444561219,1102.7990308463093,0.5795055338130894,3697130.405700015,1942.7905442459353,2429736,458.0950226244344,1219079.9543921396,3576399.062681457
MAAM,8,9,46,1912,5340,701775900,367037.60460251046,1115.5166202846071,0.5834291947095226,3062705.8246237943,1601.8335902844112,2483120,465.00374531835206,1033792.373187412,2939033.206517966
MAAM,9,10,46,1923,5363,688386600,357975.3510140406,1121.0917354978922,0.5829910220997879,2965048.36479343,1541.8868251655902,2481944,462.79022934924484,983588.0482792039,2844711.0923069464
MAAM,9,11,46,1921,5371,628616700,327234.09682457056,1129.2462351904344,0.5878429126446821,2774152.2200032263,1444.1188027086027,2494016,464.3485384472165,906837.5830741161,2660922.7751545757
MAAM,9,2,46,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,9,3,46,1663,4608,1142124300,686785.5081178593,937.5501213006065,0.5637703675890599,4505673.962888176,2709.3649806904245,2175560,472.12673611111114,1500514.3743829438,4368118.108579808
MAAM,9,4,46,1712,4758,1105641900,645818.8668224299,978.0366903803148,0.5712831135399035,4392938.586754243,2565.9688006742076,2247464,472.35477091214796,1443208.9959767906,4252479.688900636
MAAM,9,5,46,1818,5046,1070739000,588965.3465346535,1041.3873688570245,0.572820334904854,4277548.795243496,2352.8871260965325,2293392,454.49702734839474,1392418.1709959868,4139097.8763598064
MAAM,9,6,46,1868,5197,1029971700,551376.7130620985,1071.1038787244045,0.5733960806875827,4117391.087609683,2204.170817778203,2349976,452.17933423128727,1331633.4593831575,3981711.016003658
MAAM,9,7,46,1883,5215,958513500,509035.3159851301,1083.6984820579094,0.5755169846297978,3874831.348939128,2057.7967864785596,2373080,455.04889741131353,1302525.074779821,3752771.0677979314
MAAM,9,8,46,1968,5489,827739000,420599.0853658537,1125.3024157319107,0.5718000079938571,3454430.132230929,1755.2998639384803,2476896,451.24722171615963,1101287.8426323098,3332667.0785154505
MAAM,9,9,46,1949,5429,722827800,370871.1133914828,1128.332049943699,0.5789287070003587,3108293.5357884136,1594.8145386292526,2496688,459.87990421808803,1021938.4259741993,2985437.7286033886
MAAM,1,10,48,1266,3467,892644300,705090.2843601896,668.8117594248272,0.5282873297194528,3453740.6191172423,2728.0731588603808,1959312,565.1318142486299,1322359.8958919302,3347148.612870874
MAAM,1,11,48,1226,3349,907329600,740073.0831973898,642.5613143269499,0.5241120018980016,3454001.7960804515,2817.293471517497,1892144,564.9877575395641,1372090.5316801586,3350102.6378227104
MAAM,1,2,48,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,1,3,48,1591,4414,1135790100,713884.412319296,882.2786576675854,0.5545434680500223,4439469.458638655,2790.3642103322786,2123024,480.9750792931581,1512735.6333656514,4302284.652615255
MAAM,1,4,48,1510,4195,1132590600,750060,815.119880201509,0.5398144901996748,4340679.228604558,2874.622005698383,2097880,500.0905840286055,1520266.3366730476,4204157.544604693
MAAM,1,5,48,1496,4149,985162500,658531.0828877005,793.933562772187,0.5307042531899645,3891889.4556111335,2601.5303847668006,2109656,508.4733670764039,1241182.134057965,3757957.422807141
MAAM,1,6,48,1487,4076,1075939200,723563.6852723605,790.2736961775759,0.531455074766359,4056746.3967555743,2728.1414907569433,2057552,504.7968596663395,1380348.557059216,3929945.653148162
MAAM,1,7,48,1421,3914,996356700,701165.8691062632,754.312360726136,0.5308320624392231,3810141.409921025,2681.309929571446,2060016,526.3198773633112,1383515.641867914,3692611.545230606
MAAM,1,8,48,1369,3786,889687800,649881.519357195,720.5329482443773,0.5263206342179527,3502553.912905672,2558.4761964248883,2023952,534.5884838880085,1274442.6074596713,3386295.1997810337
MAAM,1,9,48,1300,3575,905806800,696774.4615384615,676.6183795299377,0.5204756765614905,3509464.905009035,2699.5883884684886,1976480,552.8615384615384,1311896.063207343,3397956.101169563
MAAM,10,10,48,1258,3466,849690000,675429.252782194,651.5236412489954,0.5179043253171665,3334282.037590759,2650.462668991064,1961400,565.8972879399885,1280029.577718247,3229669.532285774
MAAM,10,11,48,1211,3324,843777000,696760.5284888522,631.0664854910286,0.5211118790181904,3290150.7077153297,2716.8874547608007,1929432,580.4548736462094,1315353.8259021821,3191126.5422639525
MAAM,10,2,48,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,10,3,48,1550,4302,1151941500,743188.0645161291,844.2405056856287,0.5446712939907282,4452952.481875317,2872.8725689518174,2101712,488.5430032543003,1510947.9248220313,4314822.43926488
MAAM,10,4,48,1509,4180,1119922200,742161.8290258449,818.6954003996566,0.5425416834987784,4297077.441432188,2847.632499292371,2104696,503.5157894736842,1442232.8789263933,4161613.0454043574
MAAM,10,5,48,1484,4123,1080183600,727886.5229110512,796.8829594822994,0.5369831263357813,4132614.967204118,2784.780975204931,2120848,514.3943730293475,1412589.6662709648,4003710.243713298
MAAM,10,6,48,1437,3962,1079203500,751011.4822546972,773.1993284639432,0.5380649467390002,4079448.7809417984,2838.8648440791917,2052184,517.9666834931853,1428724.4768041163,3953971.029413804
MAAM,10,7,48,1430,3958,1003630500,701839.5104895105,765.5467691577892,0.5353473910194331,3844702.6547284625,2688.603255054869,2077520,524.8913592723598,1415960.9153808018,3729767.339654993
MAAM,10,8,48,1352,3729,887468400,656411.5384615385,716.7868415407843,0.530167782204722,3503365.2432102845,2591.2464816644115,2054360,550.9144542772862,1307085.8042065634,3390525.138608651
MAAM,10,9,48,1321,3656,858648600,649998.9401968205,698.5627082432535,0.5288135565808126,3388267.1623535724,2564.9259366794645,2021440,552.910284463895,1286041.9848882759,3284191.188715179
MAAM,2,10,48,1262,3450,834802200,661491.442155309,668.3071860412261,0.5295619540738717,3287027.5248920745,2604.617690088807,1944984,563.7634782608695,1263393.0534230592,3183755.296581495
MAAM,2,11,48,1183,3235,845105400,714374.809805579,634.0645028497465,0.5359801376582811,3282309.901191042,2774.5645825790716,1885872,582.9588871715611,1285327.6669583328,3180668.989612868
MAAM,2,2,48,1621,4479,1163459700,717741.949413942,905.566022329291,0.5586465282722337,4638148.397529596,2861.2883390065367,2112000,471.5338245144005,1554298.087692392,4496788.838767903
MAAM,2,3,48,1535,4245,1152476100,750798.7622149837,843.3896868715734,0.5494395354212205,4455281.882214368,2902.463766914898,2073096,488.3618374558304,1522911.521077073,4315833.353769614
