zone,mean,species,timestep
165,5.27729571353446e-4,MAAM,0
166,5.336045156863594e-4,MAAM,0
167,3.502545254431313e-4,MAAM,0
168,4.060699649955378e-4,MAAM,0
169,4.384899259932043e-4,MAAM,0
170,3.8024676140711487e-4,MAAM,0
171,5.877041189123711e-4,MAAM,0
172,6.525572399508485e-4,MAAM,0
173,4.930384831637437e-4,MAAM,0
174,5.882853059410736e-4,MAAM,0
175,6.017947039641746e-4,MAAM,0
176,7.311497383800884e-4,MAAM,0
177,7.47401281404772e-4,MAAM,0
1,6.713808305342138e-4,MAAM,1
2,5.612825284538788e-4,MAAM,1
3,5.188044243891246e-4,MAAM,1
4,3.4633731707969714e-4,MAAM,1
5,5.24181065494919e-4,MAAM,1
6,4.970466678617557e-4,MAAM,1
7,6.217484821632227e-4,MAAM,1
8,4.929080179001971e-4,MAAM,1
9,5.431915878156356e-4,MAAM,1
10,5.795676209392034e-4,MAAM,1
11,4.7241466632236143e-4,MAAM,1
12,5.659408058361806e-4,MAAM,1
13,3.781480579340273e-4,MAAM,1
14,4.7701983112736937e-4,MAAM,1
15,5.024037383933322e-4,MAAM,1
16,6.215365188873785e-4,MAAM,1
17,4.8565613411982766e-4,MAAM,1
18,5.91066405846418e-4,MAAM,1
19,5.319687220284663e-4,MAAM,1
20,5.006956692690813e-4,MAAM,1
21,5.458946418347517e-4,MAAM,1
22,4.827736233223167e-4,MAAM,1
23,5.004059763316031e-4,MAAM,1
24,4.878927500617751e-4,MAAM,1
25,4.735702521682959e-4,MAAM,1
26,4.912339557153547e-4,MAAM,1
27,5.417755300917412e-4,MAAM,1
28,4.8193238836874766e-4,MAAM,1
29,5.164758351053894e-4,MAAM,1
30,5.716090572294801e-4,MAAM,1
31,5.241008403390742e-4,MAAM,1
32,4.4993685973077096e-4,MAAM,1
33,4.589532029620414e-4,MAAM,1
34,4.6528188705293307e-4,MAAM,1
35,4.840603960244047e-4,MAAM,1
36,6.726035513248007e-4,MAAM,1
37,5.571709466732074e-4,MAAM,1
38,4.1131471833538285e-4,MAAM,1
39,4.696687509039197e-4,MAAM,1
40,5.169126183683182e-4,MAAM,1
41,4.2509954192590407e-4,MAAM,1
42,4.001744919016375e-4,MAAM,1
43,4.5091146041423573e-4,MAAM,1
44,4.714363605587248e-4,MAAM,1
45,4.894324120048425e-4,MAAM,1
46,4.1538039103578836e-4,MAAM,1
47,5.544473914869806e-4,MAAM,1
48,3.5393094558494603e-4,MAAM,1
49,4.233579670407864e-4,MAAM,1
50,4.448135393148883e-4,MAAM,1
51,4.313651065913274e-4,MAAM,1
52,4.6522018895589284e-4,MAAM,1
53,4.36069180773287e-4,MAAM,1
54,6.836236653198749e-4,MAAM,1
55,4.456803427654101e-4,MAAM,1
56,4.8133912579590246e-4,MAAM,1
57,3.975615002666466e-4,MAAM,1
58,3.5307861315144015e-4,MAAM,1
59,5.428456882422851e-4,MAAM,1
60,5.085853030900755e-4,MAAM,1
61,4.3760058472717695e-4,MAAM,1
62,5.187904351946306e-4,MAAM,1
63,2.918085994873512e-4,MAAM,1
64,4.211002426312845e-4,MAAM,1
65,6.753466544280856e-4,MAAM,1
66,4.729752410906408e-4,MAAM,1
67,4.124652796393254e-4,MAAM,1
68,3.642749893179786e-4,MAAM,1
69,4.5781982113051654e-4,MAAM,1
70,4.234228026672535e-4,MAAM,1
71,5.119329165662242e-4,MAAM,1
72,4.7043706175284777e-4,MAAM,1
73,3.8126557351160294e-4,MAAM,1
74,4.691775439982676e-4,MAAM,1
75,5.122539871157849e-4,MAAM,1
76,4.1976598737904225e-4,MAAM,1
77,5.754213017500699e-4,MAAM,1
78,4.78017026501854e-4,MAAM,1
79,4.238321644934294e-4,MAAM,1
80,4.159347002033333e-4,MAAM,1
81,5.385715707919684e-4,MAAM,1
82,4.3659312543724207e-4,MAAM,1
83,6.538913674131194e-4,MAAM,1
84,4.7685754356334783e-4,MAAM,1
85,5.230691327604438e-4,MAAM,1
86,3.8103344211988613e-4,MAAM,1
87,3.0483632971959674e-4,MAAM,1
88,3.092945388705267e-4,MAAM,1
89,4.8015381428410264e-4,MAAM,1
90,3.5502150945413964e-4,MAAM,1
91,4.659407094284917e-4,MAAM,1
92,3.7330537491427e-4,MAAM,1
93,4.0871656300667405e-4,MAAM,1
94,4.045195202922086e-4,MAAM,1
95,4.4291010545973174e-4,MAAM,1
96,3.864263075791949e-4,MAAM,1
97,4.396511478983317e-4,MAAM,1
98,4.4794538737002846e-4,MAAM,1
99,4.493153013006665e-4,MAAM,1
100,7.641014762589138e-4,MAAM,1
101,4.281269532370494e-4,MAAM,1
102,4.897632368853488e-4,MAAM,1
103,4.524709424923315e-4,MAAM,1
104,4.654248082148709e-4,MAAM,1
105,0.00050437167377878405,MAAM,1
106,4.286068920966299e-4,MAAM,1
107,4.5231530610906893e-4,MAAM,1
108,5.633821110854193e-4,MAAM,1
109,4.316474193839173e-4,MAAM,1
110,3.965201425949433e-4,MAAM,1
111,4.202462495343242e-4,MAAM,1
112,4.6729374875261907e-4,MAAM,1
113,4.428246035890505e-4,MAAM,1
114,4.2403088828862066e-4,MAAM,1
115,4.4550109628750895e-4,MAAM,1
116,3.890998951471517e-4,MAAM,1
117,4.305941099495666e-4,MAAM,1
118,4.479366008501483e-4,MAAM,1
119,4.3730762295353826e-4,MAAM,1
120,7.096418784425497e-4,MAAM,1
121,7.292867435198336e-4,MAAM,1
122,5.657231396257777e-4,MAAM,1
123,3.984006080108945e-4,MAAM,1
124,4.1004809996760477e-4,MAAM,1
125,4.4662417654530627e-4,MAAM,1
126,4.4825947967015874e-4,MAAM,1
127,3.9168444192075395e-4,MAAM,1
128,4.416095745369804e-4,MAAM,1
129,3.913148607222892e-4,MAAM,1
130,4.480189489240363e-4,MAAM,1
131,3.9291765539958324e-4,MAAM,1
132,3.988358704929622e-4,MAAM,1
133,4.599735015750778e-4,MAAM,1
134,4.642208503090473e-4,MAAM,1
135,5.136482028429634e-4,MAAM,1
136,4.8762380182730563e-4,MAAM,1
137,5.155070482724941e-4,MAAM,1
138,6.612944916788471e-4,MAAM,1
139,5.020117490649323e-4,MAAM,1
140,4.5779178813987734e-4,MAAM,1
141,4.5107751384598923e-4,MAAM,1
142,3.9136504432769084e-4,MAAM,1
143,7.45832907232923e-4,MAAM,1
144,5.300045654374107e-4,MAAM,1
145,4.418534277604578e-4,MAAM,1
146,3.805404583314924e-4,MAAM,1
147,3.473384324331885e-4,MAAM,1
148,3.569013095223441e-4,MAAM,1
149,3.955965734732966e-4,MAAM,1
150,4.674623031705764e-4,MAAM,1
151,3.942965834015625e-4,MAAM,1
152,3.8241127197838684e-4,MAAM,1
153,5.038522851910971e-4,MAAM,1
154,4.965558803832108e-4,MAAM,1
155,5.21573813972915e-4,MAAM,1
156,5.071192748654404e-4,MAAM,1
157,6.393531577460872e-4,MAAM,1
158,3.860990920076619e-4,MAAM,1
159,5.497947899175494e-4,MAAM,1
160,4.047277128665063e-4,MAAM,1
161,4.499455133637267e-4,MAAM,1
162,7.012159145275613e-4,MAAM,1
163,4.0346676935739594e-4,MAAM,1
164,5.335872743321278e-4,MAAM,1
165,5.262443490523166e-4,MAAM,1
166,5.326092998456162e-4,MAAM,1
167,3.4531716246344405e-4,MAAM,1
168,4.043476466433433e-4,MAAM,1
169,4.3908516008492164e-4,MAAM,1
170,3.797975405631017e-4,MAAM,1
171,5.881369791825642e-4,MAAM,1
172,6.419122162617928e-4,MAAM,1
173,4.8700918708109237e-4,MAAM,1
174,5.867735968400047e-4,MAAM,1
175,6.020982841965767e-4,MAAM,1
176,7.264606246923354e-4,MAAM,1
177,7.61132089516593e-4,MAAM,1
1,6.751854373872494e-4,MAAM,2
2,5.627582017731997e-4,MAAM,2
3,5.106397026817554e-4,MAAM,2
4,3.43192686491398e-4,MAAM,2
5,5.25689923066725e-4,MAAM,2
6,4.977797062129994e-4,MAAM,2
7,6.226539318359435e-4,MAAM,2
8,4.936166308424483e-4,MAAM,2
9,5.40817463688398e-4,MAAM,2
10,5.641013090198358e-4,MAAM,2
11,4.731299123999192e-4,MAAM,2
12,5.656593214062491e-4,MAAM,2
13,3.705070783542864e-4,MAAM,2
14,4.777336304873559e-4,MAAM,2
15,5.024874200229904e-4,MAAM,2
16,6.216974584648945e-4,MAAM,2
17,4.854472819521579e-4,MAAM,2
18,5.915131231065611e-4,MAAM,2
19,5.323677205824278e-4,MAAM,2
20,5.012535822818587e-4,MAAM,2
21,5.429377583300653e-4,MAAM,2
22,4.8286125794731326e-4,MAAM,2
23,5.015839539890725e-4,MAAM,2
24,4.900237355357881e-4,MAAM,2
25,4.744776739050278e-4,MAAM,2
26,4.926488247331147e-4,MAAM,2
27,5.425263844614332e-4,MAAM,2
28,4.7561064686617836e-4,MAAM,2
29,5.163958066129657e-4,MAAM,2
30,5.731055362819458e-4,MAAM,2
31,5.260597035415082e-4,MAAM,2
32,4.4768665185366917e-4,MAAM,2
33,4.576389551221544e-4,MAAM,2
34,4.660986909975502e-4,MAAM,2
35,4.732043697093293e-4,MAAM,2
36,6.754507579019855e-4,MAAM,2
37,5.574781970324849e-4,MAAM,2
38,4.000651573362872e-4,MAAM,2
39,4.697859727574968e-4,MAAM,2
40,5.12234185294915e-4,MAAM,2
41,4.2070440397445815e-4,MAAM,2
42,3.9112975513781734e-4,MAAM,2
43,4.5120738686720935e-4,MAAM,2
44,4.6305021863698217e-4,MAAM,2
45,4.903856377348216e-4,MAAM,2
46,4.153142277215003e-4,MAAM,2
47,5.572618932983322e-4,MAAM,2
48,3.4926795477421135e-4,MAAM,2
49,4.1870251218148675e-4,MAAM,2
50,4.4288522568581407e-4,MAAM,2
51,4.299421166245129e-4,MAAM,2
52,4.633619213709672e-4,MAAM,2
53,4.2582921536301607e-4,MAAM,2
54,6.888467467083594e-4,MAAM,2
55,4.455591214633462e-4,MAAM,2
56,4.6975923999813165e-4,MAAM,2
57,3.753125542023539e-4,MAAM,2
58,3.4777174414929245e-4,MAAM,2
59,5.424162046537994e-4,MAAM,2
60,5.090576840519557e-4,MAAM,2
61,4.3705696718639685e-4,MAAM,2
62,5.095326128498314e-4,MAAM,2
63,2.923416184469404e-4,MAAM,2
64,4.1512882195420263e-4,MAAM,2
65,6.775035325068873e-4,MAAM,2
66,4.722895968147525e-4,MAAM,2
67,4.086078845819237e-4,MAAM,2
68,3.556470413628609e-4,MAAM,2
69,4.3362031322505463e-4,MAAM,2
70,4.2213503159217367e-4,MAAM,2
71,5.118973209066479e-4,MAAM,2
72,4.533196533087514e-4,MAAM,2
73,3.6745364783580703e-4,MAAM,2
74,4.605909680222343e-4,MAAM,2
75,5.092933548628239e-4,MAAM,2
76,4.187229218808789e-4,MAAM,2
77,5.271133257954926e-4,MAAM,2
78,4.793179888470898e-4,MAAM,2
79,4.233057318408619e-4,MAAM,2
80,4.120202939733103e-4,MAAM,2
81,5.399018206461041e-4,MAAM,2
82,3.6892515091991164e-4,MAAM,2
83,6.431907368442501e-4,MAAM,2
84,4.77383626257315e-4,MAAM,2
85,5.195281521462559e-4,MAAM,2
86,3.7612032386723275e-4,MAAM,2
87,3.0228813546151945e-4,MAAM,2
88,3.006275830296861e-4,MAAM,2
89,4.604399831403455e-4,MAAM,2
90,3.341152764101411e-4,MAAM,2
91,4.4129706392162776e-4,MAAM,2
92,3.658954544281681e-4,MAAM,2
93,3.7626172276527663e-4,MAAM,2
94,4.022872388750362e-4,MAAM,2
95,4.4423205673364965e-4,MAAM,2
96,3.863430513674526e-4,MAAM,2
97,4.375428598106922e-4,MAAM,2
98,3.9413146868267566e-4,MAAM,2
99,4.59792682630833e-4,MAAM,2
100,7.577126376746604e-4,MAAM,2
101,4.2650417309206745e-4,MAAM,2
102,4.895430377043093e-4,MAAM,2
103,4.5123996122890087e-4,MAAM,2
104,4.4904502648773e-4,MAAM,2
105,5.0014053366781e-4,MAAM,2
106,4.2988330414363507e-4,MAAM,2
107,4.53079834591824e-4,MAAM,2
108,5.52969843224662e-4,MAAM,2
109,4.303181675228265e-4,MAAM,2
110,3.9689632480925365e-4,MAAM,2
111,4.146575882586202e-4,MAAM,2
112,4.629071622359882e-4,MAAM,2
113,4.3647668805722826e-4,MAAM,2
114,4.1464557637372414e-4,MAAM,2
115,4.4812992226297445e-4,MAAM,2
116,3.894852157230837e-4,MAAM,2
117,4.2946583219892964e-4,MAAM,2
118,4.449027183966788e-4,MAAM,2
119,4.3544257982815914e-4,MAAM,2
120,7.202828957294455e-4,MAAM,2
121,7.328297635264773e-4,MAAM,2
122,5.652996301247537e-4,MAAM,2
123,3.9896030863525344e-4,MAAM,2
124,4.0940269185097203e-4,MAAM,2
125,4.4686190401047797e-4,MAAM,2
126,4.366567219802611e-4,MAAM,2
127,3.9248942732392406e-4,MAAM,2
128,4.422495470931891e-4,MAAM,2
129,3.911243183686564e-4,MAAM,2
130,4.4703123355037e-4,MAAM,2
131,3.902884441795902e-4,MAAM,2
132,4.0033457497476297e-4,MAAM,2
133,4.582284497448381e-4,MAAM,2
134,4.643732921294596e-4,MAAM,2
135,5.15812829693209e-4,MAAM,2
136,0.00048497952126167393,MAAM,2
137,5.113319686838815e-4,MAAM,2
138,6.633420940299024e-4,MAAM,2
139,5.037587034674629e-4,MAAM,2
140,4.5671395510757894e-4,MAAM,2
141,4.5106302386073633e-4,MAAM,2
142,3.936299153168856e-4,MAAM,2
143,7.283909567359233e-4,MAAM,2
144,5.288994394554325e-4,MAAM,2
145,4.4226144080367275e-4,MAAM,2
146,3.831075488577947e-4,MAAM,2
147,3.275528584569357e-4,MAAM,2
148,3.456742098061448e-4,MAAM,2
149,3.960917527044122e-4,MAAM,2
150,4.6872448495522616e-4,MAAM,2
151,3.9609102382753917e-4,MAAM,2
152,3.822723087349973e-4,MAAM,2
153,5.047263476817347e-4,MAAM,2
154,4.966467994565035e-4,MAAM,2
155,5.242751112918572e-4,MAAM,2
156,5.101320876947248e-4,MAAM,2
157,6.41433192867899e-4,MAAM,2
158,3.878373760232646e-4,MAAM,2
159,5.529366330885009e-4,MAAM,2
160,4.0518574232967686e-4,MAAM,2
161,4.496108881724015e-4,MAAM,2
162,7.026327041242589e-4,MAAM,2
163,4.045924991506767e-4,MAAM,2
164,5.331628949106916e-4,MAAM,2
165,5.253581403403915e-4,MAAM,2
166,5.34110268145088e-4,MAAM,2
167,3.418583033385421e-4,MAAM,2
168,3.9969424219880753e-4,MAAM,2
169,4.3787076795500306e-4,MAAM,2
170,3.7799774228396957e-4,MAAM,2
171,5.88407178761665e-4,MAAM,2
172,6.456745910019275e-4,MAAM,2
173,4.8736538301156985e-4,MAAM,2
174,5.931408591899416e-4,MAAM,2
175,6.070874241397691e-4,MAAM,2
176,7.310068362690975e-4,MAAM,2
177,7.705424565797355e-4,MAAM,2
1,8.761995446198714e-4,PLCI,0
2,7.075107933837197e-4,PLCI,0
3,7.303960550946534e-4,PLCI,0
4,3.674820178099533e-4,PLCI,0
5,6.041520768148878e-4,PLCI,0
6,6.429300573826691e-4,PLCI,0
7,8.185303619351295e-4,PLCI,0
8,6.521993347045973e-4,PLCI,0
9,7.638601793867701e-4,PLCI,0
10,7.811107185170709e-4,PLCI,0
11,5.782325899568065e-4,PLCI,0
12,7.302918724180907e-4,PLCI,0
13,3.983192934144685e-4,PLCI,0
14,6.041571461681878e-4,PLCI,0
15,6.446007525375919e-4,PLCI,0
16,8.124243948312071e-4,PLCI,0
17,6.199588042886818e-4,PLCI,0
18,7.813096656627226e-4,PLCI,0
19,7.133688137921752e-4,PLCI,0
20,6.151576560344552e-4,PLCI,0
21,6.929770293762e-4,PLCI,0
22,5.871150391386646e-4,PLCI,0
23,6.46224805709186e-4,PLCI,0
24,6.324755235751153e-4,PLCI,0
25,6.254637518736491e-4,PLCI,0
26,6.559688616864245e-4,PLCI,0
27,6.458107779863564e-4,PLCI,0
28,5.631442029382651e-4,PLCI,0
29,6.809012649362722e-4,PLCI,0
30,7.982193207569417e-4,PLCI,0
31,6.874387640997204e-4,PLCI,0
32,5.269620599845421e-4,PLCI,0
33,5.815892367453653e-4,PLCI,0
34,5.933929051728133e-4,PLCI,0
35,5.937747512857934e-4,PLCI,0
36,9.505560943210217e-4,PLCI,0
37,8.325612159027343e-4,PLCI,0
38,4.632945416377092e-4,PLCI,0
39,6.162525517965497e-4,PLCI,0
40,6.156991075684321e-4,PLCI,0
41,4.7824384413295537e-4,PLCI,0
42,4.157985977035854e-4,PLCI,0
43,5.459373433452537e-4,PLCI,0
44,6.9310964901102e-4,PLCI,0
45,6.866542701303984e-4,PLCI,0
46,4.3749397570325274e-4,PLCI,0
47,9.568687946795129e-4,PLCI,0
48,4.0066419027171853e-4,PLCI,0
49,5.589873647556879e-4,PLCI,0
50,5.469887742521051e-4,PLCI,0
51,5.247077046449773e-4,PLCI,0
52,6.195670658468401e-4,PLCI,0
53,6.101676486649038e-4,PLCI,0
54,9.352095162407919e-4,PLCI,0
55,5.387369655197122e-4,PLCI,0
56,6.579765286568684e-4,PLCI,0
57,4.323686894170733e-4,PLCI,0
58,3.737235307429987e-4,PLCI,0
59,8.740725823470972e-4,PLCI,0
60,7.413652580903142e-4,PLCI,0
61,5.511119594191225e-4,PLCI,0
62,7.216903185963153e-4,PLCI,0
63,2.2734535369458005e-4,PLCI,0
64,5.687988553976925e-4,PLCI,0
65,0.0010032973589946788,PLCI,0
66,6.588163366278578e-4,PLCI,0
67,4.87240016008247e-4,PLCI,0
68,4.0517453401533955e-4,PLCI,0
69,5.549190168621905e-4,PLCI,0
70,5.194600731260211e-4,PLCI,0
71,7.382248752463877e-4,PLCI,0
72,6.504504219967347e-4,PLCI,0
73,4.491614500279113e-4,PLCI,0
74,6.284123024629495e-4,PLCI,0
75,8.165692664291611e-4,PLCI,0
76,5.209571992867412e-4,PLCI,0
77,8.27464586440593e-4,PLCI,0
78,5.995090428608284e-4,PLCI,0
79,5.307380275370217e-4,PLCI,0
80,5.599610900588385e-4,PLCI,0
81,5.847182205160048e-4,PLCI,0
82,4.897471104327729e-4,PLCI,0
83,0.001003911612097343,PLCI,0
84,6.459807230785551e-4,PLCI,0
85,6.404926966808317e-4,PLCI,0
86,4.552386472368982e-4,PLCI,0
87,2.9180542982522605e-4,PLCI,0
88,3.5475289204053715e-4,PLCI,0
89,5.945386495329603e-4,PLCI,0
90,4.298257617968907e-4,PLCI,0
91,4.807903268996955e-4,PLCI,0
92,3.487775658145288e-4,PLCI,0
93,3.539621570647378e-4,PLCI,0
94,4.4257211279761816e-4,PLCI,0
95,5.926808434589565e-4,PLCI,0
96,5.159012928176529e-4,PLCI,0
97,6.067536619577433e-4,PLCI,0
98,4.519505620833469e-4,PLCI,0
99,5.018485801079471e-4,PLCI,0
100,8.691272811269524e-4,PLCI,0
101,5.563760651103052e-4,PLCI,0
102,7.257231144969984e-4,PLCI,0
103,4.6471856984434557e-4,PLCI,0
104,6.249300523854987e-4,PLCI,0
105,6.391598006147278e-4,PLCI,0
106,4.503658295152336e-4,PLCI,0
107,5.31283260803943e-4,PLCI,0
108,8.629954642408865e-4,PLCI,0
109,4.5677108547693604e-4,PLCI,0
110,4.7737224209298877e-4,PLCI,0
111,4.2683895356669974e-4,PLCI,0
112,6.992562257968724e-4,PLCI,0
113,5.169848475900842e-4,PLCI,0
114,6.269993267545948e-4,PLCI,0
115,5.589858334592054e-4,PLCI,0
116,4.990056218518454e-4,PLCI,0
117,5.058342252589437e-4,PLCI,0
118,5.022751377965196e-4,PLCI,0
119,5.7620004238356e-4,PLCI,0
120,0.0011087341291040427,PLCI,0
121,9.6607102995936e-4,PLCI,0
122,8.363703093219899e-4,PLCI,0
123,5.241418850963653e-4,PLCI,0
124,4.796869512176132e-4,PLCI,0
125,6.162138976746647e-4,PLCI,0
126,5.362558412657195e-4,PLCI,0
127,5.159695177743531e-4,PLCI,0
128,4.8207982056874555e-4,PLCI,0
129,5.15833212321008e-4,PLCI,0
130,5.409217249188659e-4,PLCI,0
131,4.903587776277737e-4,PLCI,0
132,5.475485607917965e-4,PLCI,0
133,5.742584362023288e-4,PLCI,0
134,5.540914179864471e-4,PLCI,0
135,8.111613191145024e-4,PLCI,0
136,7.099469099543571e-4,PLCI,0
137,7.860303202571426e-4,PLCI,0
138,0.0010417869351480673,PLCI,0
139,7.451866209868155e-4,PLCI,0
140,5.547404090956319e-4,PLCI,0
141,5.858675005489636e-4,PLCI,0
142,5.051596336170077e-4,PLCI,0
143,9.327190292228531e-4,PLCI,0
144,8.006781006105071e-4,PLCI,0
145,5.974444783050227e-4,PLCI,0
146,5.192329981426752e-4,PLCI,0
147,3.812529376173629e-4,PLCI,0
148,3.3966514249232855e-4,PLCI,0
149,5.018436363184291e-4,PLCI,0
150,5.11127706186158e-4,PLCI,0
151,5.117553053906976e-4,PLCI,0
152,4.223379455999673e-4,PLCI,0
153,7.852159875627998e-4,PLCI,0
154,7.755448330640685e-4,PLCI,0
155,6.877833194679559e-4,PLCI,0
156,6.92031258530187e-4,PLCI,0
157,0.0011822702688591904,PLCI,0
158,5.010795009987076e-4,PLCI,0
159,8.61858494962735e-4,PLCI,0
160,5.549730812683573e-4,PLCI,0
161,6.864711756263762e-4,PLCI,0
162,0.0010051193699783284,PLCI,0
163,5.05670545958359e-4,PLCI,0
164,7.479647795392087e-4,PLCI,0
165,9.331751433110396e-4,PLCI,0
166,0.0010129356033743806,PLCI,0
167,3.1057237005192525e-4,PLCI,0
168,4.907561069617526e-4,PLCI,0
169,5.437909953238395e-4,PLCI,0
170,5.085527693633489e-4,PLCI,0
171,0.0011727910444756782,PLCI,0
172,0.0012224160983128288,PLCI,0
173,9.108244025314825e-4,PLCI,0
174,6.935441406962381e-4,PLCI,0
175,9.773884724429336e-4,PLCI,0
176,0.001114431399057857,PLCI,0
177,9.834729589864157e-4,PLCI,0
1,8.789662637709518e-4,PLCI,1
2,7.01671266925815e-4,PLCI,1
3,6.931752067107452e-4,PLCI,1
4,3.7810197771406866e-4,PLCI,1
5,6.07474338405933e-4,PLCI,1
6,6.381552659110991e-4,PLCI,1
7,8.124725971207873e-4,PLCI,1
8,6.506693843524541e-4,PLCI,1
9,7.62801483186975e-4,PLCI,1
10,7.836812281534532e-4,PLCI,1
11,5.773819329762041e-4,PLCI,1
12,7.316967589479535e-4,PLCI,1
13,3.8488745375214273e-4,PLCI,1
14,6.03181627413437e-4,PLCI,1
15,6.43190711445975e-4,PLCI,1
16,8.119425193895138e-4,PLCI,1
17,6.197796073826223e-4,PLCI,1
18,7.7906365335943e-4,PLCI,1
19,7.129377861550297e-4,PLCI,1
20,6.173936247415752e-4,PLCI,1
21,6.932266119788305e-4,PLCI,1
22,5.900414450050525e-4,PLCI,1
23,6.442803138959854e-4,PLCI,1
24,6.35629923703979e-4,PLCI,1
25,6.291346214081913e-4,PLCI,1
26,6.593666806357973e-4,PLCI,1
27,6.496307175868739e-4,PLCI,1
28,5.524770359682901e-4,PLCI,1
29,6.863838692972862e-4,PLCI,1
30,7.992257726811131e-4,PLCI,1
31,6.884118254594389e-4,PLCI,1
32,5.256389879779505e-4,PLCI,1
33,5.767816189345348e-4,PLCI,1
34,5.92117629230587e-4,PLCI,1
35,5.822669763857209e-4,PLCI,1
36,9.432919913931139e-4,PLCI,1
37,8.187985108022061e-4,PLCI,1
38,4.4508998985292453e-4,PLCI,1
39,6.129305946608253e-4,PLCI,1
40,6.103192040034681e-4,PLCI,1
41,4.7928059018382657e-4,PLCI,1
42,4.1290866064732626e-4,PLCI,1
43,5.472600246052112e-4,PLCI,1
44,6.584155373348796e-4,PLCI,1
45,6.883271633292594e-4,PLCI,1
46,4.438540741239129e-4,PLCI,1
47,9.509739240893309e-4,PLCI,1
48,3.802054106008326e-4,PLCI,1
49,5.24362801293532e-4,PLCI,1
50,5.4523460032652e-4,PLCI,1
51,5.19717491663859e-4,PLCI,1
52,6.146862212305865e-4,PLCI,1
53,5.848990848001888e-4,PLCI,1
54,9.011544426442363e-4,PLCI,1
55,5.400689820913609e-4,PLCI,1
56,6.486411677456028e-4,PLCI,1
57,4.167140895153972e-4,PLCI,1
58,3.2917198616248854e-4,PLCI,1
59,8.626528481968112e-4,PLCI,1
60,7.379360670093168e-4,PLCI,1
61,5.440411042283321e-4,PLCI,1
62,7.177954152131974e-4,PLCI,1
63,2.2994088828200406e-4,PLCI,1
64,5.536430408821984e-4,PLCI,1
65,9.89539117051861e-4,PLCI,1
66,6.568644571686619e-4,PLCI,1
67,4.8397465278326773e-4,PLCI,1
68,3.9302119351019595e-4,PLCI,1
69,5.440516189569232e-4,PLCI,1
70,5.178342887136864e-4,PLCI,1
71,7.331742334368747e-4,PLCI,1
72,6.381593108842821e-4,PLCI,1
73,4.247428539830382e-4,PLCI,1
74,6.124309781369008e-4,PLCI,1
75,8.029376980734632e-4,PLCI,1
76,5.1251759964485e-4,PLCI,1
77,8.139333802200044e-4,PLCI,1
78,6.008796759047481e-4,PLCI,1
79,5.307589838727577e-4,PLCI,1
80,5.429642180040099e-4,PLCI,1
81,5.884693256618142e-4,PLCI,1
82,4.856047297016413e-4,PLCI,1
83,9.84156535500988e-4,PLCI,1
84,6.456997313532897e-4,PLCI,1
85,6.233083547523741e-4,PLCI,1
86,4.4618002441250003e-4,PLCI,1
87,2.506549753142692e-4,PLCI,1
88,2.953359080092803e-4,PLCI,1
89,5.784167246009064e-4,PLCI,1
90,3.992922397600288e-4,PLCI,1
91,4.4379474248919747e-4,PLCI,1
92,3.3461813865324526e-4,PLCI,1
93,3.6135041623521164e-4,PLCI,1
94,4.395828970252019e-4,PLCI,1
95,5.898211316421009e-4,PLCI,1
96,5.136990678781974e-4,PLCI,1
97,6.017565307405749e-4,PLCI,1
98,4.517023636499932e-4,PLCI,1
99,5.079498205844793e-4,PLCI,1
100,8.362809474680136e-4,PLCI,1
101,5.525847409708811e-4,PLCI,1
102,7.238180025662249e-4,PLCI,1
103,4.5810035495217314e-4,PLCI,1
104,6.12724259170928e-4,PLCI,1
105,6.292507168475875e-4,PLCI,1
106,4.5309337413247886e-4,PLCI,1
107,5.27802046241755e-4,PLCI,1
108,8.356075100868194e-4,PLCI,1
109,4.539325835921338e-4,PLCI,1
110,4.7789527690760675e-4,PLCI,1
111,4.1906290013995676e-4,PLCI,1
112,6.914135750382879e-4,PLCI,1
113,5.085389222700633e-4,PLCI,1
114,5.488351866585362e-4,PLCI,1
115,5.631070661811213e-4,PLCI,1
116,4.966871356326419e-4,PLCI,1
117,5.009547180620143e-4,PLCI,1
118,5.006738711949102e-4,PLCI,1
119,5.651490431400584e-4,PLCI,1
120,0.0010972124323561539,PLCI,1
121,9.518219829880374e-4,PLCI,1
122,8.14240516962574e-4,PLCI,1
123,5.147047652226444e-4,PLCI,1
124,4.706238883738079e-4,PLCI,1
125,6.079091921249231e-4,PLCI,1
126,5.124593155415268e-4,PLCI,1
127,5.140409470526051e-4,PLCI,1
128,4.7287949639735995e-4,PLCI,1
129,5.142252075771907e-4,PLCI,1
130,5.309193995662766e-4,PLCI,1
131,4.905522895365759e-4,PLCI,1
132,5.480743600962347e-4,PLCI,1
133,5.694851355113857e-4,PLCI,1
134,5.521319075683005e-4,PLCI,1
135,7.763828817875799e-4,PLCI,1
136,6.952515672493985e-4,PLCI,1
137,7.548532564181335e-4,PLCI,1
138,0.00102703898345787,PLCI,1
139,7.377148344905483e-4,PLCI,1
140,5.519972110465246e-4,PLCI,1
141,5.836136954748487e-4,PLCI,1
142,5.077969281802345e-4,PLCI,1
143,9.352722348450463e-4,PLCI,1
144,7.873068767958516e-4,PLCI,1
145,5.912176241908188e-4,PLCI,1
146,5.211600030438808e-4,PLCI,1
147,3.646962756789895e-4,PLCI,1
148,3.400894687443695e-4,PLCI,1
149,5.03462862824147e-4,PLCI,1
