species,ts,n,bins
PLCI,0,3874,13.919744755712044
PLCI,0,3850,13.939592245485871
PLCI,0,3902,13.959439735259698
PLCI,0,3960,13.979287225033525
PLCI,0,4035,13.999134714807353
PLCI,0,3780,14.018982204581178
PLCI,0,3658,14.038829694355005
PLCI,0,3378,14.058677184128832
PLCI,0,3255,14.07852467390266
PLCI,0,3264,14.098372163676487
PLCI,0,3185,14.118219653450312
PLCI,0,3130,14.13806714322414
PLCI,0,2798,14.157914632997967
PLCI,0,2608,14.177762122771794
PLCI,0,2646,14.197609612545621
PLCI,0,2434,14.217457102319447
PLCI,0,2458,14.237304592093274
PLCI,0,2424,14.257152081867101
PLCI,0,2230,14.276999571640928
PLCI,0,2127,14.296847061414756
PLCI,0,2139,14.316694551188581
PLCI,0,2027,14.336542040962408
PLCI,0,1999,14.356389530736235
PLCI,0,1942,14.376237020510063
PLCI,0,1780,14.39608451028389
PLCI,0,1895,14.415932000057715
PLCI,0,1747,14.435779489831543
PLCI,0,1578,14.45562697960537
PLCI,0,1615,14.475474469379197
PLCI,0,1544,14.495321959153024
PLCI,0,1498,14.515169448926851
PLCI,0,1433,14.535016938700677
PLCI,0,1330,14.554864428474504
PLCI,0,1345,14.574711918248331
PLCI,0,1267,14.594559408022159
PLCI,0,1216,14.614406897795986
PLCI,0,1180,14.634254387569811
PLCI,0,1126,14.654101877343638
PLCI,0,1133,14.673949367117466
PLCI,0,1097,14.693796856891293
PLCI,0,1051,14.71364434666512
PLCI,0,1020,14.733491836438946
PLCI,0,935,14.753339326212773
PLCI,0,888,14.7731868159866
PLCI,0,933,14.793034305760427
PLCI,0,902,14.812881795534254
PLCI,0,858,14.83272928530808
PLCI,0,822,14.852576775081907
PLCI,0,804,14.872424264855734
PLCI,0,747,14.892271754629562
PLCI,0,733,14.912119244403389
PLCI,0,728,14.931966734177216
PLCI,0,727,14.951814223951041
PLCI,0,665,14.971661713724869
PLCI,0,656,14.991509203498696
PLCI,0,586,15.011356693272523
PLCI,0,594,15.03120418304635
PLCI,0,517,15.051051672820176
PLCI,0,548,15.070899162594003
PLCI,0,515,15.09074665236783
PLCI,0,500,15.110594142141657
PLCI,0,447,15.130441631915485
PLCI,0,459,15.15028912168931
PLCI,0,427,15.170136611463137
PLCI,0,460,15.189984101236965
PLCI,0,422,15.209831591010792
PLCI,0,417,15.229679080784619
PLCI,0,412,15.249526570558444
PLCI,0,377,15.269374060332272
PLCI,0,395,15.289221550106099
PLCI,0,350,15.309069039879926
PLCI,0,311,15.328916529653753
PLCI,0,317,15.348764019427579
PLCI,0,303,15.368611509201406
PLCI,0,297,15.388458998975233
PLCI,0,298,15.40830648874906
PLCI,0,271,15.428153978522888
PLCI,0,267,15.448001468296715
PLCI,0,232,15.46784895807054
PLCI,0,274,15.487696447844367
PLCI,0,265,15.507543937618195
PLCI,0,209,15.527391427392022
PLCI,0,184,15.54723891716585
PLCI,0,185,15.567086406939675
PLCI,0,206,15.586933896713502
PLCI,0,206,15.606781386487329
PLCI,0,159,15.626628876261156
PLCI,0,169,15.646476366034983
PLCI,0,179,15.666323855808809
PLCI,0,174,15.686171345582636
PLCI,0,167,15.706018835356463
PLCI,0,159,15.72586632513029
PLCI,0,166,15.745713814904118
PLCI,0,154,15.765561304677943
PLCI,0,136,15.78540879445177
PLCI,0,128,15.805256284225598
PLCI,0,138,15.825103773999425
PLCI,0,145,15.844951263773252
PLCI,0,111,15.86479875354708
PLCI,0,118,15.884646243320905
PLCI,0,115,15.904493733094732
PLCI,0,108,15.92434122286856
PLCI,0,119,15.944188712642386
PLCI,0,116,15.964036202416214
PLCI,0,112,15.98388369219004
PLCI,0,90,16.003731181963865
PLCI,0,100,16.023578671737695
PLCI,0,97,16.04342616151152
PLCI,0,91,16.06327365128535
PLCI,0,90,16.083121141059173
PLCI,0,84,16.102968630833
PLCI,0,73,16.122816120606828
PLCI,0,63,16.142663610380655
PLCI,0,62,16.162511100154482
PLCI,0,79,16.182358589928306
PLCI,0,66,16.202206079702137
PLCI,0,76,16.22205356947596
PLCI,0,70,16.24190105924979
PLCI,0,50,16.261748549023615
PLCI,0,51,16.281596038797442
PLCI,0,60,16.30144352857127
PLCI,0,52,16.321291018345097
PLCI,0,42,16.341138508118924
PLCI,0,58,16.36098599789275
PLCI,0,50,16.380833487666578
PLCI,0,57,16.400680977440405
PLCI,0,33,16.420528467214233
PLCI,0,46,16.440375956988056
PLCI,0,29,16.460223446761884
PLCI,0,44,16.48007093653571
PLCI,0,45,16.499918426309538
PLCI,0,38,16.519765916083365
PLCI,0,33,16.539613405857192
PLCI,0,44,16.55946089563102
PLCI,0,47,16.579308385404847
PLCI,0,32,16.599155875178674
PLCI,0,24,16.6190033649525
PLCI,0,34,16.63885085472633
PLCI,0,31,16.658698344500152
PLCI,0,26,16.67854583427398
PLCI,0,35,16.698393324047807
PLCI,0,23,16.718240813821634
PLCI,0,36,16.73808830359546
PLCI,0,26,16.75793579336929
PLCI,0,22,16.777783283143116
PLCI,0,28,16.797630772916943
PLCI,0,26,16.81747826269077
PLCI,0,22,16.837325752464597
PLCI,0,26,16.85717324223842
PLCI,0,27,16.877020732012248
PLCI,0,22,16.896868221786075
PLCI,0,18,16.916715711559903
PLCI,0,16,16.93656320133373
PLCI,0,18,16.956410691107557
PLCI,0,19,16.976258180881384
PLCI,0,16,16.99610567065521
PLCI,0,15,17.01595316042904
PLCI,0,14,17.035800650202866
PLCI,0,17,17.055648139976693
PLCI,0,25,17.075495629750517
PLCI,0,8,17.095343119524344
PLCI,0,12,17.11519060929817
PLCI,0,16,17.135038099072
PLCI,0,16,17.154885588845826
PLCI,0,20,17.174733078619653
PLCI,0,15,17.19458056839348
PLCI,0,12,17.214428058167307
PLCI,0,15,17.234275547941134
PLCI,0,17,17.25412303771496
PLCI,0,10,17.273970527488785
PLCI,0,15,17.293818017262613
PLCI,0,6,17.31366550703644
PLCI,0,10,17.333512996810267
PLCI,0,12,17.353360486584094
PLCI,0,13,17.37320797635792
PLCI,0,10,17.39305546613175
PLCI,0,5,17.412902955905576
PLCI,0,10,17.432750445679403
PLCI,0,17,17.45259793545323
PLCI,0,10,17.472445425227058
PLCI,0,9,17.49229291500088
PLCI,0,9,17.51214040477471
PLCI,0,9,17.531987894548536
PLCI,0,3,17.551835384322363
PLCI,0,5,17.57168287409619
PLCI,0,6,17.591530363870017
PLCI,0,9,17.611377853643845
PLCI,0,7,17.631225343417672
PLCI,0,5,17.6510728331915
PLCI,0,4,17.670920322965326
PLCI,0,3,17.69076781273915
PLCI,0,4,17.710615302512977
PLCI,0,5,17.730462792286804
PLCI,0,2,17.75031028206063
PLCI,0,3,17.77015777183446
PLCI,0,0,17.790005261608286
PLCI,0,6,17.809852751382113
PLCI,0,2,17.82970024115594
PLCI,0,3,17.849547730929768
PLCI,0,1,17.869395220703595
PLCI,0,1,17.88924271047742
PLCI,0,2,17.909090200251246
PLCI,0,2,17.928937690025073
PLCI,0,4,17.9487851797989
PLCI,0,4,17.968632669572727
PLCI,0,2,17.988480159346555
PLCI,0,4,18.008327649120382
PLCI,0,3,18.02817513889421
PLCI,0,4,18.048022628668036
PLCI,0,0,18.067870118441864
PLCI,0,4,18.08771760821569
PLCI,0,3,18.107565097989514
PLCI,0,1,18.12741258776334
PLCI,0,7,18.14726007753717
PLCI,0,1,18.167107567310996
PLCI,0,1,18.186955057084823
PLCI,0,2,18.20680254685865
PLCI,0,2,18.226650036632478
PLCI,0,1,18.246497526406305
PLCI,0,0,18.266345016180132
PLCI,0,2,18.28619250595396
PLCI,0,5,18.306039995727783
PLCI,0,1,18.32588748550161
PLCI,0,5,18.345734975275438
PLCI,0,1,18.365582465049265
PLCI,0,1,18.385429954823092
PLCI,0,1,18.40527744459692
PLCI,0,1,18.425124934370746
PLCI,0,0,18.444972424144574
PLCI,0,2,18.4648199139184
PLCI,0,0,18.484667403692228
PLCI,0,0,18.504514893466055
PLCI,0,2,18.52436238323988
PLCI,0,0,18.544209873013706
PLCI,0,1,18.564057362787533
PLCI,0,1,18.58390485256136
PLCI,0,2,18.603752342335188
PLCI,0,1,18.623599832109015
PLCI,0,3,18.643447321882842
PLCI,0,2,18.66329481165667
PLCI,0,1,18.683142301430497
PLCI,0,1,18.702989791204324
PLCI,0,0,18.722837280978148
PLCI,0,0,18.742684770751975
PLCI,0,1,18.762532260525802
PLCI,0,2,18.78237975029963
PLCI,0,1,18.802227240073456
PLCI,0,1,18.822074729847284
PLCI,0,0,18.84192221962111
PLCI,0,2,18.861769709394938
PLCI,0,0,18.881617199168765
PLCI,0,0,18.901464688942593
PLCI,0,0,18.92131217871642
PLCI,0,1,18.941159668490243
PLCI,0,3,18.96100715826407
PLCI,0,0,18.980854648037898
PLCI,0,0,19.000702137811725
PLCI,0,0,19.020549627585552
PLCI,0,0,19.04039711735938
PLCI,0,0,19.060244607133207
PLCI,0,0,19.080092096907034
PLCI,0,0,19.09993958668086
PLCI,0,0,19.11978707645469
PLCI,0,0,19.139634566228512
PLCI,0,0,19.15948205600234
PLCI,0,0,19.179329545776167
PLCI,0,0,19.199177035549994
PLCI,0,0,19.21902452532382
PLCI,0,0,19.238872015097648
PLCI,0,2,19.258719504871475
PLCI,0,1,19.278566994645303
PLCI,0,0,19.29841448441913
PLCI,0,0,19.318261974192957
PLCI,0,0,19.338109463966784
PLCI,0,0,19.357956953740608
PLCI,0,0,19.377804443514435
PLCI,0,0,19.397651933288262
PLCI,0,0,19.41749942306209
PLCI,0,0,19.437346912835917
PLCI,0,0,19.457194402609744
PLCI,0,0,19.47704189238357
PLCI,0,1,19.4968893821574
PLCI,0,0,19.516736871931226
PLCI,0,0,19.536584361705053
PLCI,0,0,19.556431851478877
PLCI,0,0,19.576279341252704
PLCI,0,0,19.59612683102653
PLCI,0,0,19.61597432080036
PLCI,0,0,19.635821810574186
PLCI,0,0,19.655669300348013
PLCI,0,0,19.67551679012184
PLCI,0,0,19.695364279895667
PLCI,0,0,19.715211769669494
PLCI,0,0,19.73505925944332
PLCI,0,0,19.754906749217145
PLCI,0,0,19.774754238990973
PLCI,0,0,19.7946017287648
PLCI,0,0,19.814449218538627
PLCI,0,0,19.834296708312454
PLCI,0,0,19.85414419808628
PLCI,0,0,19.87399168786011
PLCI,0,0,19.893839177633936
PLCI,0,0,19.913686667407763
PLCI,0,0,19.93353415718159
PLCI,0,0,19.953381646955417
PLCI,0,0,19.97322913672924
PLCI,0,0,19.99307662650307
PLCI,0,0,20.012924116276896
PLCI,0,0,20.032771606050723
PLCI,0,0,20.05261909582455
PLCI,0,0,20.072466585598377
PLCI,0,0,20.092314075372204
PLCI,0,0,20.11216156514603
PLCI,0,0,20.13200905491986
PLCI,0,0,20.151856544693686
PLCI,0,0,20.17170403446751
PLCI,0,2,20.191551524241337
PLCI,2,1,0.44810623223500556
PLCI,2,0,0.46768057382282363
PLCI,2,0,0.4872549154106417
PLCI,2,0,0.5068292569984598
PLCI,2,2,0.5264035985862778
PLCI,2,0,0.545977940174096
PLCI,2,1,0.5655522817619141
PLCI,2,0,0.5851266233497321
PLCI,2,1,0.6047009649375502
PLCI,2,0,0.6242753065253683
PLCI,2,1,0.6438496481131863
PLCI,2,1,0.6634239897010045
PLCI,2,0,0.6829983312888226
PLCI,2,0,0.7025726728766406
PLCI,2,1,0.7221470144644587
PLCI,2,0,0.7417213560522768
PLCI,2,1,0.7612956976400949
PLCI,2,1,0.7808700392279129
PLCI,2,0,0.800444380815731
PLCI,2,0,0.8200187224035491
PLCI,2,0,0.8395930639913671
PLCI,2,1,0.8591674055791853
PLCI,2,0,0.8787417471670034
PLCI,2,1,0.8983160887548214
PLCI,2,0,0.9178904303426395
PLCI,2,0,0.9374647719304576
PLCI,2,0,0.9570391135182756
PLCI,2,1,0.9766134551060938
PLCI,2,0,0.9961877966939119
PLCI,2,3,1.01576213828173
PLCI,2,1,1.0353364798695481
PLCI,2,1,1.0549108214573661
PLCI,2,3,1.0744851630451842
PLCI,2,1,1.0940595046330022
PLCI,2,1,1.1136338462208202
PLCI,2,1,1.1332081878086384
PLCI,2,5,1.1527825293964564
PLCI,2,2,1.1723568709842747
PLCI,2,3,1.1919312125720927
PLCI,2,2,1.2115055541599107
PLCI,2,3,1.2310798957477287
PLCI,2,2,1.250654237335547
PLCI,2,0,1.270228578923365
PLCI,2,0,1.2898029205111832
PLCI,2,2,1.3093772620990012
PLCI,2,1,1.3289516036868192
PLCI,2,0,1.3485259452746372
PLCI,2,1,1.3681002868624552
PLCI,2,3,1.3876746284502735
PLCI,2,2,1.4072489700380917
PLCI,2,3,1.4268233116259097
PLCI,2,2,1.4463976532137277
PLCI,2,3,1.4659719948015457
PLCI,2,3,1.485546336389364
PLCI,2,3,1.505120677977182
PLCI,2,6,1.524695019565
PLCI,2,4,1.5442693611528182
PLCI,2,1,1.5638437027406362
PLCI,2,10,1.5834180443284542
PLCI,2,3,1.6029923859162722
PLCI,2,6,1.6225667275040905
PLCI,2,4,1.6421410690919085
PLCI,2,0,1.6617154106797265
PLCI,2,7,1.6812897522675447
PLCI,2,5,1.7008640938553627
PLCI,2,2,1.7204384354431808
PLCI,2,4,1.740012777030999
PLCI,2,2,1.759587118618817
PLCI,2,5,1.779161460206635
PLCI,2,3,1.7987358017944532
PLCI,2,7,1.8183101433822713
PLCI,2,7,1.8378844849700893
PLCI,2,2,1.8574588265579073
PLCI,2,5,1.8770331681457255
PLCI,2,7,1.8966075097335435
PLCI,2,1,1.9161818513213615
PLCI,2,1,1.9357561929091798
PLCI,2,5,1.9553305344969978
PLCI,2,5,1.9749048760848158
PLCI,2,10,1.994479217672634
PLCI,2,6,2.014053559260452
PLCI,2,5,2.03362790084827
PLCI,2,6,2.0532022424360883
PLCI,2,5,2.0727765840239063
PLCI,2,6,2.0923509256117243
PLCI,2,3,2.1119252671995428
PLCI,2,8,2.1314996087873608
PLCI,2,4,2.151073950375179
PLCI,2,9,2.170648291962997
PLCI,2,10,2.190222633550815
PLCI,2,6,2.209796975138633
PLCI,2,8,2.229371316726451
PLCI,2,10,2.248945658314269
PLCI,2,4,2.268519999902087
PLCI,2,5,2.288094341489905
PLCI,2,8,2.3076686830777233
PLCI,2,11,2.3272430246655413
PLCI,2,10,2.3468173662533593
PLCI,2,12,2.366391707841178
PLCI,2,6,2.385966049428996
PLCI,2,11,2.405540391016814
PLCI,2,16,2.425114732604632
PLCI,2,12,2.44468907419245
PLCI,2,13,2.464263415780268
PLCI,2,17,2.483837757368086
PLCI,2,14,2.503412098955904
PLCI,2,12,2.5229864405437223
PLCI,2,11,2.5425607821315404
PLCI,2,15,2.5621351237193584
PLCI,2,14,2.5817094653071764
PLCI,2,13,2.6012838068949944
PLCI,2,14,2.6208581484828124
PLCI,2,18,2.640432490070631
PLCI,2,14,2.660006831658449
PLCI,2,16,2.679581173246267
PLCI,2,18,2.699155514834085
PLCI,2,22,2.718729856421903
PLCI,2,23,2.738304198009721
PLCI,2,20,2.757878539597539
PLCI,2,19,2.7774528811853574
PLCI,2,16,2.7970272227731754
PLCI,2,29,2.8166015643609934
PLCI,2,20,2.8361759059488114
PLCI,2,18,2.8557502475366294
PLCI,2,33,2.8753245891244474
PLCI,2,25,2.894898930712266
PLCI,2,32,2.914473272300084
PLCI,2,24,2.934047613887902
PLCI,2,33,2.95362195547572
PLCI,2,27,2.973196297063538
PLCI,2,26,2.992770638651356
PLCI,2,46,3.012344980239174
PLCI,2,36,3.0319193218269924
PLCI,2,35,3.0514936634148104
PLCI,2,29,3.0710680050026284
PLCI,2,31,3.0906423465904465
PLCI,2,40,3.1102166881782645
PLCI,2,51,3.1297910297660825
PLCI,2,43,3.149365371353901
PLCI,2,37,3.168939712941719
PLCI,2,43,3.188514054529537
PLCI,2,49,3.208088396117355
PLCI,2,41,3.227662737705173
PLCI,2,44,3.247237079292991
PLCI,2,42,3.266811420880809
PLCI,2,42,3.2863857624686275
PLCI,2,50,3.3059601040564455
PLCI,2,59,3.3255344456442635
PLCI,2,55,3.3451087872320815
PLCI,2,52,3.3646831288198995
PLCI,2,54,3.3842574704077175
PLCI,2,47,3.403831811995536
PLCI,2,64,3.423406153583354
PLCI,2,66,3.442980495171172
PLCI,2,50,3.46255483675899
PLCI,2,62,3.482129178346808
PLCI,2,69,3.501703519934626
PLCI,2,62,3.5212778615224445
PLCI,2,73,3.5408522031102625
PLCI,2,80,3.5604265446980805
PLCI,2,75,3.5800008862858985
PLCI,2,77,3.5995752278737165
PLCI,2,83,3.6191495694615345
PLCI,2,64,3.6387239110493526
PLCI,2,83,3.658298252637171
PLCI,2,82,3.677872594224989
PLCI,2,77,3.697446935812807
PLCI,2,102,3.717021277400625
PLCI,2,88,3.736595618988443
PLCI,2,83,3.756169960576261
PLCI,2,94,3.7757443021640795
PLCI,2,93,3.7953186437518975
PLCI,2,103,3.8148929853397155
PLCI,2,113,3.8344673269275336
PLCI,2,114,3.8540416685153516
PLCI,2,102,3.8736160101031696
PLCI,2,129,3.893190351690988
PLCI,2,118,3.912764693278806
PLCI,2,133,3.932339034866624
PLCI,2,125,3.951913376454442
PLCI,2,139,3.97148771804226
PLCI,2,138,3.991062059630078
PLCI,2,160,4.010636401217896
PLCI,2,153,4.030210742805714
PLCI,2,172,4.049785084393532
PLCI,2,169,4.06935942598135
PLCI,2,153,4.088933767569168
PLCI,2,186,4.108508109156986
PLCI,2,189,4.128082450744804
PLCI,2,210,4.147656792332623
PLCI,2,207,4.167231133920441
PLCI,2,257,4.186805475508259
PLCI,2,245,4.206379817096077
PLCI,2,236,4.225954158683895
PLCI,2,206,4.245528500271713
PLCI,2,232,4.265102841859531
PLCI,2,246,4.28467718344735
PLCI,2,228,4.304251525035168
PLCI,2,288,4.323825866622986
PLCI,2,285,4.343400208210804
PLCI,2,269,4.362974549798622
PLCI,2,260,4.38254889138644
PLCI,2,294,4.402123232974258
PLCI,2,258,4.421697574562076
PLCI,2,277,4.441271916149894
PLCI,2,258,4.460846257737712
PLCI,2,285,4.48042059932553
PLCI,2,263,4.499994940913348
PLCI,2,281,4.519569282501166
PLCI,2,284,4.539143624088984
PLCI,2,269,4.558717965676802
PLCI,2,278,4.57829230726462
PLCI,2,265,4.597866648852439
PLCI,2,266,4.617440990440257
PLCI,2,293,4.637015332028075
PLCI,2,263,4.656589673615893
PLCI,2,257,4.676164015203711
PLCI,2,283,4.695738356791529
PLCI,2,263,4.715312698379347
PLCI,2,299,4.734887039967165
PLCI,2,270,4.754461381554983
PLCI,2,280,4.774035723142801
PLCI,2,292,4.793610064730619
PLCI,2,268,4.813184406318437
PLCI,2,288,4.832758747906256
PLCI,2,286,4.852333089494074
PLCI,2,287,4.871907431081892
PLCI,2,267,4.89148177266971
PLCI,2,290,4.911056114257528
PLCI,2,314,4.930630455845346
PLCI,2,296,4.950204797433164
PLCI,2,322,4.969779139020982
PLCI,2,274,4.9893534806088
PLCI,2,348,5.008927822196618
PLCI,2,284,5.028502163784436
PLCI,2,313,5.048076505372254
PLCI,2,317,5.067650846960072
PLCI,2,355,5.087225188547891
PLCI,2,343,5.106799530135709
PLCI,2,333,5.126373871723527
PLCI,2,333,5.145948213311345
PLCI,2,382,5.165522554899163
PLCI,2,363,5.185096896486981
PLCI,2,351,5.204671238074799
PLCI,2,362,5.224245579662617
PLCI,2,396,5.243819921250435
PLCI,2,391,5.263394262838253
PLCI,2,404,5.282968604426071
PLCI,2,401,5.302542946013889
PLCI,2,387,5.322117287601707
PLCI,2,422,5.341691629189526
PLCI,2,474,5.361265970777344
PLCI,2,431,5.380840312365162
PLCI,2,493,5.40041465395298
PLCI,2,498,5.419988995540798
PLCI,2,467,5.439563337128616
PLCI,2,503,5.459137678716434
PLCI,2,527,5.478712020304252
PLCI,2,527,5.49828636189207
PLCI,2,504,5.517860703479888
PLCI,2,513,5.537435045067706
PLCI,2,543,5.557009386655524
PLCI,2,552,5.576583728243342
PLCI,2,542,5.596158069831161
PLCI,2,576,5.615732411418979
PLCI,2,591,5.635306753006797
PLCI,2,584,5.654881094594615
PLCI,2,676,5.674455436182433
PLCI,2,668,5.694029777770251
PLCI,2,676,5.713604119358069
PLCI,2,687,5.733178460945887
PLCI,2,695,5.752752802533705
PLCI,2,694,5.772327144121523
PLCI,2,709,5.791901485709341
PLCI,2,739,5.811475827297159
PLCI,2,751,5.831050168884977
PLCI,2,723,5.850624510472796
PLCI,2,768,5.870198852060614
PLCI,2,818,5.889773193648432
PLCI,2,886,5.90934753523625
PLCI,2,972,5.928921876824068
PLCI,2,1031,5.948496218411886
PLCI,2,958,5.968070559999704
PLCI,2,979,5.987644901587522
PLCI,2,1037,6.00721924317534
PLCI,2,1318,6.026793584763158
PLCI,2,1496,6.046367926350976
PLCI,2,1630,6.065942267938794
PLCI,2,1405,6.085516609526612
PLCI,2,1176,6.105090951114431
PLCI,2,1117,6.124665292702249
PLCI,2,1049,6.144239634290067
PLCI,2,1014,6.163813975877885
PLCI,2,941,6.183388317465703
PLCI,2,990,6.202962659053521
PLCI,2,1064,6.222537000641339
PLCI,2,1066,6.242111342229157
PLCI,2,953,6.261685683816975
PLCI,2,965,6.2812600254047934
PLCI,2,964,6.3008343669926115
PLCI,2,892,6.3204087085804295
PLCI,2,844,6.339983050168248
PLCI,2,816,6.359557391756066
PLCI,2,832,6.379131733343884
PLCI,2,856,6.398706074931702
PLCI,2,834,6.41828041651952
PLCI,2,898,6.437854758107338
PLCI,2,817,6.457429099695156
PLCI,2,832,6.4770034412829744
PLCI,2,781,6.4965777828707925
PLCI,2,806,6.5161521244586105
PLCI,2,792,6.5357264660464285
PLCI,2,833,6.5553008076342465
PLCI,2,807,6.5748751492220645
PLCI,2,841,6.594449490809883
PLCI,2,865,6.614023832397701
PLCI,2,870,6.633598173985519
PLCI,2,822,6.653172515573337
PLCI,2,839,6.6727468571611555
PLCI,2,776,6.6923211987489735
PLCI,2,795,6.7118955403367915
PLCI,2,801,6.7314698819246095
PLCI,2,778,6.7510442235124275
PLCI,2,815,6.7706185651002455
PLCI,2,823,6.7901929066880635
PLCI,2,834,6.8097672482758815
PLCI,2,842,6.8293415898636995
PLCI,2,788,6.8489159314515184
PLCI,2,810,6.8684902730393365
PLCI,2,731,6.8880646146271545
PLCI,2,812,6.9076389562149725
PLCI,2,765,6.9272132978027905
PLCI,2,780,6.9467876393906085
PLCI,2,792,6.9663619809784265
PLCI,2,799,6.9859363225662445
PLCI,2,769,7.0055106641540625
PLCI,2,772,7.0250850057418806
PLCI,2,759,7.044659347329699
PLCI,2,698,7.064233688917517
PLCI,2,741,7.083808030505335
PLCI,2,739,7.1033823720931535
PLCI,2,762,7.1229567136809715
PLCI,2,736,7.1425310552687895
PLCI,2,694,7.1621053968566075
PLCI,2,719,7.1816797384444255
PLCI,2,733,7.2012540800322435
PLCI,2,687,7.2208284216200616
PLCI,2,698,7.24040276320788
PLCI,2,712,7.259977104795698
PLCI,2,706,7.279551446383516
PLCI,2,724,7.299125787971334
PLCI,2,791,7.318700129559152
PLCI,2,777,7.3382744711469705
PLCI,2,691,7.3578488127347885
PLCI,2,756,7.3774231543226065
PLCI,2,713,7.3969974959104245
PLCI,2,801,7.416571837498243
PLCI,2,790,7.436146179086061
PLCI,2,717,7.455720520673879
PLCI,2,750,7.475294862261697
PLCI,2,726,7.494869203849515
PLCI,2,759,7.514443545437333
PLCI,2,712,7.534017887025151
PLCI,2,712,7.553592228612969
PLCI,2,711,7.573166570200787
PLCI,2,733,7.5927409117886056
PLCI,2,746,7.612315253376424
PLCI,2,756,7.631889594964242
PLCI,2,772,7.65146393655206
PLCI,2,772,7.671038278139878
PLCI,2,755,7.690612619727696
PLCI,2,826,7.710186961315514
PLCI,2,815,7.729761302903332
PLCI,2,787,7.74933564449115
PLCI,2,814,7.768909986078968
PLCI,2,910,7.788484327666786
PLCI,2,816,7.808058669254604
PLCI,2,850,7.827633010842422
PLCI,2,859,7.847207352430241
PLCI,2,889,7.866781694018059
PLCI,2,895,7.886356035605877
PLCI,2,872,7.905930377193695
PLCI,2,924,7.925504718781513
PLCI,2,898,7.945079060369331
PLCI,2,1008,7.964653401957149
PLCI,2,1032,7.984227743544967
PLCI,2,1023,8.003802085132785
PLCI,2,1012,8.023376426720603
PLCI,2,1014,8.04295076830842
PLCI,2,1093,8.062525109896239
PLCI,2,1173,8.082099451484057
PLCI,2,1254,8.101673793071875
PLCI,2,1260,8.121248134659695
PLCI,2,1242,8.14082247624751
PLCI,2,1283,8.16039681783533
PLCI,2,1270,8.179971159423147
PLCI,2,1391,8.199545501010967
PLCI,2,1394,8.219119842598783
PLCI,2,1482,8.238694184186603
PLCI,2,1419,8.258268525774419
PLCI,2,1453,8.277842867362239
PLCI,2,1572,8.297417208950055
PLCI,2,1613,8.316991550537875
PLCI,2,1631,8.33656589212569
PLCI,2,1699,8.35614023371351
PLCI,2,1808,8.375714575301329
PLCI,2,1859,8.395288916889147
PLCI,2,1957,8.414863258476965
PLCI,2,1964,8.434437600064783
PLCI,2,2140,8.4540119416526
PLCI,2,2081,8.473586283240419
PLCI,2,2277,8.493160624828237
PLCI,2,2396,8.512734966416055
PLCI,2,2534,8.532309308003873
PLCI,2,2525,8.55188364959169
PLCI,2,2779,8.571457991179509
PLCI,2,2715,8.591032332767327
PLCI,2,2958,8.610606674355145
PLCI,2,3229,8.630181015942963
PLCI,2,3111,8.64975535753078
PLCI,2,3241,8.669329699118599
PLCI,2,3477,8.688904040706417
PLCI,2,3592,8.708478382294235
PLCI,2,3790,8.728052723882055
PLCI,2,3909,8.747627065469873
PLCI,2,4199,8.76720140705769
PLCI,2,4272,8.786775748645509
PLCI,2,4470,8.806350090233327
PLCI,2,4483,8.825924431821145
PLCI,2,4528,8.845498773408963
PLCI,2,4756,8.86507311499678
PLCI,2,4946,8.884647456584599
PLCI,2,5093,8.904221798172417
PLCI,2,5279,8.923796139760235
PLCI,2,5489,8.943370481348053
PLCI,2,5623,8.96294482293587
PLCI,2,6069,8.982519164523689
PLCI,2,6581,9.002093506111507
PLCI,2,7031,9.021667847699325
PLCI,2,7261,9.041242189287143
PLCI,2,7259,9.06081653087496
PLCI,2,7344,9.080390872462779
PLCI,2,7753,9.099965214050597
PLCI,2,8315,9.119539555638415
PLCI,2,8603,9.139113897226233
PLCI,2,8402,9.158688238814051
PLCI,2,8731,9.178262580401869
PLCI,2,8465,9.197836921989687
PLCI,2,8836,9.217411263577507
PLCI,2,9224,9.236985605165325
PLCI,2,9565,9.256559946753143
PLCI,2,9635,9.27613428834096
PLCI,2,9863,9.295708629928779
PLCI,2,9667,9.315282971516597
PLCI,2,9742,9.334857313104415
PLCI,2,9819,9.354431654692233
PLCI,2,9724,9.37400599628005
PLCI,2,9480,9.393580337867869
PLCI,2,9161,9.413154679455687
PLCI,2,9027,9.432729021043505
PLCI,2,9093,9.452303362631323
PLCI,2,9196,9.47187770421914
PLCI,2,9048,9.491452045806959
PLCI,2,8942,9.511026387394777
PLCI,2,8701,9.530600728982595
PLCI,2,8666,9.550175070570413
PLCI,2,8760,9.569749412158231
PLCI,2,8706,9.589323753746049
PLCI,2,8840,9.608898095333867
PLCI,2,8743,9.628472436921685
PLCI,2,8748,9.648046778509503
PLCI,2,8655,9.667621120097321
PLCI,2,8604,9.687195461685139
PLCI,2,8529,9.706769803272957
PLCI,2,8499,9.726344144860777
PLCI,2,8328,9.745918486448595
PLCI,2,8283,9.765492828036413
PLCI,2,8331,9.78506716962423
PLCI,2,8348,9.804641511212049
PLCI,2,8023,9.824215852799867
PLCI,2,8127,9.843790194387685
PLCI,2,8072,9.863364535975503
PLCI,2,8125,9.882938877563321
PLCI,2,7954,9.902513219151139
PLCI,2,7828,9.922087560738957
PLCI,2,7425,9.941661902326775
PLCI,2,7228,9.961236243914593
