species,ts,n,bins
BLBR,0,522,5.337471116539152
BLBR,0,524,5.3578635278382345
BLBR,0,681,5.378255939137317
BLBR,0,873,5.398648350436399
BLBR,0,1155,5.419040761735481
BLBR,0,864,5.439433173034562
BLBR,0,813,5.459825584333644
BLBR,0,848,5.480217995632726
BLBR,0,769,5.500610406931808
BLBR,0,739,5.5210028182308895
BLBR,0,699,5.5413952295299715
BLBR,0,729,5.561787640829054
BLBR,0,726,5.582180052128136
BLBR,0,731,5.602572463427218
BLBR,0,719,5.622964874726299
BLBR,0,684,5.643357286025381
BLBR,0,698,5.663749697324463
BLBR,0,735,5.684142108623545
BLBR,0,723,5.7045345199226265
BLBR,0,758,5.724926931221709
BLBR,0,800,5.745319342520791
BLBR,0,682,5.765711753819873
BLBR,0,660,5.786104165118955
BLBR,0,708,5.806496576418036
BLBR,0,650,5.826888987717118
BLBR,0,630,5.8472813990162
BLBR,0,548,5.867673810315282
BLBR,0,566,5.8880662216143635
BLBR,0,558,5.908458632913446
BLBR,0,588,5.928851044212528
BLBR,0,567,5.94924345551161
BLBR,0,540,5.969635866810692
BLBR,0,586,5.990028278109773
BLBR,0,616,6.010420689408855
BLBR,0,599,6.030813100707937
BLBR,0,586,6.051205512007019
BLBR,0,575,6.071597923306101
BLBR,0,579,6.091990334605183
BLBR,0,558,6.112382745904265
BLBR,0,568,6.132775157203347
BLBR,0,571,6.153167568502429
BLBR,0,547,6.17355997980151
BLBR,0,572,6.193952391100592
BLBR,0,569,6.214344802399674
BLBR,0,549,6.234737213698756
BLBR,0,593,6.255129624997838
BLBR,0,595,6.27552203629692
BLBR,0,592,6.295914447596002
BLBR,0,590,6.316306858895084
BLBR,0,591,6.336699270194166
BLBR,0,608,6.357091681493247
BLBR,0,613,6.377484092792329
BLBR,0,606,6.397876504091411
BLBR,0,607,6.4182689153904935
BLBR,0,615,6.438661326689575
BLBR,0,607,6.459053737988657
BLBR,0,605,6.479446149287739
BLBR,0,612,6.499838560586821
BLBR,0,610,6.520230971885903
BLBR,0,591,6.540623383184984
BLBR,0,607,6.561015794484066
BLBR,0,621,6.5814082057831484
BLBR,0,624,6.6018006170822305
BLBR,0,661,6.622193028381312
BLBR,0,633,6.642585439680394
BLBR,0,607,6.662977850979476
BLBR,0,640,6.683370262278558
BLBR,0,629,6.70376267357764
BLBR,0,623,6.724155084876721
BLBR,0,646,6.744547496175803
BLBR,0,659,6.7649399074748855
BLBR,0,608,6.785332318773968
BLBR,0,656,6.805724730073049
BLBR,0,635,6.826117141372131
BLBR,0,656,6.846509552671213
BLBR,0,629,6.866901963970295
BLBR,0,639,6.887294375269377
BLBR,0,647,6.907686786568458
BLBR,0,643,6.9280791978675405
BLBR,0,669,6.9484716091666225
BLBR,0,718,6.968864020465705
BLBR,0,712,6.989256431764786
BLBR,0,634,7.009648843063868
BLBR,0,633,7.03004125436295
BLBR,0,622,7.050433665662032
BLBR,0,639,7.070826076961114
BLBR,0,675,7.091218488260195
BLBR,0,608,7.1116108995592775
BLBR,0,651,7.13200331085836
BLBR,0,661,7.152395722157442
BLBR,0,635,7.172788133456523
BLBR,0,641,7.193180544755605
BLBR,0,648,7.213572956054687
BLBR,0,668,7.233965367353769
BLBR,0,648,7.254357778652851
BLBR,0,641,7.2747501899519325
BLBR,0,670,7.2951426012510145
BLBR,0,633,7.315535012550097
BLBR,0,704,7.335927423849179
BLBR,0,698,7.35631983514826
BLBR,0,651,7.376712246447342
BLBR,0,683,7.397104657746424
BLBR,0,661,7.417497069045506
BLBR,0,668,7.437889480344588
BLBR,0,685,7.4582818916436695
BLBR,0,705,7.478674302942752
BLBR,0,705,7.499066714241834
BLBR,0,693,7.519459125540916
BLBR,0,717,7.539851536839997
BLBR,0,720,7.560243948139079
BLBR,0,752,7.580636359438161
BLBR,0,740,7.601028770737243
BLBR,0,787,7.621421182036325
BLBR,0,780,7.6418135933354066
BLBR,0,833,7.662206004634489
BLBR,0,833,7.682598415933571
BLBR,0,851,7.702990827232653
BLBR,0,866,7.723383238531734
BLBR,0,882,7.743775649830816
BLBR,0,945,7.764168061129898
BLBR,0,961,7.78456047242898
BLBR,0,985,7.804952883728062
BLBR,0,998,7.825345295027144
BLBR,0,1097,7.845737706326226
BLBR,0,1056,7.866130117625308
BLBR,0,1079,7.88652252892439
BLBR,0,1141,7.906914940223471
BLBR,0,1158,7.927307351522553
BLBR,0,1231,7.947699762821635
BLBR,0,1235,7.968092174120717
BLBR,0,1319,7.9884845854197994
BLBR,0,1363,8.00887699671888
BLBR,0,1354,8.029269408017964
BLBR,0,1452,8.049661819317045
BLBR,0,1500,8.070054230616126
BLBR,0,1505,8.090446641915207
BLBR,0,1577,8.11083905321429
BLBR,0,1619,8.131231464513373
BLBR,0,1750,8.151623875812454
BLBR,0,1772,8.172016287111536
BLBR,0,1813,8.192408698410617
BLBR,0,1826,8.2128011097097
BLBR,0,1956,8.233193521008783
BLBR,0,2041,8.253585932307864
BLBR,0,2199,8.273978343606945
BLBR,0,2266,8.294370754906026
BLBR,0,2260,8.31476316620511
BLBR,0,2436,8.335155577504192
BLBR,0,2610,8.355547988803274
BLBR,0,2585,8.375940400102355
BLBR,0,2809,8.396332811401436
BLBR,0,2872,8.416725222700519
BLBR,0,2914,8.437117633999602
BLBR,0,3193,8.457510045298683
BLBR,0,3366,8.477902456597764
BLBR,0,3420,8.498294867896846
BLBR,0,3679,8.518687279195928
BLBR,0,3894,8.53907969049501
BLBR,0,3977,8.559472101794093
BLBR,0,4212,8.579864513093174
BLBR,0,4311,8.600256924392255
BLBR,0,4440,8.620649335691338
BLBR,0,4836,8.64104174699042
BLBR,0,4918,8.661434158289502
BLBR,0,5098,8.681826569588583
BLBR,0,5428,8.702218980887665
BLBR,0,5710,8.722611392186748
BLBR,0,5989,8.743003803485829
BLBR,0,6417,8.763396214784912
BLBR,0,6881,8.783788626083993
BLBR,0,7325,8.804181037383074
BLBR,0,7907,8.824573448682157
BLBR,0,8371,8.844965859981238
BLBR,0,9497,8.86535827128032
BLBR,0,10199,8.885750682579403
BLBR,0,9989,8.906143093878484
BLBR,0,10376,8.926535505177567
BLBR,0,10743,8.946927916476648
BLBR,0,11085,8.96732032777573
BLBR,0,11119,8.987712739074812
BLBR,0,11438,9.008105150373893
BLBR,0,11288,9.028497561672976
BLBR,0,11403,9.048889972972058
BLBR,0,10927,9.069282384271139
BLBR,0,11106,9.089674795570222
BLBR,0,10894,9.110067206869303
BLBR,0,11176,9.130459618168386
BLBR,0,10938,9.150852029467467
BLBR,0,10817,9.171244440766548
BLBR,0,10998,9.191636852065631
BLBR,0,10674,9.212029263364713
BLBR,0,10653,9.232421674663794
BLBR,0,10311,9.252814085962877
BLBR,0,10420,9.273206497261958
BLBR,0,10517,9.29359890856104
BLBR,0,10710,9.313991319860122
BLBR,0,10880,9.334383731159203
BLBR,0,10744,9.354776142458286
BLBR,0,10655,9.375168553757367
BLBR,0,10262,9.39556096505645
BLBR,0,9990,9.415953376355532
BLBR,0,9871,9.436345787654613
BLBR,0,9861,9.456738198953696
BLBR,0,9651,9.477130610252777
BLBR,0,9763,9.49752302155186
BLBR,0,9441,9.517915432850941
BLBR,0,9693,9.538307844150022
BLBR,0,9708,9.558700255449105
BLBR,0,9371,9.579092666748187
BLBR,0,9325,9.599485078047268
BLBR,0,9521,9.61987748934635
BLBR,0,9026,9.640269900645432
BLBR,0,8571,9.660662311944515
BLBR,0,8544,9.681054723243596
BLBR,0,8242,9.701447134542677
BLBR,0,8210,9.72183954584176
BLBR,0,7825,9.742231957140842
BLBR,0,7897,9.762624368439925
BLBR,0,7726,9.783016779739006
BLBR,0,7644,9.803409191038087
BLBR,0,7446,9.82380160233717
BLBR,0,7473,9.844194013636251
BLBR,0,7355,9.864586424935334
BLBR,0,7110,9.884978836234415
BLBR,0,6831,9.905371247533497
BLBR,0,6627,9.92576365883258
BLBR,0,6676,9.94615607013166
BLBR,0,6361,9.966548481430742
BLBR,0,6234,9.986940892729825
BLBR,0,6145,10.007333304028906
BLBR,0,5833,10.027725715327989
BLBR,0,5828,10.04811812662707
BLBR,0,5708,10.068510537926151
BLBR,0,5763,10.088902949225234
BLBR,0,5585,10.109295360524316
BLBR,0,5389,10.129687771823399
BLBR,0,5018,10.15008018312248
BLBR,0,5033,10.170472594421561
BLBR,0,4702,10.190865005720644
BLBR,0,4734,10.211257417019725
BLBR,0,4429,10.231649828318808
BLBR,0,4470,10.25204223961789
BLBR,0,4382,10.27243465091697
BLBR,0,4212,10.292827062216054
BLBR,0,4030,10.313219473515135
BLBR,0,3983,10.333611884814216
BLBR,0,3822,10.354004296113299
BLBR,0,3706,10.37439670741238
BLBR,0,3632,10.394789118711463
BLBR,0,3502,10.415181530010544
BLBR,0,3441,10.435573941309626
BLBR,0,3298,10.455966352608709
BLBR,0,3230,10.47635876390779
BLBR,0,3085,10.496751175206873
BLBR,0,3206,10.517143586505954
BLBR,0,2995,10.537535997805035
BLBR,0,2946,10.557928409104118
BLBR,0,2852,10.5783208204032
BLBR,0,2795,10.598713231702282
BLBR,0,2632,10.619105643001364
BLBR,0,2676,10.639498054300445
BLBR,0,2636,10.659890465599528
BLBR,0,2528,10.680282876898609
BLBR,0,2389,10.70067528819769
BLBR,0,2381,10.721067699496773
BLBR,0,2296,10.741460110795854
BLBR,0,2302,10.761852522094937
BLBR,0,2165,10.782244933394018
BLBR,0,2227,10.8026373446931
BLBR,0,2126,10.823029755992183
BLBR,0,2045,10.843422167291264
BLBR,0,1986,10.863814578590347
BLBR,0,2023,10.884206989889428
BLBR,0,1920,10.90459940118851
BLBR,0,1857,10.924991812487592
BLBR,0,1920,10.945384223786673
BLBR,0,1716,10.965776635085756
BLBR,0,1859,10.986169046384838
BLBR,0,1822,11.006561457683919
BLBR,0,1699,11.026953868983002
BLBR,0,1632,11.047346280282083
BLBR,0,1678,11.067738691581164
BLBR,0,1559,11.088131102880247
BLBR,0,1536,11.108523514179328
BLBR,0,1565,11.128915925478411
BLBR,0,1499,11.149308336777493
BLBR,0,1457,11.169700748076574
BLBR,0,1489,11.190093159375657
BLBR,0,1456,11.210485570674738
BLBR,0,1372,11.230877981973821
BLBR,0,1305,11.251270393272902
BLBR,0,1303,11.271662804571983
BLBR,0,1228,11.292055215871066
BLBR,0,1269,11.312447627170148
BLBR,0,1251,11.332840038469229
BLBR,0,1256,11.353232449768312
BLBR,0,1243,11.373624861067393
BLBR,0,1161,11.394017272366476
BLBR,0,1203,11.414409683665557
BLBR,0,1124,11.434802094964638
BLBR,0,1112,11.455194506263721
BLBR,0,1123,11.475586917562802
BLBR,0,1074,11.495979328861885
BLBR,0,1119,11.516371740160967
BLBR,0,1072,11.536764151460048
BLBR,0,1108,11.55715656275913
BLBR,0,1073,11.577548974058212
BLBR,0,1043,11.597941385357295
BLBR,0,1015,11.618333796656376
BLBR,0,1134,11.638726207955457
BLBR,0,1098,11.65911861925454
BLBR,0,1081,11.679511030553622
BLBR,0,1106,11.699903441852703
BLBR,0,1103,11.720295853151786
BLBR,0,1075,11.740688264450867
BLBR,0,1143,11.76108067574995
BLBR,0,1105,11.781473087049031
BLBR,0,1078,11.801865498348112
BLBR,0,1112,11.822257909647195
BLBR,0,1146,11.842650320946277
BLBR,0,1182,11.86304273224536
BLBR,0,1118,11.88343514354444
BLBR,0,1207,11.903827554843522
BLBR,0,1216,11.924219966142605
BLBR,0,1244,11.944612377441686
BLBR,0,1213,11.96500478874077
BLBR,0,1244,11.98539720003985
BLBR,0,1296,12.005789611338932
BLBR,0,1371,12.026182022638015
BLBR,0,1341,12.046574433937096
BLBR,0,1387,12.066966845236177
BLBR,0,1489,12.08735925653526
BLBR,0,1358,12.107751667834341
BLBR,0,1503,12.128144079133424
BLBR,0,1554,12.148536490432505
BLBR,0,1536,12.168928901731586
BLBR,0,1678,12.18932131303067
BLBR,0,1651,12.20971372432975
BLBR,0,1663,12.230106135628834
BLBR,0,1691,12.250498546927915
BLBR,0,1746,12.270890958226996
BLBR,0,1737,12.291283369526079
BLBR,0,1808,12.31167578082516
BLBR,0,1882,12.332068192124243
BLBR,0,2021,12.352460603423324
BLBR,0,2038,12.372853014722406
BLBR,0,2257,12.393245426021489
BLBR,0,2197,12.41363783732057
BLBR,0,2264,12.434030248619651
BLBR,0,2317,12.454422659918734
BLBR,0,2264,12.474815071217815
BLBR,0,2382,12.495207482516898
BLBR,0,2374,12.51559989381598
BLBR,0,2248,12.53599230511506
BLBR,0,2387,12.556384716414144
BLBR,0,2423,12.576777127713225
BLBR,0,2469,12.597169539012308
BLBR,0,2492,12.617561950311389
BLBR,0,2537,12.63795436161047
BLBR,0,2541,12.658346772909553
BLBR,0,2692,12.678739184208634
BLBR,0,2688,12.699131595507717
BLBR,0,2734,12.719524006806799
BLBR,0,2799,12.73991641810588
BLBR,0,2945,12.760308829404963
BLBR,0,2977,12.780701240704044
BLBR,0,2949,12.801093652003125
BLBR,0,3077,12.821486063302208
BLBR,0,3221,12.84187847460129
BLBR,0,3228,12.862270885900372
BLBR,0,3246,12.882663297199453
BLBR,0,3347,12.903055708498535
BLBR,0,3342,12.923448119797618
BLBR,0,3340,12.943840531096699
BLBR,0,3269,12.964232942395782
BLBR,0,3278,12.984625353694863
BLBR,0,3280,13.005017764993944
BLBR,0,3347,13.025410176293027
BLBR,0,3397,13.045802587592108
BLBR,0,3367,13.066194998891191
BLBR,0,3432,13.086587410190273
BLBR,0,3479,13.106979821489354
BLBR,0,3463,13.127372232788437
BLBR,0,3535,13.147764644087518
BLBR,0,3621,13.1681570553866
BLBR,0,3773,13.188549466685682
BLBR,0,3539,13.208941877984763
BLBR,0,3714,13.229334289283846
BLBR,0,3601,13.249726700582928
BLBR,0,3622,13.270119111882009
BLBR,0,3654,13.290511523181092
BLBR,0,3775,13.310903934480173
BLBR,0,3710,13.331296345779256
BLBR,0,3661,13.351688757078337
BLBR,0,3833,13.372081168377418
BLBR,0,3763,13.392473579676501
BLBR,0,3823,13.412865990975583
BLBR,0,3886,13.433258402274665
BLBR,0,3875,13.453650813573747
BLBR,0,4012,13.474043224872828
BLBR,0,3821,13.49443563617191
BLBR,0,3961,13.514828047470992
BLBR,0,4063,13.535220458770073
BLBR,0,4043,13.555612870069156
BLBR,0,4183,13.576005281368237
BLBR,0,4067,13.59639769266732
BLBR,0,4098,13.616790103966402
BLBR,0,4113,13.637182515265483
BLBR,0,3919,13.657574926564566
BLBR,0,3973,13.677967337863647
BLBR,0,3910,13.69835974916273
BLBR,0,3759,13.718752160461811
BLBR,0,3632,13.739144571760892
BLBR,0,3566,13.759536983059975
BLBR,0,3634,13.779929394359057
BLBR,0,3778,13.80032180565814
BLBR,0,3516,13.82071421695722
BLBR,0,3453,13.841106628256302
BLBR,0,3380,13.861499039555385
BLBR,0,3219,13.881891450854466
BLBR,0,3266,13.902283862153547
BLBR,0,3147,13.92267627345263
BLBR,0,3131,13.943068684751712
BLBR,0,3046,13.963461096050795
BLBR,0,2950,13.983853507349876
BLBR,0,2779,14.004245918648957
BLBR,0,2753,14.02463832994804
BLBR,0,2837,14.045030741247121
BLBR,0,2699,14.065423152546204
BLBR,0,2449,14.085815563845285
BLBR,0,2390,14.106207975144367
BLBR,0,2425,14.12660038644345
BLBR,0,2196,14.14699279774253
BLBR,0,2108,14.167385209041614
BLBR,0,2109,14.187777620340695
BLBR,0,2005,14.208170031639776
BLBR,0,1919,14.228562442938859
BLBR,0,1878,14.24895485423794
BLBR,0,1847,14.269347265537021
BLBR,0,1872,14.289739676836104
BLBR,0,1760,14.310132088135186
BLBR,0,1702,14.330524499434269
BLBR,0,1539,14.35091691073335
BLBR,0,1588,14.371309322032431
BLBR,0,1474,14.391701733331514
BLBR,0,1446,14.412094144630595
BLBR,0,1387,14.432486555929678
BLBR,0,1291,14.45287896722876
BLBR,0,1270,14.47327137852784
BLBR,0,1201,14.493663789826924
BLBR,0,1149,14.514056201126005
BLBR,0,1200,14.534448612425088
BLBR,0,1152,14.554841023724169
BLBR,0,1046,14.57523343502325
BLBR,0,1007,14.595625846322333
BLBR,0,981,14.616018257621414
BLBR,0,966,14.636410668920496
BLBR,0,984,14.656803080219579
BLBR,0,877,14.67719549151866
BLBR,0,829,14.697587902817743
BLBR,0,858,14.717980314116824
BLBR,0,813,14.738372725415905
BLBR,0,800,14.758765136714988
BLBR,0,784,14.77915754801407
BLBR,0,728,14.799549959313152
BLBR,0,746,14.819942370612234
BLBR,0,663,14.840334781911315
BLBR,0,571,14.860727193210398
BLBR,0,584,14.881119604509479
BLBR,0,601,14.901512015808562
BLBR,0,621,14.921904427107643
BLBR,0,535,14.942296838406724
BLBR,0,552,14.962689249705807
BLBR,0,494,14.983081661004888
BLBR,0,464,15.00347407230397
BLBR,0,475,15.023866483603053
BLBR,0,438,15.044258894902134
BLBR,0,433,15.064651306201217
BLBR,0,399,15.085043717500298
BLBR,0,405,15.10543612879938
BLBR,0,419,15.125828540098462
BLBR,0,372,15.146220951397543
BLBR,0,395,15.166613362696626
BLBR,0,374,15.187005773995708
BLBR,0,376,15.207398185294789
BLBR,0,323,15.227790596593872
BLBR,0,319,15.248183007892953
BLBR,0,310,15.268575419192036
BLBR,0,312,15.288967830491117
BLBR,0,265,15.309360241790198
BLBR,0,270,15.329752653089281
BLBR,0,266,15.350145064388363
BLBR,0,250,15.370537475687444
BLBR,0,249,15.390929886986527
BLBR,0,201,15.411322298285608
BLBR,0,211,15.431714709584691
BLBR,0,225,15.452107120883772
BLBR,0,205,15.472499532182853
BLBR,0,227,15.492891943481936
BLBR,0,178,15.513284354781018
BLBR,0,168,15.5336767660801
BLBR,0,178,15.554069177379182
BLBR,0,176,15.574461588678263
BLBR,0,167,15.594853999977346
BLBR,0,131,15.615246411276427
BLBR,0,152,15.63563882257551
BLBR,0,128,15.656031233874591
BLBR,0,113,15.676423645173672
BLBR,0,140,15.696816056472755
BLBR,0,131,15.717208467771837
BLBR,0,123,15.737600879070918
BLBR,0,111,15.75799329037
BLBR,0,110,15.778385701669082
BLBR,0,128,15.798778112968165
BLBR,0,107,15.819170524267246
BLBR,0,98,15.839562935566327
BLBR,0,94,15.85995534686541
BLBR,0,86,15.880347758164492
BLBR,0,85,15.900740169463575
BLBR,0,106,15.921132580762656
BLBR,0,80,15.941524992061737
BLBR,0,86,15.96191740336082
BLBR,0,69,15.982309814659901
BLBR,0,75,16.002702225958984
BLBR,0,78,16.023094637258065
BLBR,0,75,16.043487048557147
BLBR,0,68,16.06387945985623
BLBR,0,55,16.08427187115531
BLBR,0,66,16.104664282454394
BLBR,0,50,16.125056693753475
BLBR,0,49,16.145449105052556
BLBR,0,51,16.16584151635164
BLBR,0,49,16.18623392765072
BLBR,0,58,16.206626338949803
BLBR,0,55,16.227018750248885
BLBR,0,49,16.247411161547966
BLBR,0,39,16.26780357284705
BLBR,0,47,16.288195984146128
BLBR,0,42,16.308588395445213
BLBR,0,34,16.328980806744294
BLBR,0,36,16.349373218043375
BLBR,0,42,16.369765629342456
BLBR,0,22,16.390158040641538
BLBR,0,32,16.410550451940622
BLBR,0,37,16.430942863239704
BLBR,0,26,16.451335274538785
BLBR,0,30,16.471727685837866
BLBR,0,30,16.492120097136947
BLBR,0,39,16.512512508436032
BLBR,0,27,16.532904919735113
BLBR,0,38,16.553297331034194
BLBR,0,20,16.573689742333276
BLBR,0,19,16.594082153632357
BLBR,0,19,16.61447456493144
BLBR,0,29,16.634866976230523
BLBR,0,21,16.655259387529604
BLBR,0,24,16.675651798828685
BLBR,0,14,16.696044210127766
BLBR,0,22,16.71643662142685
BLBR,0,25,16.736829032725932
BLBR,0,21,16.757221444025014
BLBR,0,9,16.777613855324095
BLBR,0,10,16.798006266623176
BLBR,0,17,16.81839867792226
BLBR,0,13,16.838791089221342
BLBR,0,13,16.859183500520423
BLBR,0,11,16.879575911819504
