"from_time","to_time","land_type","age_before","age_after","from_cover","to_cover","probability","area_transition"
0,20,6,1,1,2,1,0.162371134020619,1020600
0,20,6,1,2,2,1,0.0206185567010309,129600
0,20,6,2,1,2,1,0.0671664167916042,3628800
0,20,6,2,2,2,1,0.0686656671664168,3709800
0,20,6,2,3,2,1,0.000299850074962519,16200
0,20,6,3,1,2,1,0.0023696682464455,8100
0,20,6,3,2,2,1,0.281990521327014,963900
0,20,6,3,3,2,1,0.023696682464455,81000
0,20,6,1,1,2,2,0.753865979381443,4738500
0,20,6,1,2,2,2,0.0631443298969072,396900
0,20,6,2,1,2,2,0.375412293853073,20282400
0,20,6,2,2,2,2,0.45472263868066,24567300
0,20,6,2,3,2,2,0.0296851574212894,1603800
0,20,6,3,1,2,2,0.0023696682464455,8100
0,20,6,3,2,2,2,0.630331753554502,2154600
0,20,6,3,3,2,2,0.0568720379146919,194400
0,20,6,2,1,2,3,0.000299850074962519,16200
0,20,6,2,2,2,3,0.00329835082458771,178200
0,20,6,2,3,2,3,0.000449775112443778,24300
0,20,6,3,2,2,3,0.0023696682464455,8100
0,20,6,1,1,3,1,0.0163265306122449,64800
0,20,6,2,1,3,1,0.00370644922164566,40500
0,20,6,2,2,3,1,0.00148257968865827,16200
0,20,6,3,1,3,1,0.00126903553299492,8100
0,20,6,3,2,3,1,0.0431472081218274,275400
0,20,6,3,3,3,1,0.0114213197969543,72900
0,20,6,1,1,3,2,0.785714285714286,3118500
0,20,6,2,1,3,2,0.14529280948851,1587600
0,20,6,2,2,3,2,0.304670126019274,3329100
0,20,6,2,3,3,2,0.0044477390659748,48600
0,20,6,3,1,3,2,0.156091370558376,996300
0,20,6,3,2,3,2,0.243654822335025,1555200
0,20,6,3,3,3,2,0.0444162436548223,283500
0,20,6,1,1,3,3,0.177551020408163,704700
0,20,6,1,2,3,3,0.0204081632653061,81000
0,20,6,2,1,3,3,0.110452186805041,1206900
0,20,6,2,2,3,3,0.405485544848036,4430700
0,20,6,2,3,3,3,0.0244625648628614,267300
0,20,6,3,1,3,3,0.171319796954315,1093500
0,20,6,3,2,3,3,0.299492385786802,1911600
0,20,6,3,3,3,3,0.0291878172588832,186300
0,20,7,1,1,1,1,0.79557069846678,30261600
0,20,7,1,2,1,1,0.186115843270869,7079400
0,20,7,2,1,1,1,0.175026833631485,19812600
0,20,7,2,2,1,1,0.772093023255814,87399000
0,20,7,2,3,1,1,0.0377817531305903,4276800
0,20,7,3,1,1,1,0.110017889087657,996300
0,20,7,3,2,1,1,0.720930232558139,6528600
0,20,7,3,3,1,1,0.167262969588551,1514700
0,20,7,1,1,1,2,0.0151192504258944,575100
0,20,7,1,2,1,2,0.00319420783645656,121500
0,20,7,2,1,1,2,0.00629695885509839,712800
0,20,7,2,2,1,2,0.00880143112701252,996300
0,20,7,3,1,1,2,0.000894454382826476,8100
0,20,7,3,3,1,2,0.000894454382826476,8100
0,20,7,1,1,2,1,0.114537444933921,631800
0,20,7,1,2,2,1,0.0117474302496329,64800
0,20,7,2,1,2,1,0.070281471248489,3296700
0,20,7,2,2,2,1,0.107408046969435,5038200
0,20,7,2,3,2,1,0.00448972543602141,210600
0,20,7,3,1,2,1,0.0137614678899083,24300
0,20,7,3,2,2,1,0.426605504587156,753300
0,20,7,3,3,2,1,0.0825688073394495,145800
0,20,7,1,1,2,2,0.822320117474302,4536000
0,20,7,1,2,2,2,0.0513950073421439,283500
0,20,7,2,1,2,2,0.350025902262131,16418700
0,20,7,2,2,2,2,0.431013641858056,20217600
0,20,7,2,3,2,2,0.0248661716456571,1166400
0,20,7,3,1,2,2,0.00458715596330275,8100
0,20,7,3,2,2,2,0.422018348623853,745200
0,20,7,3,3,2,2,0.0504587155963303,89100
0,20,7,2,1,2,3,0.000863408737696426,40500
0,20,7,2,2,2,3,0.00828872388188568,388800
0,20,7,2,3,2,3,0.00276290796062856,129600
0,20,7,2,1,3,1,0.0114478114478114,137700
0,20,7,2,2,3,1,0.00538720538720539,64800
0,20,7,3,2,3,1,0.00279329608938547,16200
0,20,7,3,3,3,1,0.00139664804469274,8100
0,20,7,1,1,3,2,0.838383838383838,4033800
0,20,7,2,1,3,2,0.146801346801347,1765800
0,20,7,2,2,3,2,0.272053872053872,3272400
0,20,7,3,1,3,2,0.162011173184358,939600
0,20,7,3,2,3,2,0.189944134078212,1101600
0,20,7,3,3,3,2,0.00418994413407821,24300
0,20,7,1,1,3,3,0.146464646464646,704700
0,20,7,1,2,3,3,0.0151515151515152,72900
0,20,7,2,1,3,3,0.113131313131313,1360800
0,20,7,2,2,3,3,0.408080808080808,4908600
0,20,7,2,3,3,3,0.0430976430976431,518400
0,20,7,3,1,3,3,0.194134078212291,1125900
0,20,7,3,2,3,3,0.349162011173184,2025000
0,20,7,3,3,3,3,0.0963687150837989,558900
0,20,8,1,1,1,1,0.76302551203737,103202100
0,20,8,1,2,1,1,0.215474907174512,29143800
0,20,8,2,1,1,1,0.117899114084252,52820100
0,20,8,2,2,1,1,0.837009582354005,374989500
0,20,8,2,3,1,1,0.0265774724281323,11907000
0,20,8,3,1,1,1,0.128291586384072,6471900
0,20,8,3,2,1,1,0.646756583172768,32626800
0,20,8,3,3,1,1,0.221579961464355,11178000
0,20,8,1,1,1,2,0.0198227332614684,2681100
0,20,8,1,2,1,2,0.0016768475266499,226800
0,20,8,2,1,1,2,0.00602061110106672,2697300
0,20,8,2,2,1,2,0.0124751401193274,5589000
0,20,8,2,3,1,2,1.80799132164166e-05,8100
0,20,8,3,1,1,2,0.000963391136801541,48600
0,20,8,3,2,1,2,0.00192678227360308,97200
0,20,8,3,3,1,2,0.000481695568400771,24300
0,20,8,1,1,2,1,0.0718976840649845,1684800
0,20,8,1,2,2,1,0.000691323885240235,16200
0,20,8,2,1,2,1,0.0962579655981985,16272900
0,20,8,2,2,2,1,0.154281059843802,26082000
0,20,8,2,3,2,1,0.00306645584782713,518400
0,20,8,3,1,2,1,0.00472508591065292,89100
0,20,8,3,2,2,1,0.221219931271478,4171500
0,20,8,3,3,2,1,0.0193298969072165,364500
0,20,8,1,1,2,2,0.869685447632216,20379600
0,20,8,1,2,2,2,0.0577255444175596,1352700
0,20,8,2,1,2,2,0.279957836232092,47328300
0,20,8,2,2,2,2,0.439078146710747,74228400
0,20,8,2,3,2,2,0.0238129461932825,4025700
0,20,8,3,1,2,2,0.0133161512027491,251100
0,20,8,3,2,2,2,0.657646048109966,12401100
0,20,8,3,3,2,2,0.0837628865979381,1579500
0,20,8,2,1,2,3,0.000527047098845288,89100
0,20,8,2,2,2,3,0.00239566863111494,405000
0,20,8,2,3,2,3,0.000622873844089885,105300
0,20,8,1,1,3,1,0.00280636108512629,24300
0,20,8,2,1,3,1,0.00189000189000189,81000
0,20,8,2,2,3,1,0.0154980154980155,664200
0,20,8,2,3,3,1,0.000378000378000378,16200
0,20,8,3,1,3,1,0.000355239786856128,8100
0,20,8,3,2,3,1,0.00532859680284192,121500
0,20,8,1,1,3,2,0.88400374181478,7654500
0,20,8,2,1,3,2,0.0782460782460783,3353400
0,20,8,2,2,3,2,0.401436401436401,17204400
0,20,8,2,3,3,2,0.01001701001701,429300
0,20,8,3,1,3,2,0.0312611012433393,712800
0,20,8,3,2,3,2,0.387921847246892,8845200
0,20,8,3,3,3,2,0.0163410301953819,372600
0,20,8,1,1,3,3,0.101964452759588,882900
0,20,8,1,2,3,3,0.0112254443405051,97200
0,20,8,2,1,3,3,0.0756000756000756,3240000
0,20,8,2,2,3,3,0.36987336987337,15851700
0,20,8,2,3,3,3,0.0470610470610471,2016900
0,20,8,3,1,3,3,0.0625222024866785,1425600
0,20,8,3,2,3,3,0.436234458259325,9946800
0,20,8,3,3,3,3,0.0600355239786856,1368900
0,20,9,1,1,1,1,0.755412032053582,51159600
0,20,9,1,2,1,1,0.228082765219471,15446700
0,20,9,2,1,1,1,0.117301145156298,24559200
0,20,9,2,2,1,1,0.829812751470133,173736900
0,20,9,2,3,1,1,0.0314531104921077,6585300
0,20,9,3,1,1,1,0.181918008784773,4025700
0,20,9,3,2,1,1,0.589311859443631,13041000
0,20,9,3,3,1,1,0.222913616398243,4932900
0,20,9,1,1,1,2,0.0137543356057888,931500
0,20,9,1,2,1,2,0.00275086712115776,186300
0,20,9,2,1,1,2,0.00603528319405757,1263600
0,20,9,2,2,1,2,0.0153590219746209,3215700
0,20,9,2,3,1,2,3.86877127824203e-05,8100
0,20,9,3,1,1,2,0.00109809663250366,24300
0,20,9,3,2,1,2,0.00439238653001464,97200
0,20,9,3,3,1,2,0.000366032210834553,8100
0,20,9,1,1,2,1,0.0977751756440281,1352700
0,20,9,1,2,2,1,0.00468384074941452,64800
0,20,9,2,1,2,1,0.0870162189993993,8213400
0,20,9,2,2,2,1,0.158757401527504,14985000
0,20,9,2,3,2,1,0.00163048142109328,153900
0,20,9,3,1,2,1,0.00221565731166913,24300
0,20,9,3,2,2,1,0.163958641063516,1798200
0,20,9,3,3,2,1,0.0162481536189069,178200
0,20,9,1,1,2,2,0.8307962529274,11493900
0,20,9,1,2,2,2,0.0667447306791569,923400
0,20,9,2,1,2,2,0.248519694499271,23457600
0,20,9,2,2,2,2,0.475928945335965,44922600
0,20,9,2,3,2,2,0.0239423324465803,2259900
0,20,9,3,1,2,2,0.01698670605613,186300
0,20,9,3,2,2,2,0.683161004431315,7492500
0,20,9,3,3,2,2,0.117429837518464,1287900
0,20,9,2,1,2,3,0.000171629623272977,16200
0,20,9,2,2,2,3,0.00351840727709603,332100
0,20,9,2,3,2,3,0.000514888869818931,48600
0,20,9,1,1,3,1,0.00619834710743802,24300
0,20,9,2,1,3,1,0.000361925443358668,8100
0,20,9,2,2,3,1,0.0170104958378574,380700
0,20,9,3,2,3,1,0.00525969756738988,64800
0,20,9,1,1,3,2,0.797520661157025,3126600
0,20,9,2,1,3,2,0.073108939558451,1636200
0,20,9,2,2,3,2,0.416576185305827,9323100
0,20,9,2,3,3,2,0.00651465798045603,145800
0,20,9,3,1,3,2,0.00920447074293228,113400
0,20,9,3,2,3,2,0.471400394477318,5807700
0,20,9,3,3,3,2,0.0177514792899408,218700
0,20,9,1,1,3,3,0.171487603305785,672300
0,20,9,1,2,3,3,0.0247933884297521,97200
0,20,9,2,1,3,3,0.0517553384002895,1158300
0,20,9,2,2,3,3,0.382555193630112,8561700
0,20,9,2,3,3,3,0.0521172638436482,1166400
0,20,9,3,1,3,3,0.0282708744247206,348300
0,20,9,3,2,3,3,0.400394477317554,4932900
0,20,9,3,3,3,3,0.0677186061801446,834300
0,20,14,1,1,1,1,0.857589984350548,13316400
0,20,14,1,2,1,1,0.117370892018779,1822500
0,20,14,2,1,1,1,0.0616545775338169,5094900
0,20,14,2,2,1,1,0.904332483826701,74730600
0,20,14,2,3,1,1,0.0129386394824544,1069200
0,20,14,3,1,1,1,0.0525409130060293,494100
0,20,14,3,2,1,1,0.78380706287683,7371000
0,20,14,3,3,1,1,0.132644272179156,1247400
0,20,14,1,1,1,2,0.0250391236306729,388800
0,20,14,2,1,1,2,0.000882179964712801,72900
0,20,14,2,2,1,2,0.020094099196236,1660500
0,20,14,2,3,1,2,9.80199960792002e-05,8100
0,20,14,3,1,1,2,0.00947459086993971,89100
0,20,14,3,2,1,2,0.0215331610680448,202500
0,20,14,1,1,2,1,0.0923866552609068,874800
0,20,14,1,2,2,1,0.00513259195893926,48600
0,20,14,2,1,2,1,0.0418185717349346,1579500
0,20,14,2,2,2,1,0.20694831653442,7816500
0,20,14,2,3,2,1,0.000428908428050611,16200
0,20,14,3,1,2,1,0.025,56700
0,20,14,3,2,2,1,0.310714285714286,704700
0,20,14,3,3,2,1,0.0714285714285714,162000
0,20,14,1,1,2,2,0.806672369546621,7638300
0,20,14,1,2,2,2,0.0958083832335329,907200
0,20,14,2,1,2,2,0.0686253484880978,2592000
0,20,14,2,2,2,2,0.66652369719065,25174800
0,20,14,2,3,2,2,0.0156551576238473,591300
0,20,14,3,2,2,2,0.464285714285714,1053000
0,20,14,3,3,2,2,0.128571428571429,291600
0,20,14,1,1,3,1,0.00719424460431655,8100
0,20,14,2,1,3,1,0.011441647597254,81000
0,20,14,3,2,3,1,0.00904977375565611,16200
0,20,14,1,1,3,2,0.920863309352518,1036800
0,20,14,2,1,3,2,0.200228832951945,1417500
0,20,14,2,2,3,2,0.378718535469108,2681100
0,20,14,2,3,3,2,0.0011441647597254,8100
0,20,14,3,1,3,2,0.0271493212669683,48600
0,20,14,3,2,3,2,0.552036199095023,988200
0,20,14,3,3,3,2,0.00904977375565611,16200
0,20,14,1,1,3,3,0.0719424460431655,81000
0,20,14,2,1,3,3,0.0617848970251716,437400
0,20,14,2,2,3,3,0.331807780320366,2349000
0,20,14,2,3,3,3,0.0148741418764302,105300
0,20,14,3,1,3,3,0.0135746606334842,24300
0,20,14,3,2,3,3,0.32579185520362,583200
0,20,14,3,3,3,3,0.0633484162895928,113400
0,20,15,1,1,1,1,0.756329113924051,3871800
0,20,15,1,2,1,1,0.237341772151899,1215000
0,20,15,2,1,1,1,0.0790472175379427,3037500
0,20,15,2,2,1,1,0.899241146711636,34554600
0,20,15,2,3,1,1,0.0115935919055649,445500
0,20,15,3,1,1,1,0.0352220520673813,186300
0,20,15,3,2,1,1,0.736600306278714,3896100
0,20,15,3,3,1,1,0.226646248085758,1198800
0,20,15,1,1,1,2,0.00632911392405063,32400
0,20,15,2,1,1,2,0.000421585160202361,16200
0,20,15,2,2,1,2,0.00927487352445194,356400
0,20,15,2,3,1,2,0.000421585160202361,16200
0,20,15,3,2,1,2,0.00153139356814701,8100
0,20,15,1,1,2,1,0.0513392857142857,186300
0,20,15,1,2,2,1,0.00669642857142857,24300
0,20,15,2,1,2,1,0.0412471581682364,1028700
0,20,15,2,2,2,1,0.173757713543358,4333500
0,20,15,2,3,2,1,0.00194868463786944,48600
0,20,15,3,1,2,1,0.00554016620498615,16200
0,20,15,3,2,2,1,0.290858725761773,850500
0,20,15,3,3,2,1,0.00554016620498615,16200
0,20,15,1,1,2,2,0.814732142857143,2956500
0,20,15,1,2,2,2,0.127232142857143,461700
0,20,15,2,1,2,2,0.0766482624228646,1911600
0,20,15,2,2,2,2,0.684313088665151,17066700
0,20,15,2,3,2,2,0.0220850925625203,550800
0,20,15,3,2,2,2,0.393351800554017,1150200
0,20,15,3,3,2,2,0.304709141274238,891000
0,20,15,1,1,3,1,0.0869565217391304,48600
0,20,15,2,1,3,1,0.0111940298507463,24300
0,20,15,2,2,3,1,0.00746268656716418,16200
0,20,15,3,2,3,1,0.021978021978022,16200
0,20,15,1,1,3,2,0.898550724637681,502200
0,20,15,2,1,3,2,0.283582089552239,615600
0,20,15,2,2,3,2,0.32089552238806,696600
0,20,15,3,1,3,2,0.0549450549450549,40500
0,20,15,3,2,3,2,0.593406593406593,437400
0,20,15,1,1,3,3,0.0144927536231884,8100
0,20,15,2,1,3,3,0.0746268656716418,162000
0,20,15,2,2,3,3,0.302238805970149,656100
0,20,15,3,2,3,3,0.274725274725275,202500
0,20,15,3,3,3,3,0.0549450549450549,40500
0,20,16,1,1,1,1,0.807569589613819,59454000
0,20,16,1,2,1,1,0.110793266585983,8156700
0,20,16,2,1,1,1,0.115644144544082,21100500
0,20,16,2,2,1,1,0.831483618929237,151713000
0,20,16,2,3,1,1,0.014738524371837,2689200
0,20,16,3,1,1,1,0.267326732673267,1312200
0,20,16,3,2,1,1,0.49009900990099,2405700
0,20,16,3,3,1,1,0.198019801980198,972000
0,20,16,1,1,1,2,0.0809770051710859,5961600
0,20,16,1,2,1,2,0.000660138629112114,48600
0,20,16,2,1,1,2,0.00989967149072183,1806300
0,20,16,2,2,1,2,0.0277457160614401,5062500
0,20,16,2,3,1,2,0.000488324602681346,89100
0,20,16,3,1,1,2,0.0066006600660066,32400
0,20,16,3,2,1,2,0.037953795379538,186300
0,20,16,1,1,2,1,0.0647226173541963,2211300
0,20,16,1,2,2,1,0.00711237553342817,243000
0,20,16,2,1,2,1,0.0399587817723838,5653800
0,20,16,2,2,2,1,0.0868445156858255,12287700
0,20,16,2,3,2,1,0.00085871307533776,121500
0,20,16,3,1,2,1,0.00526315789473684,32400
0,20,16,3,2,2,1,0.210526315789474,1296000
0,20,16,3,3,2,1,0.0289473684210526,178200
0,20,16,1,1,2,2,0.757705073494547,25887600
0,20,16,1,2,2,2,0.170222854433381,5815800
0,20,16,2,1,2,2,0.334096633844745,47271600
0,20,16,2,2,2,2,0.518662697504007,73386000
0,20,16,2,3,2,2,0.0124799633615755,1765800
0,20,16,3,1,2,2,0.00921052631578947,56700
0,20,16,3,2,2,2,0.686842105263158,4228200
0,20,16,3,3,2,2,0.0526315789473684,324000
0,20,16,1,1,2,3,0.000237079184447606,8100
0,20,16,2,1,2,3,0.000973208152049462,137700
0,20,16,2,2,2,3,0.00601099152736432,850500
0,20,16,2,3,2,3,0.000114495076711701,16200
0,20,16,3,2,2,3,0.00263157894736842,16200
0,20,16,3,3,2,3,0.00394736842105263,24300
0,20,16,1,1,3,1,0.000475963826749167,8100
0,20,16,2,1,3,1,0.00265705067375214,226800
0,20,16,2,2,3,1,0.00161320933763522,137700
0,20,16,2,3,3,1,9.48946669197191e-05,8100
0,20,16,3,1,3,1,0.00250312891113892,16200
0,20,16,3,2,3,1,0.00125156445556946,8100
0,20,16,1,1,3,2,0.673488814850071,11461500
0,20,16,2,1,3,2,0.260865439362308,22266900
0,20,16,2,2,3,2,0.117669386980452,10044000
0,20,16,2,3,3,2,9.48946669197191e-05,8100
0,20,16,3,1,3,2,0.0675844806007509,437400
0,20,16,3,2,3,2,0.188986232790989,1223100
0,20,16,3,3,3,2,0.00250312891113892,16200
0,20,16,1,1,3,3,0.31413612565445,5346000
0,20,16,1,2,3,3,0.0118990956687292,202500
0,20,16,2,1,3,3,0.261814386031505,22347900
0,20,16,2,2,3,3,0.335452647561207,28633500
0,20,16,2,3,3,3,0.0197380907193016,1684800
0,20,16,3,1,3,3,0.0876095118898623,567000
0,20,16,3,2,3,3,0.454317897371715,2940300
0,20,16,3,3,3,3,0.195244055068836,1263600
0,20,17,1,1,1,1,0.829192546583851,73531800
0,20,17,1,2,1,1,0.117647058823529,10432800
0,20,17,2,1,1,1,0.116666666666667,28350000
0,20,17,2,2,1,1,0.829033333333333,201455100
0,20,17,2,3,1,1,0.0178,4325400
0,20,17,3,1,1,1,0.225653206650831,1539000
0,20,17,3,2,1,1,0.528503562945368,3604500
0,20,17,3,3,1,1,0.187648456057007,1279800
0,20,17,1,1,1,2,0.0521556448666423,4625100
0,20,17,1,2,1,2,0.00100474972597735,89100
0,20,17,2,1,1,2,0.00876666666666667,2130300
0,20,17,2,2,1,2,0.0275333333333333,6690600
0,20,17,2,3,1,2,2e-04,48600
0,20,17,3,1,1,2,0.0154394299287411,105300
0,20,17,3,2,1,2,0.0415676959619952,283500
0,20,17,3,3,1,2,0.00118764845605701,8100
0,20,17,1,1,2,1,0.0803408399269629,3207600
0,20,17,1,2,2,1,0.0109555690809495,437400
0,20,17,2,1,2,1,0.0440319310694374,5629500
0,20,17,2,2,2,1,0.0983274201723264,12571200
0,20,17,2,3,2,1,0.00126710593005575,162000
0,20,17,3,1,2,1,0.0120746432491767,89100
0,20,17,3,2,2,1,0.153677277716795,1134000
0,20,17,3,3,2,1,0.0252469813391877,186300
0,20,17,1,1,2,2,0.747819030229255,29856600
0,20,17,1,2,2,2,0.160681679853926,6415200
0,20,17,2,1,2,2,0.306576279776989,39195900
0,20,17,2,2,2,2,0.524708565636087,67084200
0,20,17,2,3,2,2,0.0190699442473391,2438100
0,20,17,3,1,2,2,0.00658616904500549,48600
0,20,17,3,2,2,2,0.7596048298573,5605200
0,20,17,3,3,2,2,0.0384193194291987,283500
0,20,17,1,1,2,3,0.000202880908906472,8100
0,20,17,2,1,2,3,0.00120375063355297,153900
0,20,17,2,2,2,3,0.00456158134820071,583200
0,20,17,2,3,2,3,0.000253421186011151,32400
0,20,17,3,3,2,3,0.00439077936333699,32400
0,20,17,1,1,3,1,0.00173160173160173,32400
0,20,17,2,1,3,1,0.0049082373026035,372600
0,20,17,2,2,3,1,0.00192061459667093,145800
0,20,17,3,1,3,1,0.0032599837000815,32400
0,20,17,3,2,3,1,0.00488997555012225,48600
0,20,17,3,3,3,1,0.000814995925020375,8100
0,20,17,1,1,3,2,0.766666666666667,14345100
0,20,17,2,1,3,2,0.195475885616731,14839200
0,20,17,2,2,3,2,0.148100725565514,11242800
0,20,17,2,3,3,2,0.000533504054630815,40500
0,20,17,3,1,3,2,0.0513447432762836,510300
0,20,17,3,2,3,2,0.165444172779136,1644300
