scenario,timestep,iter,species,kp_nb
49,2,4,MAAM,1325
52,11,7,URAM,741
38,5,3,RASY,1012
42,6,10,PLCI,868
42,8,2,PLCI,810
42,11,1,MAAM,971
51,2,1,MAAM,1325
50,2,10,RASY,1077
49,6,4,RASY,858
41,5,9,PLCI,910
50,6,6,RASY,914
52,2,8,MAAM,1325
43,10,6,RASY,662
43,11,7,URAM,740
50,2,2,MAAM,1325
39,8,1,BLBR,1039
40,6,6,MAAM,1220
51,4,8,URAM,961
49,4,1,MAAM,1269
47,5,1,MAAM,1226
38,11,7,URAM,1161
43,4,9,RASY,957
45,4,5,MAAM,1280
37,1,9,RASY,984
49,6,6,PLCI,896
38,7,4,BLBR,1090
44,2,9,BLBR,1218
40,10,8,RASY,914
42,7,4,PLCI,817
47,5,9,URAM,892
38,11,7,MAAM,1108
50,10,1,MAAM,1157
41,10,3,PLCI,732
38,7,9,PLCI,1036
38,4,7,PLCI,1133
52,10,1,PLCI,813
44,5,1,PLCI,1116
45,9,5,BLBR,1053
49,6,5,URAM,896
39,2,2,PLCI,1134
45,4,1,PLCI,1087
46,8,6,RASY,998
50,4,3,PLCI,1050
46,6,4,BLBR,1136
39,5,1,PLCI,1070
39,2,6,PLCI,1134
48,9,1,MAAM,1134
47,5,7,MAAM,1204
41,6,6,RASY,839
48,8,1,BLBR,872
40,7,5,URAM,1136
47,6,3,MAAM,1205
52,4,1,URAM,920
40,5,5,BLBR,1123
48,4,4,RASY,977
51,5,7,PLCI,951
42,11,10,URAM,718
38,7,3,MAAM,1173
46,8,7,PLCI,1033
38,10,1,PLCI,990
45,3,3,URAM,1065
43,3,2,MAAM,1278
48,9,8,URAM,832
51,10,1,PLCI,809
42,11,5,MAAM,954
42,9,6,RASY,755
40,3,8,MAAM,1282
42,11,8,PLCI,674
39,4,8,BLBR,1175
43,9,3,BLBR,734
51,7,6,PLCI,908
46,3,6,URAM,1096
44,5,3,MAAM,1293
48,2,6,PLCI,1134
48,10,1,RASY,740
41,3,1,RASY,1015
45,8,5,URAM,1128
42,7,8,BLBR,843
42,4,10,PLCI,982
50,4,6,BLBR,1114
38,3,4,RASY,1033
46,6,3,MAAM,1253
44,3,3,URAM,1072
38,6,4,BLBR,1097
51,9,1,RASY,794
49,3,6,RASY,989
42,7,5,RASY,795
52,3,4,PLCI,1061
49,5,8,MAAM,1239
41,7,3,URAM,792
43,7,8,PLCI,830
46,2,5,URAM,1078
47,11,4,RASY,733
41,8,3,MAAM,1101
45,5,2,URAM,1069
42,5,9,BLBR,1006
37,0,6,MAAM,1337
45,6,2,BLBR,1155
39,4,8,PLCI,1109
40,8,4,MAAM,1131
52,6,7,RASY,895
48,11,1,URAM,742
48,7,7,MAAM,1151
44,6,3,PLCI,1067
51,8,7,RASY,832
42,2,9,PLCI,1134
52,7,2,BLBR,921
52,6,3,BLBR,980
45,5,4,PLCI,1061
38,7,1,PLCI,1010
50,8,3,PLCI,868
50,4,4,MAAM,1262
48,10,3,MAAM,1069
47,6,6,RASY,878
38,2,9,RASY,1077
45,5,3,MAAM,1242
52,2,5,MAAM,1325
39,7,2,BLBR,1083
52,10,3,PLCI,794
47,8,3,BLBR,954
43,6,1,RASY,837
49,2,5,PLCI,1134
41,9,4,MAAM,1110
44,11,7,PLCI,974
39,11,9,PLCI,944
48,8,7,RASY,774
52,3,9,URAM,964
38,5,7,RASY,1044
40,5,2,MAAM,1237
44,2,10,MAAM,1325
40,6,1,BLBR,1061
46,11,7,URAM,1131
44,10,6,URAM,1108
51,7,1,PLCI,876
47,11,9,PLCI,765
44,10,7,BLBR,1079
44,2,4,RASY,1077
50,10,8,BLBR,882
42,10,5,MAAM,1006
52,10,4,URAM,800
51,5,1,RASY,909
45,2,5,BLBR,1218
37,1,7,PLCI,1118
43,3,4,PLCI,1057
39,7,1,URAM,1097
44,11,6,MAAM,1201
52,5,7,URAM,925
47,6,5,MAAM,1267
43,2,10,MAAM,1325
38,3,1,RASY,1046
40,10,6,MAAM,1046
46,7,7,BLBR,1096
42,4,2,PLCI,997
45,2,8,RASY,1077
40,4,10,URAM,1063
52,2,1,MAAM,1325
42,7,9,URAM,853
51,10,7,URAM,802
47,4,8,PLCI,1020
43,6,5,PLCI,881
38,3,10,MAAM,1303
50,9,6,BLBR,900
39,7,2,MAAM,1175
45,3,10,BLBR,1197
47,11,2,MAAM,1109
49,11,2,PLCI,759
49,6,9,RASY,894
47,9,8,BLBR,877
47,5,4,PLCI,950
38,9,10,BLBR,1040
41,11,7,PLCI,702
47,11,2,BLBR,820
50,11,8,URAM,718
47,11,8,RASY,726
39,11,1,MAAM,1057
48,11,7,MAAM,1043
40,7,9,RASY,1006
47,10,9,RASY,745
44,4,3,BLBR,1215
51,9,2,MAAM,1136
52,2,9,MAAM,1325
44,3,5,PLCI,1126
45,9,6,URAM,1115
38,2,8,RASY,1077
50,4,4,URAM,937
40,3,4,PLCI,1093
38,3,7,RASY,1071
49,3,3,MAAM,1301
48,7,9,RASY,799
40,3,10,URAM,1083
50,11,2,BLBR,818
42,2,8,BLBR,1218
42,3,9,PLCI,1068
40,5,4,RASY,1022
47,9,2,URAM,801
42,3,7,RASY,1007
47,3,10,MAAM,1294
49,11,10,URAM,790
38,8,6,BLBR,1063
45,9,1,RASY,971
48,3,10,BLBR,1160
42,9,9,BLBR,794
44,2,7,BLBR,1218
48,3,9,BLBR,1147
47,4,4,RASY,940
43,4,6,RASY,957
41,7,4,URAM,815
49,6,5,MAAM,1175
42,5,4,BLBR,956
45,9,10,MAAM,1200
49,3,8,MAAM,1284
52,11,10,URAM,737
42,2,1,URAM,1078
50,7,9,URAM,877
52,6,3,MAAM,1220
45,7,6,PLCI,1026
47,8,8,BLBR,949
38,6,3,MAAM,1201
43,10,5,URAM,743
49,10,5,BLBR,815
46,6,1,MAAM,1233
42,6,5,RASY,830
37,2,10,PLCI,1107
48,3,2,URAM,981
50,5,4,PLCI,990
44,7,4,URAM,1127
43,10,1,URAM,759
44,3,9,MAAM,1302
40,4,6,PLCI,1095
43,2,6,URAM,1078
38,2,9,BLBR,1218
40,8,3,MAAM,1112
52,4,5,MAAM,1249
45,3,7,URAM,1060
39,8,2,BLBR,1043
37,0,4,URAM,973
40,3,1,MAAM,1305
46,5,1,URAM,1059
40,2,2,PLCI,1134
38,8,2,MAAM,1137
40,9,3,URAM,1138
40,3,10,RASY,1050
39,7,8,RASY,1017
52,6,5,RASY,903
39,4,3,URAM,1081
39,6,2,MAAM,1222
51,7,4,PLCI,910
46,3,7,MAAM,1314
44,9,3,BLBR,1102
45,4,8,MAAM,1260
45,4,1,RASY,1025
47,4,6,URAM,978
50,11,4,URAM,753
50,10,5,BLBR,833
52,9,6,BLBR,875
38,2,3,MAAM,1325
39,5,3,URAM,1092
45,11,2,URAM,1098
42,7,9,RASY,793
38,7,6,PLCI,1057
50,4,9,RASY,961
40,7,7,URAM,1125
51,8,1,URAM,844
42,3,7,MAAM,1280
40,10,5,PLCI,939
51,4,2,PLCI,976
43,6,2,RASY,815
51,3,8,BLBR,1149
52,10,3,RASY,746
37,0,9,RASY,975
45,6,2,PLCI,1073
45,4,3,RASY,1046
40,10,3,RASY,933
45,11,10,BLBR,1016
49,7,10,MAAM,1174
41,4,1,RASY,947
40,2,7,PLCI,1134
47,4,2,RASY,904
43,11,8,URAM,756
43,8,2,MAAM,1044
48,8,6,RASY,820
51,6,9,PLCI,921
51,7,6,URAM,930
50,10,4,RASY,747
38,2,2,PLCI,1134
38,8,4,BLBR,1064
44,4,9,RASY,1041
52,3,6,URAM,990
48,4,4,MAAM,1249
45,3,10,PLCI,1098
44,9,8,URAM,1108
40,9,2,BLBR,1013
41,4,2,MAAM,1233
41,2,5,RASY,1077
43,3,9,BLBR,1163
43,8,5,URAM,816
51,10,1,URAM,790
42,9,7,BLBR,753
49,7,9,PLCI,874
42,4,3,RASY,935
42,4,1,PLCI,978
48,5,5,PLCI,946
46,5,2,MAAM,1242
39,10,7,RASY,944
42,4,2,MAAM,1232
39,10,4,PLCI,965
49,9,4,RASY,759
43,5,7,PLCI,866
46,10,4,URAM,1124
50,5,10,MAAM,1224
40,3,5,MAAM,1296
42,6,7,BLBR,904
45,9,4,RASY,978
46,9,9,PLCI,1023
48,11,10,BLBR,775
51,4,7,RASY,948
52,6,3,RASY,886
46,10,6,BLBR,1044
51,10,9,PLCI,767
39,8,8,PLCI,1012
48,7,8,RASY,845
37,0,7,URAM,973
49,3,1,PLCI,1041
40,2,7,URAM,1078
38,7,1,MAAM,1188
40,3,3,MAAM,1302
49,5,10,RASY,899
49,4,7,PLCI,1005
50,6,2,URAM,904
52,5,8,URAM,915
44,6,10,URAM,1108
51,3,7,BLBR,1137
38,6,3,BLBR,1108
39,2,5,MAAM,1325
40,11,8,RASY,918
38,8,8,PLCI,1017
39,8,6,RASY,995
40,7,4,URAM,1118
42,9,8,RASY,711
48,6,9,RASY,844
45,6,5,RASY,1005
50,4,5,RASY,981
44,4,5,RASY,1048
47,8,8,RASY,769
52,3,9,MAAM,1307
46,11,1,PLCI,969
52,8,5,MAAM,1129
46,11,9,BLBR,996
48,8,6,MAAM,1119
44,10,8,PLCI,993
46,5,9,URAM,1095
50,7,1,RASY,863
45,7,6,MAAM,1252
48,8,7,URAM,830
46,5,5,BLBR,1170
46,8,10,BLBR,1084
48,3,3,PLCI,1073
51,9,3,MAAM,1134
50,8,5,PLCI,869
41,2,10,URAM,1078
43,6,1,URAM,882
41,3,4,URAM,985
52,3,7,URAM,947
47,11,8,MAAM,1139
44,6,4,RASY,1044
52,6,1,BLBR,981
49,3,3,PLCI,1062
42,5,10,BLBR,967
41,7,1,PLCI,868
50,11,2,MAAM,1123
48,8,7,MAAM,1122
42,3,10,BLBR,1149
45,10,3,PLCI,1001
49,8,9,MAAM,1138
52,5,5,BLBR,1048
52,5,3,MAAM,1251
45,3,7,PLCI,1106
46,3,8,BLBR,1189
43,2,4,BLBR,1218
38,8,4,MAAM,1187
38,9,6,RASY,931
51,4,9,RASY,960
47,2,8,URAM,1078
45,3,6,MAAM,1299
38,9,1,URAM,1130
42,8,7,PLCI,781
42,2,4,URAM,1078
43,2,9,PLCI,1134
51,8,6,URAM,883
40,6,10,BLBR,1058
40,4,3,PLCI,1051
42,4,10,MAAM,1224
39,6,9,URAM,1081
43,6,1,MAAM,1136
45,7,2,URAM,1126
49,11,8,PLCI,719
47,2,3,URAM,1078
48,5,1,PLCI,924
50,11,10,MAAM,1129
49,2,2,RASY,1077
51,3,10,MAAM,1287
46,4,2,PLCI,1083
49,6,1,URAM,830
43,9,9,BLBR,771
52,3,10,BLBR,1176
52,3,5,RASY,997
39,2,5,PLCI,1134
39,2,2,MAAM,1325
44,11,9,RASY,970
50,9,5,BLBR,914
41,11,4,URAM,746
48,8,10,BLBR,866
42,11,2,MAAM,930
40,7,1,BLBR,1057
41,9,9,MAAM,1110
37,2,10,MAAM,1315
43,8,3,URAM,772
46,2,4,URAM,1078
51,2,2,MAAM,1325
43,8,2,PLCI,813
42,3,5,MAAM,1297
43,4,8,BLBR,1058
40,11,9,PLCI,957
47,9,6,BLBR,922
38,5,2,BLBR,1177
43,3,7,BLBR,1121
43,11,5,RASY,631
46,5,1,MAAM,1255
47,11,5,PLCI,768
52,3,3,URAM,983
51,3,5,PLCI,1064
51,11,9,RASY,668
38,3,1,PLCI,1118
52,10,7,BLBR,826
44,10,4,BLBR,1066
43,9,1,RASY,697
44,5,2,URAM,1071
43,7,2,URAM,802
39,8,6,MAAM,1158
43,6,10,PLCI,872
51,8,9,MAAM,1153
37,1,2,MAAM,1338
50,2,1,BLBR,1218
41,11,1,URAM,746
39,4,8,RASY,1029
37,2,1,MAAM,1309
40,9,6,RASY,952
50,6,8,RASY,897
47,6,1,URAM,859
51,3,10,BLBR,1155
44,11,3,URAM,1113
43,2,1,URAM,1078
42,10,1,MAAM,1000
44,2,9,PLCI,1134
43,2,5,URAM,1078
50,7,2,URAM,864
50,5,8,URAM,927
48,8,8,URAM,850
51,7,1,MAAM,1169
41,4,9,BLBR,1103
48,2,2,URAM,1078
43,10,2,RASY,693
48,7,1,BLBR,926
42,3,9,MAAM,1270
45,6,3,MAAM,1231
40,2,1,MAAM,1325
46,2,6,URAM,1078
48,5,4,BLBR,1052
52,7,9,PLCI,899
51,10,9,MAAM,1111
50,10,8,URAM,778
49,10,9,BLBR,745
49,4,2,MAAM,1239
50,11,4,BLBR,823
46,11,2,PLCI,992
44,7,1,RASY,1029
51,11,1,MAAM,1103
45,5,2,RASY,1041
50,5,9,RASY,940
50,3,1,BLBR,1152
38,2,5,URAM,1078
49,5,3,PLCI,923
42,3,9,BLBR,1182
49,11,6,PLCI,717
51,2,5,URAM,1078
42,3,5,PLCI,1026
38,4,10,MAAM,1289
48,2,6,MAAM,1325
50,6,3,RASY,889
48,3,8,PLCI,1100
42,11,8,URAM,731
52,6,3,URAM,890
50,9,5,PLCI,844
46,9,3,MAAM,1170
41,7,9,PLCI,819
52,11,1,MAAM,1066
39,3,8,BLBR,1183
44,11,7,MAAM,1157
40,8,5,BLBR,1016
41,7,4,PLCI,839
50,10,6,BLBR,849
39,6,8,MAAM,1235
49,4,4,RASY,936
37,2,2,PLCI,1078
43,5,10,PLCI,910
43,2,1,PLCI,1134
39,6,7,MAAM,1222
41,9,5,RASY,695
45,10,3,BLBR,1025
48,8,6,BLBR,881
52,10,6,BLBR,802
48,7,9,MAAM,1127
41,7,9,MAAM,1159
52,4,3,BLBR,1097
47,7,2,RASY,826
38,8,9,RASY,978
42,3,6,PLCI,1040
52,6,4,RASY,882
40,9,4,PLCI,998
46,11,2,RASY,953
48,2,9,RASY,1077
42,8,2,URAM,798
41,9,8,PLCI,750
42,4,8,BLBR,1028
40,11,7,RASY,933
44,10,4,PLCI,1006
48,6,7,PLCI,875
42,7,7,BLBR,869
45,5,6,RASY,1014
41,8,2,MAAM,1103
52,5,3,BLBR,1019
51,11,1,URAM,714
41,10,4,PLCI,767
40,6,6,URAM,1094
49,5,5,RASY,926
51,5,2,MAAM,1225
42,3,4,MAAM,1291
50,11,1,RASY,723
52,7,7,RASY,867
51,8,6,BLBR,915
51,8,5,URAM,865
50,6,10,RASY,899
41,10,5,BLBR,779
42,4,5,URAM,987
52,4,1,BLBR,1079
38,5,5,MAAM,1253
45,6,9,PLCI,1049
51,7,2,URAM,877
44,6,7,MAAM,1276
44,10,9,MAAM,1168
37,1,4,BLBR,1179
45,11,4,URAM,1092
42,2,7,RASY,1077
47,2,7,RASY,1077
45,9,2,MAAM,1192
45,6,4,PLCI,1054
44,3,8,MAAM,1330
47,7,5,URAM,832
42,11,9,RASY,621
51,9,10,MAAM,1146
42,6,7,URAM,887
47,3,6,BLBR,1173
42,8,4,BLBR,819
41,2,1,RASY,1077
48,2,2,RASY,1077
44,2,9,MAAM,1325
40,9,6,MAAM,1096
43,8,1,URAM,787
37,2,8,PLCI,1082
41,7,5,PLCI,821
50,3,3,PLCI,1071
46,11,10,RASY,979
44,2,10,RASY,1077
45,9,4,URAM,1108
49,8,3,PLCI,823
41,6,6,URAM,880
40,5,9,RASY,1006
48,7,4,RASY,842
49,9,4,URAM,796
44,8,7,URAM,1129
40,10,2,RASY,951
45,8,4,RASY,979
46,4,4,PLCI,1100
44,6,1,PLCI,1099
50,2,5,BLBR,1218
46,7,8,URAM,1101
51,6,7,URAM,900
50,2,6,URAM,1078
51,11,3,RASY,724
39,7,10,RASY,983
38,6,7,RASY,1000
40,7,4,BLBR,1062
38,3,6,PLCI,1108
39,6,4,URAM,1056
44,8,3,PLCI,1054
39,2,2,URAM,1078
40,9,3,MAAM,1078
52,3,7,BLBR,1114
48,3,9,MAAM,1279
38,7,5,PLCI,1058
52,3,2,URAM,968
39,11,3,RASY,901
49,4,3,PLCI,992
44,7,6,MAAM,1233
50,9,3,MAAM,1167
45,5,10,MAAM,1261
40,5,4,URAM,1107
47,10,2,PLCI,791
41,4,7,MAAM,1209
52,3,1,PLCI,1071
41,11,2,RASY,678
50,7,8,RASY,843
47,11,9,URAM,746
38,9,9,RASY,951
39,4,1,BLBR,1165
40,8,3,PLCI,981
42,3,5,BLBR,1127
41,9,9,PLCI,741
46,10,7,URAM,1135
40,3,9,BLBR,1178
39,10,10,BLBR,959
43,5,6,MAAM,1190
50,11,2,RASY,685
50,8,7,BLBR,922
51,11,6,MAAM,1134
45,3,4,MAAM,1296
43,5,8,URAM,908
52,8,7,BLBR,887
40,11,2,RASY,938
39,6,3,MAAM,1219
45,10,8,PLCI,1021
47,9,5,BLBR,870
44,7,2,PLCI,1064
47,10,8,URAM,755
48,9,4,PLCI,802
41,5,1,RASY,882
48,7,4,PLCI,876
48,3,10,PLCI,1021
38,6,1,RASY,994
51,2,3,MAAM,1325
42,9,4,RASY,691
50,7,10,BLBR,981
49,10,4,BLBR,793
49,8,7,URAM,827
40,3,9,MAAM,1275
43,5,6,PLCI,884
44,11,9,BLBR,1009
44,2,8,URAM,1078
52,6,4,PLCI,935
46,5,8,MAAM,1254
51,7,7,BLBR,939
47,2,7,BLBR,1218
44,7,6,RASY,1006
41,8,3,PLCI,807
52,3,6,MAAM,1280
50,10,2,BLBR,861
47,5,1,BLBR,1044
41,4,3,URAM,955
39,11,6,URAM,1161
48,9,8,RASY,788
49,3,7,RASY,970
44,9,9,PLCI,1044
42,10,9,URAM,768
41,3,5,BLBR,1175
39,9,7,BLBR,1015
52,6,8,MAAM,1213
42,11,10,PLCI,678
52,10,5,URAM,771
48,2,7,MAAM,1325
38,5,6,URAM,1087
51,9,3,URAM,846
50,11,5,MAAM,1132
51,4,6,MAAM,1297
50,5,2,PLCI,1010
51,9,2,BLBR,860
51,6,6,BLBR,1029
43,9,6,MAAM,1051
41,5,8,PLCI,908
51,11,5,BLBR,775
49,7,6,URAM,854
42,8,8,MAAM,1068
48,3,2,BLBR,1110
38,6,2,MAAM,1238
44,4,6,PLCI,1111
41,3,9,PLCI,1060
48,7,5,MAAM,1159
51,6,9,RASY,870
49,7,1,MAAM,1172
41,9,2,MAAM,1088
37,1,10,RASY,997
44,7,3,RASY,991
47,9,5,URAM,818
44,3,10,RASY,1039
45,3,2,BLBR,1211
52,7,10,MAAM,1199
43,5,5,RASY,881
41,3,3,PLCI,1036
46,11,9,URAM,1130
38,8,10,MAAM,1170
40,4,8,URAM,1050
40,7,7,BLBR,1047
44,8,6,PLCI,1068
52,11,4,MAAM,1085
51,10,10,BLBR,833
49,3,3,BLBR,1147
46,3,5,BLBR,1206
39,6,7,URAM,1062
48,10,4,MAAM,1077
45,10,2,MAAM,1195
42,2,7,PLCI,1134
38,11,4,BLBR,994
52,6,2,MAAM,1184
39,2,6,URAM,1078
50,10,4,URAM,800
42,3,2,MAAM,1270
41,4,4,URAM,908
47,9,4,RASY,788
48,5,10,MAAM,1242
39,3,2,BLBR,1222
44,6,4,PLCI,1106
38,5,1,MAAM,1258
49,6,6,RASY,872
39,11,5,RASY,911
38,11,10,URAM,1112
40,9,5,BLBR,1019
47,9,8,RASY,749
37,1,7,MAAM,1346
50,5,6,PLCI,1002
48,5,6,PLCI,947
41,8,10,URAM,816
39,11,7,BLBR,967
49,7,10,PLCI,893
40,11,3,BLBR,941
47,7,6,URAM,874
38,6,6,BLBR,1124
45,7,7,RASY,1022
37,0,4,BLBR,1158
42,10,1,BLBR,730
47,10,6,PLCI,787
51,5,4,BLBR,1024
51,11,3,BLBR,805
40,4,5,BLBR,1172
50,7,7,PLCI,930
41,4,8,BLBR,1105
41,5,9,MAAM,1181
52,8,7,MAAM,1148
42,6,2,BLBR,938
45,5,4,URAM,1107
38,11,3,BLBR,983
43,10,3,BLBR,703
39,11,8,MAAM,1089
49,11,3,URAM,776
41,5,10,RASY,864
44,9,10,MAAM,1219
52,10,10,BLBR,805
37,2,10,RASY,990
44,2,8,RASY,1077
42,6,2,PLCI,872
50,4,6,PLCI,1012
43,9,9,RASY,723
46,6,2,RASY,1011
51,11,2,MAAM,1079
45,11,3,MAAM,1151
45,9,1,BLBR,1053
40,4,9,BLBR,1173
48,5,7,PLCI,934
49,8,4,PLCI,835
39,2,3,PLCI,1134
50,2,7,RASY,1077
46,7,3,PLCI,1064
37,2,8,URAM,1005
51,6,1,RASY,877
49,9,3,URAM,814
46,11,1,URAM,1123
48,5,8,URAM,915
48,6,5,MAAM,1190
51,8,2,PLCI,890
46,3,1,BLBR,1187
52,6,2,PLCI,956
39,4,1,MAAM,1258
38,11,2,URAM,1153
39,4,3,BLBR,1151
48,2,3,RASY,1077
47,3,6,MAAM,1314
52,7,3,URAM,880
43,8,8,PLCI,798
45,4,9,PLCI,1096
48,2,5,PLCI,1134
50,4,10,PLCI,1056
45,8,8,BLBR,1109
49,3,9,URAM,1041
43,10,7,MAAM,951
51,3,8,PLCI,1076
40,9,5,URAM,1133
41,7,8,MAAM,1133
39,10,1,RASY,930
44,11,8,PLCI,980
44,3,4,RASY,1063
44,6,6,BLBR,1168
42,5,4,PLCI,915
38,3,6,MAAM,1315
45,5,7,RASY,1026
46,2,8,PLCI,1134
40,2,8,BLBR,1218
39,5,3,MAAM,1267
48,4,4,URAM,934
52,2,9,BLBR,1218
45,6,4,URAM,1111
41,6,5,URAM,846
39,11,6,RASY,903
52,4,10,BLBR,1079
44,6,4,BLBR,1182
48,11,5,PLCI,697
51,11,3,PLCI,787
45,10,3,MAAM,1200
41,7,9,RASY,790
45,4,7,BLBR,1194
46,9,10,BLBR,1047
52,4,7,BLBR,1077
52,11,1,URAM,768
49,8,8,RASY,822
46,3,2,RASY,1059
41,9,2,URAM,730
47,3,2,MAAM,1266
52,4,10,MAAM,1282
48,10,6,BLBR,805
39,10,9,RASY,949
43,2,6,MAAM,1325
48,4,10,RASY,941
52,9,2,MAAM,1147
40,8,8,MAAM,1129
49,6,1,BLBR,980
44,5,9,URAM,1108
39,9,4,URAM,1129
44,8,3,MAAM,1278
46,9,3,RASY,1012
45,10,6,PLCI,1003
46,2,6,MAAM,1325
45,2,9,RASY,1077
39,8,10,PLCI,974
43,5,1,RASY,903
46,5,10,URAM,1076
42,4,9,RASY,963
43,4,10,PLCI,968
49,3,8,BLBR,1153
48,11,5,MAAM,1055
50,3,6,PLCI,1068
43,8,4,URAM,786
41,3,1,PLCI,1059
46,8,5,PLCI,1008
43,3,2,URAM,993
47,5,4,RASY,891
40,4,5,RASY,1046
38,4,2,MAAM,1269
43,6,7,BLBR,875
52,8,5,RASY,857
46,6,2,PLCI,1063
51,11,6,PLCI,769
45,11,10,PLCI,974
38,3,7,URAM,1067
47,7,4,URAM,849
44,10,7,RASY,973
47,4,3,RASY,928
41,11,6,URAM,765
47,7,3,BLBR,972
48,9,9,PLCI,793
49,2,10,BLBR,1218
42,4,6,RASY,925
38,11,9,URAM,1161
49,6,2,MAAM,1164
50,4,1,BLBR,1097
50,3,9,RASY,1009
44,6,8,BLBR,1181
52,10,7,RASY,777
52,8,1,URAM,871
41,2,6,URAM,1078
52,4,2,RASY,982
52,4,7,PLCI,1013
39,3,2,MAAM,1286
52,7,9,RASY,869
46,7,4,PLCI,1058
41,7,6,MAAM,1137
47,3,2,RASY,962
51,7,7,URAM,905
38,7,9,RASY,961
49,8,2,BLBR,906
44,2,8,MAAM,1325
40,7,2,URAM,1108
49,7,3,URAM,862
45,3,8,BLBR,1201
52,7,2,URAM,900
40,10,3,PLCI,947
39,6,8,RASY,1030
43,9,1,BLBR,760
42,11,4,RASY,630
42,3,7,BLBR,1136
43,8,4,PLCI,790
38,2,7,RASY,1077
47,4,8,RASY,939
48,10,1,MAAM,1088
50,3,10,MAAM,1303
51,5,7,URAM,900
48,6,6,RASY,875
40,9,3,RASY,960
49,10,7,BLBR,775
44,6,2,PLCI,1069
39,4,7,BLBR,1161
45,5,10,URAM,1102
41,11,8,BLBR,747
45,3,8,RASY,1039
48,11,8,MAAM,1088
38,11,5,RASY,921
43,4,1,MAAM,1218
45,10,5,URAM,1090
43,2,9,RASY,1077
46,7,9,BLBR,1103
52,4,10,PLCI,1027
46,5,10,RASY,1026
40,5,8,PLCI,1053
42,9,8,MAAM,1031
46,4,5,URAM,1081
40,4,2,URAM,1064
38,11,7,BLBR,1014
47,11,10,URAM,781
39,7,2,URAM,1120
47,4,6,RASY,959
39,2,4,MAAM,1325
52,7,7,PLCI,903
39,3,5,MAAM,1311
46,3,4,RASY,1067
40,10,7,BLBR,976
47,8,10,BLBR,931
43,2,10,BLBR,1218
50,9,8,URAM,817
46,11,4,PLCI,987
52,5,2,URAM,919
45,7,10,RASY,1026
52,9,8,PLCI,798
43,9,10,URAM,776
37,1,4,RASY,998
46,4,6,MAAM,1286
52,10,3,BLBR,820
45,4,1,MAAM,1277
52,2,8,RASY,1077
43,5,1,URAM,916
52,2,4,MAAM,1325
39,6,7,BLBR,1107
52,6,4,BLBR,970
42,3,5,RASY,967
44,9,8,BLBR,1077
48,3,5,RASY,964
42,9,9,MAAM,1027
49,9,8,PLCI,799
49,4,3,RASY,941
45,8,8,RASY,1031
42,8,6,URAM,808
51,7,4,RASY,846
42,9,9,URAM,784
40,5,5,MAAM,1238
49,8,7,BLBR,843
43,11,7,RASY,635
42,2,1,RASY,1077
43,8,8,RASY,748
42,11,8,BLBR,693
46,8,7,BLBR,1063
38,2,4,MAAM,1325
46,9,4,PLCI,1016
49,8,10,RASY,809
42,6,6,PLCI,861
43,6,10,RASY,811
39,4,6,URAM,1061
46,6,4,PLCI,1066
42,4,5,MAAM,1237
48,6,1,URAM,878
45,8,1,RASY,1004
38,7,7,RASY,977
43,11,2,MAAM,951
45,4,10,MAAM,1277
45,6,7,RASY,1029
47,10,9,PLCI,778
38,9,3,PLCI,970
46,8,7,MAAM,1212
38,9,6,MAAM,1146
49,2,2,URAM,1078
51,11,9,MAAM,1090
51,3,9,PLCI,1056
49,11,4,RASY,713
45,6,4,MAAM,1246
39,11,8,PLCI,936
45,8,6,RASY,1017
48,7,6,RASY,824
38,6,9,URAM,1104
38,5,6,RASY,1033
39,11,2,MAAM,1059
38,9,8,MAAM,1156
38,10,6,BLBR,1006
38,10,9,URAM,1145
48,5,5,BLBR,1024
44,11,8,MAAM,1161
48,10,10,RASY,735
41,7,1,BLBR,923
50,9,3,RASY,776
52,10,8,BLBR,785
39,4,7,RASY,1020
48,7,6,PLCI,853
40,8,3,RASY,977
42,10,3,RASY,691
47,2,10,MAAM,1325
38,9,5,URAM,1119
38,8,2,RASY,953
42,6,3,MAAM,1132
41,2,3,URAM,1078
50,8,6,MAAM,1196
42,11,4,PLCI,645
50,9,9,URAM,842
46,10,7,RASY,981
50,8,7,RASY,837
44,2,10,BLBR,1218
43,4,5,BLBR,1081
49,2,9,PLCI,1134
41,7,3,BLBR,972
47,5,2,RASY,882
51,11,9,PLCI,736
46,9,10,RASY,997
48,3,2,PLCI,1054
40,2,1,BLBR,1218
46,9,2,MAAM,1190
48,3,1,MAAM,1316
45,2,3,RASY,1077
52,5,9,MAAM,1233
49,2,6,PLCI,1134
44,5,8,URAM,1090
41,3,5,RASY,996
38,8,7,URAM,1128
41,11,7,URAM,717
41,2,8,RASY,1077
41,4,2,BLBR,1074
41,7,5,MAAM,1083
51,8,8,PLCI,868
51,8,3,BLBR,901
48,3,3,RASY,1009
43,8,10,BLBR,831
43,4,5,PLCI,976
41,8,7,MAAM,1114
45,8,3,RASY,1015
50,8,6,PLCI,891
39,7,4,MAAM,1178
48,10,9,PLCI,752
52,3,8,BLBR,1119
47,11,3,URAM,737
39,11,5,BLBR,945
40,9,2,PLCI,983
47,10,9,MAAM,1146
47,4,3,URAM,923
43,6,7,URAM,825
38,9,6,BLBR,1054
39,10,10,URAM,1146
46,8,8,MAAM,1197
50,9,6,MAAM,1168
41,4,6,MAAM,1224
40,11,7,BLBR,981
