TransitionGroupID,Timestep,TertiaryStratumID,Amount,srcClassID,destClassID
mixt_1_to_mixt_2 [Type],0,85,0.057912382743491864,21,22
mixt_3_to_mixt_2 [Type],0,85,0.5114957895408024,23,22
conif_1_to_mixt_2 [Type],0,85,0,31,22
conif_2_to_mixt_2 [Type],0,85,0.04986372945262274,32,22
conif_3_to_mixt_2 [Type],0,85,0.10071465379441102,33,22
decid_1_to_mixt_3 [Type],0,85,0,11,23
decid_2_to_mixt_3 [Type],0,85,0.002127913511972279,12,23
decid_3_to_mixt_3 [Type],0,85,0.023408302675277604,13,23
mixt_1_to_mixt_3 [Type],0,85,0,21,23
mixt_2_to_mixt_3 [Type],0,85,0.015202094802810096,22,23
conif_1_to_mixt_3 [Type],0,85,0,31,23
conif_2_to_mixt_3 [Type],0,85,8.726428190367619e-4,32,23
conif_3_to_mixt_3 [Type],0,85,0.014518248429732705,33,23
decid_1_to_conif_1 [Type],0,85,0,11,31
decid_2_to_conif_1 [Type],0,85,0,12,31
decid_3_to_conif_1 [Type],0,85,0,13,31
mixt_1_to_conif_1 [Type],0,85,0.018013976155158984,21,31
mixt_2_to_conif_1 [Type],0,85,0.0018729531034376024,22,31
mixt_3_to_conif_1 [Type],0,85,0,23,31
conif_2_to_conif_1 [Type],0,85,0.2150335135630942,32,31
conif_3_to_conif_1 [Type],0,85,0.017150253698733797,33,31
decid_1_to_conif_2 [Type],0,85,0,11,32
decid_2_to_conif_2 [Type],0,85,0,12,32
decid_3_to_conif_2 [Type],0,85,0,13,32
mixt_1_to_conif_2 [Type],0,85,0.012160517427236672,21,32
mixt_2_to_conif_2 [Type],0,85,0.011882541888626696,22,32
mixt_3_to_conif_2 [Type],0,85,0.003478271408216771,23,32
conif_1_to_conif_2 [Type],0,85,0.00525931909825228,31,32
conif_3_to_conif_2 [Type],0,85,0.25832641786011545,33,32
decid_1_to_conif_3 [Type],0,85,0,11,33
decid_2_to_conif_3 [Type],0,85,0,12,33
decid_3_to_conif_3 [Type],0,85,0,13,33
mixt_1_to_conif_3 [Type],0,85,0,21,33
mixt_2_to_conif_3 [Type],0,85,9.360376466247544e-4,22,33
mixt_3_to_conif_3 [Type],0,85,3.1570640092237756e-4,23,33
conif_1_to_conif_3 [Type],0,85,0,31,33
conif_2_to_conif_3 [Type],0,85,0.01870238195345586,32,33
decid_2_to_decid_1 [Type],0,86,0.015436653762124442,12,11
decid_3_to_decid_1 [Type],0,86,0.02945762246241601,13,11
mixt_1_to_decid_1 [Type],0,86,0.006751875243767191,21,11
mixt_2_to_decid_1 [Type],0,86,0.0027401304966471196,22,11
mixt_3_to_decid_1 [Type],0,86,0,23,11
conif_1_to_decid_1 [Type],0,86,0,31,11
conif_2_to_decid_1 [Type],0,86,6.807154134548243e-4,32,11
conif_3_to_decid_1 [Type],0,86,1.5263680162180826e-4,33,11
decid_1_to_decid_2 [Type],0,86,0.06383522049693524,11,12
decid_3_to_decid_2 [Type],0,86,0.40538919848606436,13,12
mixt_1_to_decid_2 [Type],0,86,0.001874196329345934,21,12
mixt_2_to_decid_2 [Type],0,86,0.04496773221504202,22,12
mixt_3_to_decid_2 [Type],0,86,0.05224998628563715,23,12
conif_1_to_decid_2 [Type],0,86,0,31,12
conif_2_to_decid_2 [Type],0,86,6.807154134548243e-4,32,12
conif_3_to_decid_2 [Type],0,86,0.0019860992793006016,33,12
decid_1_to_decid_3 [Type],0,86,0,11,13
decid_2_to_decid_3 [Type],0,86,0.011631861913455777,12,13
mixt_1_to_decid_3 [Type],0,86,0,21,13
mixt_2_to_decid_3 [Type],0,86,0.0016315125654379203,22,13
mixt_3_to_decid_3 [Type],0,86,0.006977566987918515,23,13
conif_1_to_decid_3 [Type],0,86,0,31,13
conif_2_to_decid_3 [Type],0,86,0,32,13
conif_3_to_decid_3 [Type],0,86,5.343307888839854e-4,33,13
decid_1_to_mixt_1 [Type],0,86,0.10108263201953371,11,21
decid_2_to_mixt_1 [Type],0,86,0.0033531568273110768,12,21
decid_3_to_mixt_1 [Type],0,86,0.0030830286983247746,13,21
mixt_2_to_mixt_1 [Type],0,86,0.059031606058012165,22,21
mixt_3_to_mixt_1 [Type],0,86,0,23,21
conif_1_to_mixt_1 [Type],0,86,0.08265052752791702,31,21
conif_2_to_mixt_1 [Type],0,86,0.08944996148872253,32,21
conif_3_to_mixt_1 [Type],0,86,0.00850687946985329,33,21
decid_1_to_mixt_2 [Type],0,86,0.009880270547200198,11,22
decid_2_to_mixt_2 [Type],0,86,0.07872247264452126,12,22
decid_3_to_mixt_2 [Type],0,86,0.07540210551247473,13,22
mixt_1_to_mixt_2 [Type],0,86,0.07438758748087271,21,22
mixt_3_to_mixt_2 [Type],0,86,0.37599636942286063,23,22
conif_1_to_mixt_2 [Type],0,86,7.190364920317549e-5,31,22
conif_2_to_mixt_2 [Type],0,86,0.06394933549419668,32,22
conif_3_to_mixt_2 [Type],0,86,0.16520275103085835,33,22
decid_1_to_mixt_3 [Type],0,86,0,11,23
decid_2_to_mixt_3 [Type],0,86,9.133812227081206e-4,12,23
decid_3_to_mixt_3 [Type],0,86,0.011944688717764995,13,23
mixt_1_to_mixt_3 [Type],0,86,0,21,23
mixt_2_to_mixt_3 [Type],0,86,0.01543112312464523,22,23
conif_1_to_mixt_3 [Type],0,86,0,31,23
conif_2_to_mixt_3 [Type],0,86,9.725925777579469e-4,32,23
conif_3_to_mixt_3 [Type],0,86,0.01290376641435087,33,23
decid_1_to_conif_1 [Type],0,86,0,11,31
decid_2_to_conif_1 [Type],0,86,0,12,31
decid_3_to_conif_1 [Type],0,86,0,13,31
mixt_1_to_conif_1 [Type],0,86,0.009524586492416054,21,31
mixt_2_to_conif_1 [Type],0,86,9.028295347484061e-4,22,31
mixt_3_to_conif_1 [Type],0,86,0,23,31
conif_2_to_conif_1 [Type],0,86,0.19648089014026116,32,31
conif_3_to_conif_1 [Type],0,86,0.010972900687446607,33,31
decid_1_to_conif_2 [Type],0,86,0,11,32
decid_2_to_conif_2 [Type],0,86,0,12,32
decid_3_to_conif_2 [Type],0,86,0,13,32
mixt_1_to_conif_2 [Type],0,86,0.0022260000659407586,21,32
mixt_2_to_conif_2 [Type],0,86,0.005604901685953956,22,32
mixt_3_to_conif_2 [Type],0,86,0.0012650226443058354,23,32
conif_1_to_conif_2 [Type],0,86,0.0036737023152738635,31,32
conif_3_to_conif_2 [Type],0,86,0.21213802241350932,33,32
decid_1_to_conif_3 [Type],0,86,0,11,33
decid_2_to_conif_3 [Type],0,86,0,12,33
decid_3_to_conif_3 [Type],0,86,0,13,33
mixt_1_to_conif_3 [Type],0,86,0,21,33
mixt_2_to_conif_3 [Type],0,86,0.001135950268357555,22,33
mixt_3_to_conif_3 [Type],0,86,0.0025316496312488557,23,33
conif_1_to_conif_3 [Type],0,86,0,31,33
conif_2_to_conif_3 [Type],0,86,0.021004512015687427,32,33
decid_2_to_decid_1 [Type],0,124,0.028362749083578498,12,11
decid_3_to_decid_1 [Type],0,124,0,13,11
mixt_1_to_decid_1 [Type],0,124,0.005063323673817899,21,11
mixt_2_to_decid_1 [Type],0,124,4.4043164435392246e-4,22,11
mixt_3_to_decid_1 [Type],0,124,0,23,11
conif_1_to_decid_1 [Type],0,124,0.02506664355713495,31,11
conif_2_to_decid_1 [Type],0,124,0,32,11
conif_3_to_decid_1 [Type],0,124,0,33,11
decid_1_to_decid_2 [Type],0,124,0.012603508997950708,11,12
decid_3_to_decid_2 [Type],0,124,0.39480982820858534,13,12
mixt_1_to_decid_2 [Type],0,124,0,21,12
mixt_2_to_decid_2 [Type],0,124,0.013968095456972418,22,12
mixt_3_to_decid_2 [Type],0,124,0.03022594105900278,23,12
conif_1_to_decid_2 [Type],0,124,0,31,12
conif_2_to_decid_2 [Type],0,124,0,32,12
conif_3_to_decid_2 [Type],0,124,0,33,12
decid_1_to_decid_3 [Type],0,124,0,11,13
decid_2_to_decid_3 [Type],0,124,0.016166868021335934,12,13
mixt_1_to_decid_3 [Type],0,124,0,21,13
mixt_2_to_decid_3 [Type],0,124,6.60720257135039e-4,22,13
mixt_3_to_decid_3 [Type],0,124,6.077180749670674e-4,23,13
conif_1_to_decid_3 [Type],0,124,0,31,13
conif_2_to_decid_3 [Type],0,124,0,32,13
conif_3_to_decid_3 [Type],0,124,0,33,13
decid_1_to_mixt_1 [Type],0,124,0.04736447112914588,11,21
decid_2_to_mixt_1 [Type],0,124,0.015331340794756176,12,21
decid_3_to_mixt_1 [Type],0,124,0,13,21
mixt_2_to_mixt_1 [Type],0,124,0.050597536642944196,22,21
mixt_3_to_mixt_1 [Type],0,124,0.0018242642129726594,23,21
conif_1_to_mixt_1 [Type],0,124,0.24876339569775752,31,21
conif_2_to_mixt_1 [Type],0,124,0.1218277841573635,32,21
conif_3_to_mixt_1 [Type],0,124,0.011405246003770242,33,21
decid_1_to_mixt_2 [Type],0,124,0,11,22
decid_2_to_mixt_2 [Type],0,124,0.13635183211290436,12,22
decid_3_to_mixt_2 [Type],0,124,0.14413185123767802,13,22
mixt_1_to_mixt_2 [Type],0,124,0.09360669599294702,21,22
mixt_3_to_mixt_2 [Type],0,124,0.47829609008238305,23,22
conif_1_to_mixt_2 [Type],0,124,0.00995049628719058,31,22
conif_2_to_mixt_2 [Type],0,124,0.12848757994789028,32,22
conif_3_to_mixt_2 [Type],0,124,0.16519031121168404,33,22
decid_1_to_mixt_3 [Type],0,124,0,11,23
decid_2_to_mixt_3 [Type],0,124,0.0020580388145126083,12,23
decid_3_to_mixt_3 [Type],0,124,0.018693237074683622,13,23
mixt_1_to_mixt_3 [Type],0,124,0,21,23
mixt_2_to_mixt_3 [Type],0,124,0.03907244282135902,22,23
conif_1_to_mixt_3 [Type],0,124,0,31,23
conif_2_to_mixt_3 [Type],0,124,5.298013616905628e-4,32,23
conif_3_to_mixt_3 [Type],0,124,0.06610228158881981,33,23
decid_1_to_conif_1 [Type],0,124,0,11,31
decid_2_to_conif_1 [Type],0,124,0,12,31
decid_3_to_conif_1 [Type],0,124,0,13,31
mixt_1_to_conif_1 [Type],0,124,0,21,31
mixt_2_to_conif_1 [Type],0,124,0.0011014432244316197,22,31
mixt_3_to_conif_1 [Type],0,124,6.077180749670674e-4,23,31
conif_2_to_conif_1 [Type],0,124,0.06855770669208283,32,31
conif_3_to_conif_1 [Type],0,124,0,33,31
decid_1_to_conif_2 [Type],0,124,0,11,32
decid_2_to_conif_2 [Type],0,124,0,12,32
decid_3_to_conif_2 [Type],0,124,0,13,32
mixt_1_to_conif_2 [Type],0,124,0,21,32
mixt_2_to_conif_2 [Type],0,124,0.003528903815768869,22,32
mixt_3_to_conif_2 [Type],0,124,0.002433093629656491,23,32
conif_1_to_conif_2 [Type],0,124,0.00995049628719058,31,32
conif_3_to_conif_2 [Type],0,124,0.17014471513737228,33,32
decid_1_to_conif_3 [Type],0,124,0,11,33
decid_2_to_conif_3 [Type],0,124,0,12,33
decid_3_to_conif_3 [Type],0,124,0,13,33
mixt_1_to_conif_3 [Type],0,124,0,21,33
mixt_2_to_conif_3 [Type],0,124,4.4043164435392246e-4,22,33
mixt_3_to_conif_3 [Type],0,124,0,23,33
conif_1_to_conif_3 [Type],0,124,0,31,33
conif_2_to_conif_3 [Type],0,124,0.00904514460863115,32,33
decid_2_to_decid_1 [Type],0,125,0.02746700136369018,12,11
decid_3_to_decid_1 [Type],0,125,0,13,11
mixt_1_to_decid_1 [Type],0,125,0.0061728984917408525,21,11
mixt_2_to_decid_1 [Type],0,125,0.001060633142709766,22,11
mixt_3_to_decid_1 [Type],0,125,0,23,11
conif_1_to_decid_1 [Type],0,125,0,31,11
conif_2_to_decid_1 [Type],0,125,0,32,11
conif_3_to_decid_1 [Type],0,125,0,33,11
decid_1_to_decid_2 [Type],0,125,0.018520121299688608,11,12
decid_3_to_decid_2 [Type],0,125,0.36235322741081244,13,12
mixt_1_to_decid_2 [Type],0,125,0.003081671426312993,21,12
mixt_2_to_decid_2 [Type],0,125,0.015670485233945652,22,12
mixt_3_to_decid_2 [Type],0,125,0.016963451203815483,23,12
conif_1_to_decid_2 [Type],0,125,0,31,12
conif_2_to_decid_2 [Type],0,125,0,32,12
conif_3_to_decid_2 [Type],0,125,0,33,12
decid_1_to_decid_3 [Type],0,125,0,11,13
decid_2_to_decid_3 [Type],0,125,0.025876594743391546,12,13
mixt_1_to_decid_3 [Type],0,125,0,21,13
mixt_2_to_decid_3 [Type],0,125,0.0017683479795852497,22,13
mixt_3_to_decid_3 [Type],0,125,0.018520121299688608,23,13
conif_1_to_decid_3 [Type],0,125,0,31,13
conif_2_to_decid_3 [Type],0,125,0,32,13
conif_3_to_decid_3 [Type],0,125,0,33,13
decid_1_to_mixt_1 [Type],0,125,0.07135296204590358,11,21
decid_2_to_mixt_1 [Type],0,125,0.010113056460126835,12,21
decid_3_to_mixt_1 [Type],0,125,0,13,21
mixt_2_to_mixt_1 [Type],0,125,0.047413786211638165,22,21
mixt_3_to_mixt_1 [Type],0,125,0.001530222778643786,23,21
conif_1_to_mixt_1 [Type],0,125,0.3172835911483788,31,21
conif_2_to_mixt_1 [Type],0,125,0.14535175655380073,32,21
conif_3_to_mixt_1 [Type],0,125,0.010398896106321942,33,21
decid_1_to_mixt_2 [Type],0,125,0,11,22
decid_2_to_mixt_2 [Type],0,125,0.13800576815876897,12,22
decid_3_to_mixt_2 [Type],0,125,0.12294198069297091,13,22
mixt_1_to_mixt_2 [Type],0,125,0.05700966641711058,21,22
mixt_3_to_mixt_2 [Type],0,125,0.3456800808664594,23,22
conif_1_to_mixt_2 [Type],0,125,0,31,22
conif_2_to_mixt_2 [Type],0,125,0.10859185980802655,32,22
conif_3_to_mixt_2 [Type],0,125,0.16954520146260044,33,22
decid_1_to_mixt_3 [Type],0,125,0,11,23
decid_2_to_mixt_3 [Type],0,125,0.008550487305122423,12,23
decid_3_to_mixt_3 [Type],0,125,0.011050062934438554,13,23
mixt_1_to_mixt_3 [Type],0,125,0,21,23
mixt_2_to_mixt_3 [Type],0,125,0.04223463852960896,22,23
conif_1_to_mixt_3 [Type],0,125,0,31,23
conif_2_to_mixt_3 [Type],0,125,6.42054640829337e-4,32,23
conif_3_to_mixt_3 [Type],0,125,0.045880076936757996,33,23
decid_1_to_conif_1 [Type],0,125,0,11,31
decid_2_to_conif_1 [Type],0,125,0,12,31
decid_3_to_conif_1 [Type],0,125,0,13,31
mixt_1_to_conif_1 [Type],0,125,0.009273770641726964,21,31
mixt_2_to_conif_1 [Type],0,125,0.001060633142709766,22,31
mixt_3_to_conif_1 [Type],0,125,0,23,31
conif_2_to_conif_1 [Type],0,125,0.09430556292397985,32,31
conif_3_to_conif_1 [Type],0,125,0.003454241755120435,33,31
decid_1_to_conif_2 [Type],0,125,0,11,32
decid_2_to_conif_2 [Type],0,125,0,12,32
decid_3_to_conif_2 [Type],0,125,0,13,32
mixt_1_to_conif_2 [Type],0,125,0.015504815029159569,21,32
mixt_2_to_conif_2 [Type],0,125,0.002122393620095475,22,32
mixt_3_to_conif_2 [Type],0,125,0.001530222778643786,23,32
conif_1_to_conif_2 [Type],0,125,0.0794253821016766,31,32
conif_3_to_conif_2 [Type],0,125,0.1778916926794153,33,32
decid_1_to_conif_3 [Type],0,125,0,11,33
decid_2_to_conif_3 [Type],0,125,0,12,33
decid_3_to_conif_3 [Type],0,125,0,13,33
mixt_1_to_conif_3 [Type],0,125,0,21,33
mixt_2_to_conif_3 [Type],0,125,7.069636797409906e-4,22,33
mixt_3_to_conif_3 [Type],0,125,0,23,33
conif_1_to_conif_3 [Type],0,125,0,31,33
conif_2_to_conif_3 [Type],0,125,0.0032144088308077023,32,33
decid_2_to_decid_1 [Type],0,126,0.023623219342690516,12,11
decid_3_to_decid_1 [Type],0,126,0,13,11
mixt_1_to_decid_1 [Type],0,126,0.011245337433191338,21,11
mixt_2_to_decid_1 [Type],0,126,4.0184851934044197e-4,22,11
mixt_3_to_decid_1 [Type],0,126,0,23,11
conif_1_to_decid_1 [Type],0,126,0,31,11
conif_2_to_decid_1 [Type],0,126,0,32,11
conif_3_to_decid_1 [Type],0,126,0,33,11
decid_1_to_decid_2 [Type],0,126,0.012937155432358516,11,12
decid_3_to_decid_2 [Type],0,126,0.31633977419493964,13,12
mixt_1_to_decid_2 [Type],0,126,0,21,12
mixt_2_to_decid_2 [Type],0,126,0.007865403965139017,22,12
mixt_3_to_decid_2 [Type],0,126,0.01591010575511742,23,12
conif_1_to_decid_2 [Type],0,126,0,31,12
conif_2_to_decid_2 [Type],0,126,0,32,12
conif_3_to_decid_2 [Type],0,126,0,33,12
decid_1_to_decid_3 [Type],0,126,0,11,13
decid_2_to_decid_3 [Type],0,126,0.01091735764978674,12,13
mixt_1_to_decid_3 [Type],0,126,0,21,13
mixt_2_to_decid_3 [Type],0,126,0.0014071772977582997,22,13
mixt_3_to_decid_3 [Type],0,126,0.009060209424578858,23,13
conif_1_to_decid_3 [Type],0,126,0,31,13
conif_2_to_decid_3 [Type],0,126,0,32,13
conif_3_to_decid_3 [Type],0,126,0,33,13
decid_1_to_mixt_1 [Type],0,126,0.07477509160993834,11,21
decid_2_to_mixt_1 [Type],0,126,0.01476701278938708,12,21
decid_3_to_mixt_1 [Type],0,126,0,13,21
mixt_2_to_mixt_1 [Type],0,126,0.03413003927207625,22,21
mixt_3_to_mixt_1 [Type],0,126,0.0022573392219741306,23,21
conif_1_to_mixt_1 [Type],0,126,0.1544634090136413,31,21
conif_2_to_mixt_1 [Type],0,126,0.07095533285058031,32,21
conif_3_to_mixt_1 [Type],0,126,0.004683866498951694,33,21
decid_1_to_mixt_2 [Type],0,126,0.0064475204786704765,11,22
decid_2_to_mixt_2 [Type],0,126,0.1716216802643643,12,22
decid_3_to_mixt_2 [Type],0,126,0.16269064467083671,13,22
mixt_1_to_mixt_2 [Type],0,126,0.06608112084429407,21,22
mixt_3_to_mixt_2 [Type],0,126,0.48637504196181336,23,22
conif_1_to_mixt_2 [Type],0,126,0.009091097785125402,31,22
conif_2_to_mixt_2 [Type],0,126,0.09243650492952238,32,22
conif_3_to_mixt_2 [Type],0,126,0.1613874386599119,33,22
decid_1_to_mixt_3 [Type],0,126,0,11,23
decid_2_to_mixt_3 [Type],0,126,0.008176752113129848,12,23
decid_3_to_mixt_3 [Type],0,126,0.010929289906319473,13,23
mixt_1_to_mixt_3 [Type],0,126,0,21,23
mixt_2_to_mixt_3 [Type],0,126,0.05984622954901153,22,23
conif_1_to_mixt_3 [Type],0,126,0,31,23
conif_2_to_mixt_3 [Type],0,126,0,32,23
conif_3_to_mixt_3 [Type],0,126,0.03932461452284408,33,23
decid_1_to_conif_1 [Type],0,126,0,11,31
decid_2_to_conif_1 [Type],0,126,0,12,31
decid_3_to_conif_1 [Type],0,126,0,13,31
mixt_1_to_conif_1 [Type],0,126,0.006410322474943886,21,31
mixt_2_to_conif_1 [Type],0,126,6.028333713731238e-4,22,31
mixt_3_to_conif_1 [Type],0,126,0,23,31
conif_2_to_conif_1 [Type],0,126,0.08580702678781704,32,31
conif_3_to_conif_1 [Type],0,126,0.0035108358814895935,33,31
decid_1_to_conif_2 [Type],0,126,0,11,32
decid_2_to_conif_2 [Type],0,126,0,12,32
decid_3_to_conif_2 [Type],0,126,0,13,32
mixt_1_to_conif_2 [Type],0,126,0,21,32
mixt_2_to_conif_2 [Type],0,126,0.0030178119311071727,22,32
mixt_3_to_conif_2 [Type],0,126,5.638568252077647e-4,23,32
conif_1_to_conif_2 [Type],0,126,0.12552536780479384,31,32
conif_3_to_conif_2 [Type],0,126,0.182550124432439,33,32
decid_1_to_conif_3 [Type],0,126,0,11,33
decid_2_to_conif_3 [Type],0,126,0,12,33
decid_3_to_conif_3 [Type],0,126,0,13,33
mixt_1_to_conif_3 [Type],0,126,0,21,33
mixt_2_to_conif_3 [Type],0,126,0.0010049243820673404,22,33
mixt_3_to_conif_3 [Type],0,126,0.0011280319439295194,23,33
conif_1_to_conif_3 [Type],0,126,0,31,33
conif_2_to_conif_3 [Type],0,126,0.02321635957944257,32,33
decid_2_to_decid_1 [Type],0,130,0.03853251748645092,12,11
decid_3_to_decid_1 [Type],0,130,0.003768026027759497,13,11
mixt_1_to_decid_1 [Type],0,130,0.014508541062957736,21,11
mixt_2_to_decid_1 [Type],0,130,0.0020883556929817138,22,11
mixt_3_to_decid_1 [Type],0,130,2.6708213251791513e-4,23,11
conif_1_to_decid_1 [Type],0,130,0,31,11
conif_2_to_decid_1 [Type],0,130,2.0879006386875787e-4,32,11
conif_3_to_decid_1 [Type],0,130,1.3718362092118852e-4,33,11
decid_1_to_decid_2 [Type],0,130,0.022332427323504378,11,12
decid_3_to_decid_2 [Type],0,130,0.3393406116583644,13,12
mixt_1_to_decid_2 [Type],0,130,0.0014413679889467845,21,12
mixt_2_to_decid_2 [Type],0,130,0.023381754078457773,22,12
mixt_3_to_decid_2 [Type],0,130,0.018780592463909618,23,12
conif_1_to_decid_2 [Type],0,130,0,31,12
conif_2_to_decid_2 [Type],0,130,6.861883052148299e-4,32,12
conif_3_to_decid_2 [Type],0,130,8.233842482998632e-4,33,12
decid_1_to_decid_3 [Type],0,130,0,11,13
decid_2_to_decid_3 [Type],0,130,0.00702641168367224,12,13
mixt_1_to_decid_3 [Type],0,130,0,21,13
mixt_2_to_decid_3 [Type],0,130,4.8154095890096116e-4,22,13
mixt_3_to_decid_3 [Type],0,130,0.004818445096103852,23,13
conif_1_to_decid_3 [Type],0,130,0,31,13
conif_2_to_decid_3 [Type],0,130,0,32,13
conif_3_to_decid_3 [Type],0,130,0,33,13
decid_1_to_mixt_1 [Type],0,130,0.046568837198136315,11,21
decid_2_to_mixt_1 [Type],0,130,0.020544825867242267,12,21
decid_3_to_mixt_1 [Type],0,130,0.0011187392264189189,13,21
mixt_2_to_mixt_1 [Type],0,130,0.06975193096085652,22,21
mixt_3_to_mixt_1 [Type],0,130,0.005802843260127921,23,21
conif_1_to_mixt_1 [Type],0,130,0.2919134389598409,31,21
conif_2_to_mixt_1 [Type],0,130,0.10164679941058541,32,21
conif_3_to_mixt_1 [Type],0,130,0.009371761320002947,33,21
decid_1_to_mixt_2 [Type],0,130,0.002970793823131257,11,22
decid_2_to_mixt_2 [Type],0,130,0.14139911899863444,12,22
decid_3_to_mixt_2 [Type],0,130,0.1581682910797877,13,22
mixt_1_to_mixt_2 [Type],0,130,0.04268035361756306,21,22
mixt_3_to_mixt_2 [Type],0,130,0.4679574696979526,23,22
conif_1_to_mixt_2 [Type],0,130,5.547850635051477e-4,31,22
conif_2_to_mixt_2 [Type],0,130,0.1206379233811552,32,22
conif_3_to_mixt_2 [Type],0,130,0.13187839757434905,33,22
decid_1_to_mixt_3 [Type],0,130,0,11,23
decid_2_to_mixt_3 [Type],0,130,0.0027853869592954217,12,23
decid_3_to_mixt_3 [Type],0,130,0.016294578146929806,13,23
mixt_1_to_mixt_3 [Type],0,130,0,21,23
mixt_2_to_mixt_3 [Type],0,130,0.006722427013721055,22,23
conif_1_to_mixt_3 [Type],0,130,0,31,23
conif_2_to_mixt_3 [Type],0,130,4.1762373924059126e-4,32,23
conif_3_to_mixt_3 [Type],0,130,0.01117353505391161,33,23
decid_1_to_conif_1 [Type],0,130,0,11,31
decid_2_to_conif_1 [Type],0,130,0,12,31
decid_3_to_conif_1 [Type],0,130,0,13,31
mixt_1_to_conif_1 [Type],0,130,0.01576208169193616,21,31
mixt_2_to_conif_1 [Type],0,130,4.414036851556613e-4,22,31
mixt_3_to_conif_1 [Type],0,130,0,23,31
conif_2_to_conif_1 [Type],0,130,0.11398175366628827,32,31
conif_3_to_conif_1 [Type],0,130,9.606809326652144e-4,33,31
decid_1_to_conif_2 [Type],0,130,0,11,32
decid_2_to_conif_2 [Type],0,130,0,12,32
decid_3_to_conif_2 [Type],0,130,0,13,32
mixt_1_to_conif_2 [Type],0,130,6.17474588050726e-4,21,32
mixt_2_to_conif_2 [Type],0,130,0.0025709048722160066,22,32
mixt_3_to_conif_2 [Type],0,130,0.0016035645060731296,23,32
conif_1_to_conif_2 [Type],0,130,0.006119668041458248,31,32
conif_3_to_conif_2 [Type],0,130,0.30967890813293053,33,32
decid_1_to_conif_3 [Type],0,130,0,11,33
decid_2_to_conif_3 [Type],0,130,0,12,33
decid_3_to_conif_3 [Type],0,130,0,13,33
mixt_1_to_conif_3 [Type],0,130,0,21,33
mixt_2_to_conif_3 [Type],0,130,0,22,33
mixt_3_to_conif_3 [Type],0,130,0.003388328956971609,23,33
conif_1_to_conif_3 [Type],0,130,0,31,33
conif_2_to_conif_3 [Type],0,130,0.006462876632936321,32,33
decid_2_to_decid_1 [Type],0,131,0.04427533737519462,12,11
decid_3_to_decid_1 [Type],0,131,0.004088324559111456,13,11
mixt_1_to_decid_1 [Type],0,131,0.025511578892077225,21,11
mixt_2_to_decid_1 [Type],0,131,0.002486993211591515,22,11
mixt_3_to_decid_1 [Type],0,131,1.3733434109941545e-4,23,11
conif_1_to_decid_1 [Type],0,131,4.7404600909850547e-4,31,11
conif_2_to_decid_1 [Type],0,131,0.0010042454717481553,32,11
conif_3_to_decid_1 [Type],0,131,0,33,11
decid_1_to_decid_2 [Type],0,131,0.02025370903804591,11,12
decid_3_to_decid_2 [Type],0,131,0.3615732310671129,13,12
mixt_1_to_decid_2 [Type],0,131,0.002412019738707638,21,12
mixt_2_to_decid_2 [Type],0,131,0.032972288765090174,22,12
mixt_3_to_decid_2 [Type],0,131,0.02151684855028313,23,12
conif_1_to_decid_2 [Type],0,131,0,31,12
conif_2_to_decid_2 [Type],0,131,6.389485386039118e-4,32,12
conif_3_to_decid_2 [Type],0,131,0.0016566098228859572,33,12
decid_1_to_decid_3 [Type],0,131,0,11,13
decid_2_to_decid_3 [Type],0,131,0.006390533907938201,12,13
mixt_1_to_decid_3 [Type],0,131,0,21,13
mixt_2_to_decid_3 [Type],0,131,8.283099299948304e-4,22,13
mixt_3_to_decid_3 [Type],0,131,0.004542037104911856,23,13
conif_1_to_decid_3 [Type],0,131,0,31,13
conif_2_to_decid_3 [Type],0,131,0,32,13
conif_3_to_decid_3 [Type],0,131,2.3649048456508837e-4,33,13
decid_1_to_mixt_1 [Type],0,131,0.030539226177480172,11,21
decid_2_to_mixt_1 [Type],0,131,0.02139051315257179,12,21
decid_3_to_mixt_1 [Type],0,131,0.0017354920945160668,13,21
mixt_2_to_mixt_1 [Type],0,131,0.049814814931024576,22,21
mixt_3_to_mixt_1 [Type],0,131,0.003163476739533322,23,21
conif_1_to_mixt_1 [Type],0,131,0.4527102537497062,31,21
conif_2_to_mixt_1 [Type],0,131,0.11703160973356974,32,21
conif_3_to_mixt_1 [Type],0,131,0.007833948557788628,33,21
decid_1_to_mixt_2 [Type],0,131,0.0012158059206939242,11,22
decid_2_to_mixt_2 [Type],0,131,0.10422185551962815,12,22
decid_3_to_mixt_2 [Type],0,131,0.12828105398091005,13,22
mixt_1_to_mixt_2 [Type],0,131,0.0334096122653752,21,22
mixt_3_to_mixt_2 [Type],0,131,0.448355184745475,23,22
conif_1_to_mixt_2 [Type],0,131,0.0018975349165361033,31,22
conif_2_to_mixt_2 [Type],0,131,0.13630895406369414,32,22
conif_3_to_mixt_2 [Type],0,131,0.1528496294661862,33,22
decid_1_to_mixt_3 [Type],0,131,0,11,23
decid_2_to_mixt_3 [Type],0,131,0.0027028537456784685,12,23
decid_3_to_mixt_3 [Type],0,131,0.010664783944975387,13,23
mixt_1_to_mixt_3 [Type],0,131,0,21,23
mixt_2_to_mixt_3 [Type],0,131,0.00831423204045878,22,23
conif_1_to_mixt_3 [Type],0,131,0,31,23
conif_2_to_mixt_3 [Type],0,131,1.8251505901234477e-4,32,23
conif_3_to_mixt_3 [Type],0,131,0.016811928173127377,33,23
