StratumID,TransitionGroupID,Amount,Timestep,TertiaryStratumID
NA,decid_1_to_mixt_3 [Type],0,0,6
NA,decid_2_to_mixt_3 [Type],0,0,6
NA,decid_3_to_mixt_3 [Type],0,0,6
NA,mixt_1_to_mixt_3 [Type],0,0,6
NA,mixt_2_to_mixt_3 [Type],0,0,6
NA,conif_1_to_mixt_3 [Type],0,0,6
NA,conif_2_to_mixt_3 [Type],0,0,6
NA,conif_3_to_mixt_3 [Type],0,0,6
NA,decid_1_to_conif_1 [Type],0,0,6
NA,decid_2_to_conif_1 [Type],0,0,6
NA,decid_3_to_conif_1 [Type],0,0,6
NA,mixt_1_to_conif_1 [Type],0,0,6
NA,mixt_2_to_conif_1 [Type],0,0,6
NA,mixt_3_to_conif_1 [Type],0,0,6
NA,conif_2_to_conif_1 [Type],0,0,6
NA,conif_3_to_conif_1 [Type],0,0,6
NA,decid_1_to_conif_2 [Type],0,0,6
NA,decid_2_to_conif_2 [Type],0,0,6
NA,decid_3_to_conif_2 [Type],0,0,6
NA,mixt_1_to_conif_2 [Type],0,0,6
NA,mixt_2_to_conif_2 [Type],0,0,6
NA,mixt_3_to_conif_2 [Type],0,0,6
NA,conif_1_to_conif_2 [Type],0,0,6
NA,conif_3_to_conif_2 [Type],0,0,6
NA,decid_1_to_conif_3 [Type],0,0,6
NA,decid_2_to_conif_3 [Type],0,0,6
NA,decid_3_to_conif_3 [Type],0,0,6
NA,mixt_1_to_conif_3 [Type],0,0,6
NA,mixt_2_to_conif_3 [Type],0,0,6
NA,mixt_3_to_conif_3 [Type],0,0,6
NA,conif_1_to_conif_3 [Type],0,0,6
NA,conif_2_to_conif_3 [Type],0,0,6
NA,decid_2_to_decid_1 [Type],0,0,7
NA,decid_3_to_decid_1 [Type],0,0,7
NA,mixt_1_to_decid_1 [Type],0,0,7
NA,mixt_2_to_decid_1 [Type],0,0,7
NA,mixt_3_to_decid_1 [Type],0,0,7
NA,conif_1_to_decid_1 [Type],0,0,7
NA,conif_2_to_decid_1 [Type],0,0,7
NA,conif_3_to_decid_1 [Type],0,0,7
NA,decid_1_to_decid_2 [Type],0,0,7
NA,decid_3_to_decid_2 [Type],0,0,7
NA,mixt_1_to_decid_2 [Type],0,0,7
NA,mixt_2_to_decid_2 [Type],0,0,7
NA,mixt_3_to_decid_2 [Type],0,0,7
NA,conif_1_to_decid_2 [Type],0,0,7
NA,conif_2_to_decid_2 [Type],0,0,7
NA,conif_3_to_decid_2 [Type],0,0,7
NA,decid_1_to_decid_3 [Type],0,0,7
NA,decid_2_to_decid_3 [Type],0,0,7
NA,mixt_1_to_decid_3 [Type],0,0,7
NA,mixt_2_to_decid_3 [Type],0,0,7
NA,mixt_3_to_decid_3 [Type],0,0,7
NA,conif_1_to_decid_3 [Type],0,0,7
NA,conif_2_to_decid_3 [Type],0,0,7
NA,conif_3_to_decid_3 [Type],0,0,7
NA,decid_1_to_mixt_1 [Type],0,0,7
NA,decid_2_to_mixt_1 [Type],0,0,7
NA,decid_3_to_mixt_1 [Type],0,0,7
NA,mixt_2_to_mixt_1 [Type],0,0,7
NA,mixt_3_to_mixt_1 [Type],0,0,7
NA,conif_1_to_mixt_1 [Type],0,0,7
NA,conif_2_to_mixt_1 [Type],0,0,7
NA,conif_3_to_mixt_1 [Type],0,0,7
NA,decid_1_to_mixt_2 [Type],0,0,7
NA,decid_2_to_mixt_2 [Type],0,0,7
NA,decid_3_to_mixt_2 [Type],0,0,7
NA,mixt_1_to_mixt_2 [Type],0,0,7
NA,mixt_3_to_mixt_2 [Type],0,0,7
NA,conif_1_to_mixt_2 [Type],0,0,7
NA,conif_2_to_mixt_2 [Type],0,0,7
NA,conif_3_to_mixt_2 [Type],0,0,7
NA,decid_1_to_mixt_3 [Type],0,0,7
NA,decid_2_to_mixt_3 [Type],0,0,7
NA,decid_3_to_mixt_3 [Type],0,0,7
NA,mixt_1_to_mixt_3 [Type],0,0,7
NA,mixt_2_to_mixt_3 [Type],0,0,7
NA,conif_1_to_mixt_3 [Type],0,0,7
NA,conif_2_to_mixt_3 [Type],0,0,7
NA,conif_3_to_mixt_3 [Type],0,0,7
NA,decid_1_to_conif_1 [Type],0,0,7
NA,decid_2_to_conif_1 [Type],0,0,7
NA,decid_3_to_conif_1 [Type],0,0,7
NA,mixt_1_to_conif_1 [Type],0,0,7
NA,mixt_2_to_conif_1 [Type],0,0,7
NA,mixt_3_to_conif_1 [Type],0,0,7
NA,conif_2_to_conif_1 [Type],0,0,7
NA,conif_3_to_conif_1 [Type],0,0,7
NA,decid_1_to_conif_2 [Type],0,0,7
NA,decid_2_to_conif_2 [Type],0,0,7
NA,decid_3_to_conif_2 [Type],0,0,7
NA,mixt_1_to_conif_2 [Type],0,0,7
NA,mixt_2_to_conif_2 [Type],0,0,7
NA,mixt_3_to_conif_2 [Type],0,0,7
NA,conif_1_to_conif_2 [Type],0,0,7
NA,conif_3_to_conif_2 [Type],0,0,7
NA,decid_1_to_conif_3 [Type],0,0,7
NA,decid_2_to_conif_3 [Type],0,0,7
NA,decid_3_to_conif_3 [Type],0,0,7
NA,mixt_1_to_conif_3 [Type],0,0,7
NA,mixt_2_to_conif_3 [Type],0,0,7
NA,mixt_3_to_conif_3 [Type],0,0,7
NA,conif_1_to_conif_3 [Type],0,0,7
NA,conif_2_to_conif_3 [Type],0,0,7
NA,decid_2_to_decid_1 [Type],0,0,8
NA,decid_3_to_decid_1 [Type],0,0,8
NA,mixt_1_to_decid_1 [Type],0,0,8
NA,mixt_2_to_decid_1 [Type],0,0,8
NA,mixt_3_to_decid_1 [Type],0,0,8
NA,conif_1_to_decid_1 [Type],0,0,8
NA,conif_2_to_decid_1 [Type],0,0,8
NA,conif_3_to_decid_1 [Type],0,0,8
NA,decid_1_to_decid_2 [Type],0,0,8
NA,decid_3_to_decid_2 [Type],0,0,8
NA,mixt_1_to_decid_2 [Type],0,0,8
NA,mixt_2_to_decid_2 [Type],0,0,8
NA,mixt_3_to_decid_2 [Type],0,0,8
NA,conif_1_to_decid_2 [Type],0,0,8
NA,conif_2_to_decid_2 [Type],0,0,8
NA,conif_3_to_decid_2 [Type],0,0,8
NA,decid_1_to_decid_3 [Type],0,0,8
NA,decid_2_to_decid_3 [Type],0,0,8
NA,mixt_1_to_decid_3 [Type],0,0,8
NA,mixt_2_to_decid_3 [Type],0,0,8
NA,mixt_3_to_decid_3 [Type],0,0,8
NA,conif_1_to_decid_3 [Type],0,0,8
NA,conif_2_to_decid_3 [Type],0,0,8
NA,conif_3_to_decid_3 [Type],0,0,8
NA,decid_1_to_mixt_1 [Type],0,0,8
NA,decid_2_to_mixt_1 [Type],0,0,8
NA,decid_3_to_mixt_1 [Type],0,0,8
NA,mixt_2_to_mixt_1 [Type],0,0,8
NA,mixt_3_to_mixt_1 [Type],0,0,8
NA,conif_1_to_mixt_1 [Type],0,0,8
NA,conif_2_to_mixt_1 [Type],0,0,8
NA,conif_3_to_mixt_1 [Type],0,0,8
NA,decid_1_to_mixt_2 [Type],0,0,8
NA,decid_2_to_mixt_2 [Type],0,0,8
NA,decid_3_to_mixt_2 [Type],0,0,8
NA,mixt_1_to_mixt_2 [Type],0,0,8
NA,mixt_3_to_mixt_2 [Type],0,0,8
NA,conif_1_to_mixt_2 [Type],0,0,8
NA,conif_2_to_mixt_2 [Type],0,0,8
NA,conif_3_to_mixt_2 [Type],0,0,8
NA,decid_1_to_mixt_3 [Type],0,0,8
NA,decid_2_to_mixt_3 [Type],0,0,8
NA,decid_3_to_mixt_3 [Type],0,0,8
NA,mixt_1_to_mixt_3 [Type],0,0,8
NA,mixt_2_to_mixt_3 [Type],0,0,8
NA,conif_1_to_mixt_3 [Type],0,0,8
NA,conif_2_to_mixt_3 [Type],0,0,8
NA,conif_3_to_mixt_3 [Type],0,0,8
NA,decid_1_to_conif_1 [Type],0,0,8
NA,decid_2_to_conif_1 [Type],0,0,8
NA,decid_3_to_conif_1 [Type],0,0,8
NA,mixt_1_to_conif_1 [Type],0,0,8
NA,mixt_2_to_conif_1 [Type],0,0,8
NA,mixt_3_to_conif_1 [Type],0,0,8
NA,conif_2_to_conif_1 [Type],0,0,8
NA,conif_3_to_conif_1 [Type],0,0,8
NA,decid_1_to_conif_2 [Type],0,0,8
NA,decid_2_to_conif_2 [Type],0,0,8
NA,decid_3_to_conif_2 [Type],0,0,8
NA,mixt_1_to_conif_2 [Type],0,0,8
NA,mixt_2_to_conif_2 [Type],0,0,8
NA,mixt_3_to_conif_2 [Type],0,0,8
NA,conif_1_to_conif_2 [Type],0,0,8
NA,conif_3_to_conif_2 [Type],0,0,8
NA,decid_1_to_conif_3 [Type],0,0,8
NA,decid_2_to_conif_3 [Type],0,0,8
NA,decid_3_to_conif_3 [Type],0,0,8
NA,mixt_1_to_conif_3 [Type],0,0,8
NA,mixt_2_to_conif_3 [Type],0,0,8
NA,mixt_3_to_conif_3 [Type],0,0,8
NA,conif_1_to_conif_3 [Type],0,0,8
NA,conif_2_to_conif_3 [Type],0,0,8
NA,decid_2_to_decid_1 [Type],0,0,9
NA,decid_3_to_decid_1 [Type],0,0,9
NA,mixt_1_to_decid_1 [Type],0,0,9
NA,mixt_2_to_decid_1 [Type],0,0,9
NA,mixt_3_to_decid_1 [Type],0,0,9
NA,conif_1_to_decid_1 [Type],0,0,9
NA,conif_2_to_decid_1 [Type],0,0,9
NA,conif_3_to_decid_1 [Type],0,0,9
NA,decid_1_to_decid_2 [Type],0,0,9
NA,decid_3_to_decid_2 [Type],0,0,9
NA,mixt_1_to_decid_2 [Type],0,0,9
NA,mixt_2_to_decid_2 [Type],0,0,9
NA,mixt_3_to_decid_2 [Type],0,0,9
NA,conif_1_to_decid_2 [Type],0,0,9
NA,conif_2_to_decid_2 [Type],0,0,9
NA,conif_3_to_decid_2 [Type],0,0,9
NA,decid_1_to_decid_3 [Type],0,0,9
NA,decid_2_to_decid_3 [Type],0,0,9
NA,mixt_1_to_decid_3 [Type],0,0,9
NA,mixt_2_to_decid_3 [Type],0,0,9
NA,mixt_3_to_decid_3 [Type],0,0,9
NA,conif_1_to_decid_3 [Type],0,0,9
NA,conif_2_to_decid_3 [Type],0,0,9
NA,conif_3_to_decid_3 [Type],0,0,9
NA,decid_1_to_mixt_1 [Type],0,0,9
NA,decid_2_to_mixt_1 [Type],0,0,9
NA,decid_3_to_mixt_1 [Type],0,0,9
NA,mixt_2_to_mixt_1 [Type],0,0,9
NA,mixt_3_to_mixt_1 [Type],0,0,9
NA,conif_1_to_mixt_1 [Type],0,0,9
NA,conif_2_to_mixt_1 [Type],0,0,9
NA,conif_3_to_mixt_1 [Type],0,0,9
NA,decid_1_to_mixt_2 [Type],0,0,9
NA,decid_2_to_mixt_2 [Type],0,0,9
NA,decid_3_to_mixt_2 [Type],0,0,9
NA,mixt_1_to_mixt_2 [Type],0,0,9
NA,mixt_3_to_mixt_2 [Type],0,0,9
NA,conif_1_to_mixt_2 [Type],0,0,9
NA,conif_2_to_mixt_2 [Type],0,0,9
NA,conif_3_to_mixt_2 [Type],0,0,9
NA,decid_1_to_mixt_3 [Type],0,0,9
NA,decid_2_to_mixt_3 [Type],0,0,9
NA,decid_3_to_mixt_3 [Type],0,0,9
NA,mixt_1_to_mixt_3 [Type],0,0,9
NA,mixt_2_to_mixt_3 [Type],0,0,9
NA,conif_1_to_mixt_3 [Type],0,0,9
NA,conif_2_to_mixt_3 [Type],0,0,9
NA,conif_3_to_mixt_3 [Type],0,0,9
NA,decid_1_to_conif_1 [Type],0,0,9
NA,decid_2_to_conif_1 [Type],0,0,9
NA,decid_3_to_conif_1 [Type],0,0,9
NA,mixt_1_to_conif_1 [Type],0,0,9
NA,mixt_2_to_conif_1 [Type],0,0,9
NA,mixt_3_to_conif_1 [Type],0,0,9
NA,conif_2_to_conif_1 [Type],0,0,9
NA,conif_3_to_conif_1 [Type],0,0,9
NA,decid_1_to_conif_2 [Type],0,0,9
NA,decid_2_to_conif_2 [Type],0,0,9
NA,decid_3_to_conif_2 [Type],0,0,9
NA,mixt_1_to_conif_2 [Type],0,0,9
NA,mixt_2_to_conif_2 [Type],0,0,9
NA,mixt_3_to_conif_2 [Type],0,0,9
NA,conif_1_to_conif_2 [Type],0,0,9
NA,conif_3_to_conif_2 [Type],0,0,9
NA,decid_1_to_conif_3 [Type],0,0,9
NA,decid_2_to_conif_3 [Type],0,0,9
NA,decid_3_to_conif_3 [Type],0,0,9
NA,mixt_1_to_conif_3 [Type],0,0,9
NA,mixt_2_to_conif_3 [Type],0,0,9
NA,mixt_3_to_conif_3 [Type],0,0,9
NA,conif_1_to_conif_3 [Type],0,0,9
NA,conif_2_to_conif_3 [Type],0,0,9
NA,decid_2_to_decid_1 [Type],0,0,18
NA,decid_3_to_decid_1 [Type],0,0,18
NA,mixt_1_to_decid_1 [Type],0,0,18
NA,mixt_2_to_decid_1 [Type],0,0,18
NA,mixt_3_to_decid_1 [Type],0,0,18
NA,conif_1_to_decid_1 [Type],0,0,18
NA,conif_2_to_decid_1 [Type],0,0,18
NA,conif_3_to_decid_1 [Type],0,0,18
NA,decid_1_to_decid_2 [Type],0,0,18
NA,decid_3_to_decid_2 [Type],0,0,18
NA,mixt_1_to_decid_2 [Type],0,0,18
NA,mixt_2_to_decid_2 [Type],0,0,18
NA,mixt_3_to_decid_2 [Type],0,0,18
NA,conif_1_to_decid_2 [Type],0,0,18
NA,conif_2_to_decid_2 [Type],0,0,18
NA,conif_3_to_decid_2 [Type],0,0,18
NA,decid_1_to_decid_3 [Type],0,0,18
NA,decid_2_to_decid_3 [Type],0,0,18
NA,mixt_1_to_decid_3 [Type],0,0,18
NA,mixt_2_to_decid_3 [Type],0,0,18
NA,mixt_3_to_decid_3 [Type],0,0,18
NA,conif_1_to_decid_3 [Type],0,0,18
NA,conif_2_to_decid_3 [Type],0,0,18
NA,conif_3_to_decid_3 [Type],0,0,18
NA,decid_1_to_mixt_1 [Type],0,0,18
NA,decid_2_to_mixt_1 [Type],0,0,18
NA,decid_3_to_mixt_1 [Type],0,0,18
NA,mixt_2_to_mixt_1 [Type],0,0,18
NA,mixt_3_to_mixt_1 [Type],0,0,18
NA,conif_1_to_mixt_1 [Type],0,0,18
NA,conif_2_to_mixt_1 [Type],0,0,18
NA,conif_3_to_mixt_1 [Type],0,0,18
NA,decid_1_to_mixt_2 [Type],0,0,18
NA,decid_2_to_mixt_2 [Type],0,0,18
NA,decid_3_to_mixt_2 [Type],0,0,18
NA,mixt_1_to_mixt_2 [Type],0,0,18
NA,mixt_3_to_mixt_2 [Type],0,0,18
NA,conif_1_to_mixt_2 [Type],0,0,18
NA,conif_2_to_mixt_2 [Type],0,0,18
NA,conif_3_to_mixt_2 [Type],0,0,18
NA,decid_1_to_mixt_3 [Type],0,0,18
NA,decid_2_to_mixt_3 [Type],0,0,18
NA,decid_3_to_mixt_3 [Type],0,0,18
NA,mixt_1_to_mixt_3 [Type],0,0,18
NA,mixt_2_to_mixt_3 [Type],0,0,18
NA,conif_1_to_mixt_3 [Type],0,0,18
NA,conif_2_to_mixt_3 [Type],0,0,18
NA,conif_3_to_mixt_3 [Type],0,0,18
NA,decid_1_to_conif_1 [Type],0,0,18
NA,decid_2_to_conif_1 [Type],0,0,18
NA,decid_3_to_conif_1 [Type],0,0,18
NA,mixt_1_to_conif_1 [Type],0,0,18
NA,mixt_2_to_conif_1 [Type],0,0,18
NA,mixt_3_to_conif_1 [Type],0,0,18
NA,conif_2_to_conif_1 [Type],0,0,18
NA,conif_3_to_conif_1 [Type],0,0,18
NA,decid_1_to_conif_2 [Type],0,0,18
NA,decid_2_to_conif_2 [Type],0,0,18
NA,decid_3_to_conif_2 [Type],0,0,18
NA,mixt_1_to_conif_2 [Type],0,0,18
NA,mixt_2_to_conif_2 [Type],0,0,18
NA,mixt_3_to_conif_2 [Type],0,0,18
NA,conif_1_to_conif_2 [Type],0,0,18
NA,conif_3_to_conif_2 [Type],0,0,18
NA,decid_1_to_conif_3 [Type],0,0,18
NA,decid_2_to_conif_3 [Type],0,0,18
NA,decid_3_to_conif_3 [Type],0,0,18
NA,mixt_1_to_conif_3 [Type],0,0,18
NA,mixt_2_to_conif_3 [Type],0,0,18
NA,mixt_3_to_conif_3 [Type],0,0,18
NA,conif_1_to_conif_3 [Type],0,0,18
NA,conif_2_to_conif_3 [Type],0,0,18
NA,decid_2_to_decid_1 [Type],0,0,19
NA,decid_3_to_decid_1 [Type],0,0,19
NA,mixt_1_to_decid_1 [Type],0,0,19
NA,mixt_2_to_decid_1 [Type],0,0,19
NA,mixt_3_to_decid_1 [Type],0,0,19
NA,conif_1_to_decid_1 [Type],0,0,19
NA,conif_2_to_decid_1 [Type],0,0,19
NA,conif_3_to_decid_1 [Type],0,0,19
NA,decid_1_to_decid_2 [Type],0,0,19
NA,decid_3_to_decid_2 [Type],0,0,19
NA,mixt_1_to_decid_2 [Type],0,0,19
NA,mixt_2_to_decid_2 [Type],0,0,19
NA,mixt_3_to_decid_2 [Type],0,0,19
NA,conif_1_to_decid_2 [Type],0,0,19
NA,conif_2_to_decid_2 [Type],0,0,19
NA,conif_3_to_decid_2 [Type],0,0,19
NA,decid_1_to_decid_3 [Type],0,0,19
NA,decid_2_to_decid_3 [Type],0,0,19
NA,mixt_1_to_decid_3 [Type],0,0,19
NA,mixt_2_to_decid_3 [Type],0,0,19
NA,mixt_3_to_decid_3 [Type],0,0,19
NA,conif_1_to_decid_3 [Type],0,0,19
NA,conif_2_to_decid_3 [Type],0,0,19
NA,conif_3_to_decid_3 [Type],0,0,19
NA,decid_1_to_mixt_1 [Type],0,0,19
NA,decid_2_to_mixt_1 [Type],0,0,19
NA,decid_3_to_mixt_1 [Type],0,0,19
NA,mixt_2_to_mixt_1 [Type],0,0,19
NA,mixt_3_to_mixt_1 [Type],0,0,19
