StratumID,TransitionGroupID,Amount,Timestep,TertiaryStratumID,srcClassID,destClassID
NA,mixt_1_to_decid_2 [Type],0.03497405520254693,2,4,21,12
NA,mixt_2_to_decid_2 [Type],0.062004977655679694,2,4,22,12
NA,mixt_3_to_decid_2 [Type],0.035331309051040094,2,4,23,12
NA,conif_1_to_decid_2 [Type],0,2,4,31,12
NA,conif_2_to_decid_2 [Type],0,2,4,32,12
NA,conif_3_to_decid_2 [Type],0.004123728907499791,2,4,33,12
NA,decid_1_to_decid_3 [Type],0,2,4,11,13
NA,decid_2_to_decid_3 [Type],0.07445146931240287,2,4,12,13
NA,mixt_1_to_decid_3 [Type],0,2,4,21,13
NA,mixt_2_to_decid_3 [Type],0.00399380339931521,2,4,22,13
NA,mixt_3_to_decid_3 [Type],0.04436821729210205,2,4,23,13
NA,conif_1_to_decid_3 [Type],0,2,4,31,13
NA,conif_2_to_decid_3 [Type],0,2,4,32,13
NA,conif_3_to_decid_3 [Type],0.004123728907499791,2,4,33,13
NA,decid_1_to_mixt_1 [Type],0.004701810983728905,2,4,11,21
NA,decid_2_to_mixt_1 [Type],9.686950086496005e-5,2,4,12,21
NA,decid_3_to_mixt_1 [Type],0,2,4,13,21
NA,mixt_2_to_mixt_1 [Type],0.007929281452501269,2,4,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,4,23,21
NA,conif_1_to_mixt_1 [Type],0.25,2,4,31,21
NA,conif_2_to_mixt_1 [Type],0.015028177293673117,2,4,32,21
NA,conif_3_to_mixt_1 [Type],0.00205973442166818,2,4,33,21
NA,decid_1_to_mixt_2 [Type],0.002957814221295596,2,4,11,22
NA,decid_2_to_mixt_2 [Type],0.005796399394189966,2,4,12,22
NA,decid_3_to_mixt_2 [Type],0.0010085731260042197,2,4,13,22
NA,mixt_1_to_mixt_2 [Type],0.27120954236795125,2,4,21,22
NA,mixt_3_to_mixt_2 [Type],0.08495344641501112,2,4,23,22
NA,conif_1_to_mixt_2 [Type],0.04996130109781072,2,4,31,22
NA,conif_2_to_mixt_2 [Type],0.1903128873824267,2,4,32,22
NA,conif_3_to_mixt_2 [Type],0.13694961498288583,2,4,33,22
NA,decid_1_to_mixt_3 [Type],0,2,4,11,23
NA,decid_2_to_mixt_3 [Type],5.652044472871376e-4,2,4,12,23
NA,decid_3_to_mixt_3 [Type],5.041593463878113e-4,2,4,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,4,21,23
NA,mixt_2_to_mixt_3 [Type],0.07571874571431725,2,4,22,23
NA,conif_1_to_mixt_3 [Type],0,2,4,31,23
NA,conif_2_to_mixt_3 [Type],0.016061184208926993,2,4,32,23
NA,conif_3_to_mixt_3 [Type],0.07481511134838559,2,4,33,23
NA,decid_1_to_conif_1 [Type],0,2,4,11,31
NA,decid_2_to_conif_1 [Type],0,2,4,12,31
NA,decid_3_to_conif_1 [Type],0,2,4,13,31
NA,mixt_1_to_conif_1 [Type],8.721817643375651e-5,2,4,21,31
NA,mixt_2_to_conif_1 [Type],0,2,4,22,31
NA,mixt_3_to_conif_1 [Type],0,2,4,23,31
NA,conif_2_to_conif_1 [Type],0.019512400790611895,2,4,32,31
NA,conif_3_to_conif_1 [Type],0.010341539563897273,2,4,33,31
NA,decid_1_to_conif_2 [Type],0,2,4,11,32
NA,decid_2_to_conif_2 [Type],0,2,4,12,32
NA,decid_3_to_conif_2 [Type],0,2,4,13,32
NA,mixt_1_to_conif_2 [Type],3.4891836372696883e-4,2,4,21,32
NA,mixt_2_to_conif_2 [Type],6.645254914843246e-4,2,4,22,32
NA,mixt_3_to_conif_2 [Type],0,2,4,23,32
NA,conif_1_to_conif_2 [Type],0.11300242058822219,2,4,31,32
NA,conif_3_to_conif_2 [Type],0.08151135054538916,2,4,33,32
NA,decid_1_to_conif_3 [Type],0,2,4,11,33
NA,decid_2_to_conif_3 [Type],0,2,4,12,33
NA,decid_3_to_conif_3 [Type],0,2,4,13,33
NA,mixt_1_to_conif_3 [Type],0,2,4,21,33
NA,mixt_2_to_conif_3 [Type],7.383889362437834e-4,2,4,22,33
NA,mixt_3_to_conif_3 [Type],0.0010851875144523015,2,4,23,33
NA,conif_1_to_conif_3 [Type],0,2,4,31,33
NA,conif_2_to_conif_3 [Type],0.06155556046098554,2,4,32,33
NA,decid_2_to_decid_1 [Type],0.010096274227584412,2,5,12,11
NA,decid_3_to_decid_1 [Type],0.0021164044888427602,2,5,13,11
NA,mixt_1_to_decid_1 [Type],0.045232040828765196,2,5,21,11
NA,mixt_2_to_decid_1 [Type],0.0022238364484392648,2,5,22,11
NA,mixt_3_to_decid_1 [Type],0,2,5,23,11
NA,conif_1_to_decid_1 [Type],0.001507159861810048,2,5,31,11
NA,conif_2_to_decid_1 [Type],0,2,5,32,11
NA,conif_3_to_decid_1 [Type],0,2,5,33,11
NA,decid_1_to_decid_2 [Type],0.23797185275039934,2,5,11,12
NA,decid_3_to_decid_2 [Type],0.15133898939377155,2,5,13,12
NA,mixt_1_to_decid_2 [Type],0.03934169474198479,2,5,21,12
NA,mixt_2_to_decid_2 [Type],0.06302530653040905,2,5,22,12
NA,mixt_3_to_decid_2 [Type],0.026281970407891708,2,5,23,12
NA,conif_1_to_decid_2 [Type],0,2,5,31,12
NA,conif_2_to_decid_2 [Type],0,2,5,32,12
NA,conif_3_to_decid_2 [Type],0,2,5,33,12
NA,decid_1_to_decid_3 [Type],0,2,5,11,13
NA,decid_2_to_decid_3 [Type],0.06619236190942679,2,5,12,13
NA,mixt_1_to_decid_3 [Type],0,2,5,21,13
NA,mixt_2_to_decid_3 [Type],0.0017399723185721472,2,5,22,13
NA,mixt_3_to_decid_3 [Type],0.030731581030555066,2,5,23,13
NA,conif_1_to_decid_3 [Type],0,2,5,31,13
NA,conif_2_to_decid_3 [Type],0,2,5,32,13
NA,conif_3_to_decid_3 [Type],0,2,5,33,13
NA,decid_1_to_mixt_1 [Type],0.009572991157479449,2,5,11,21
NA,decid_2_to_mixt_1 [Type],1.6018856585264807e-4,2,5,12,21
NA,decid_3_to_mixt_1 [Type],0,2,5,13,21
NA,mixt_2_to_mixt_1 [Type],0.007853905465851962,2,5,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,5,23,21
NA,conif_1_to_mixt_1 [Type],0.19340071309320261,2,5,31,21
NA,conif_2_to_mixt_1 [Type],0.010971613050184237,2,5,32,21
NA,conif_3_to_mixt_1 [Type],0,2,5,33,21
NA,decid_1_to_mixt_2 [Type],0.005780054313983318,2,5,11,22
NA,decid_2_to_mixt_2 [Type],0.007902719785505496,2,5,12,22
NA,decid_3_to_mixt_2 [Type],0.0014104379374961784,2,5,13,22
NA,mixt_1_to_mixt_2 [Type],0.26050218980545725,2,5,21,22
NA,mixt_3_to_mixt_2 [Type],0.09851227669270224,2,5,23,22
NA,conif_1_to_mixt_2 [Type],0.05099925730347599,2,5,31,22
NA,conif_2_to_mixt_2 [Type],0.2012525852274043,2,5,32,22
NA,conif_3_to_mixt_2 [Type],0.11041194563167611,2,5,33,22
NA,decid_1_to_mixt_3 [Type],0,2,5,11,23
NA,decid_2_to_mixt_3 [Type],6.867032192168221e-4,2,5,12,23
NA,decid_3_to_mixt_3 [Type],0.002469575122983736,2,5,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,5,21,23
NA,mixt_2_to_mixt_3 [Type],0.05891123759696981,2,5,22,23
NA,conif_1_to_mixt_3 [Type],0,2,5,31,23
NA,conif_2_to_mixt_3 [Type],0.014873120908999948,2,5,32,23
NA,conif_3_to_mixt_3 [Type],0.047910287764916126,2,5,33,23
NA,decid_1_to_conif_1 [Type],0,2,5,11,31
NA,decid_2_to_conif_1 [Type],0,2,5,12,31
NA,decid_3_to_conif_1 [Type],0,2,5,13,31
NA,mixt_1_to_conif_1 [Type],2.302820986203047e-4,2,5,21,31
NA,mixt_2_to_conif_1 [Type],0,2,5,22,31
NA,mixt_3_to_conif_1 [Type],0,2,5,23,31
NA,conif_2_to_conif_1 [Type],0.014221797281421589,2,5,32,31
NA,conif_3_to_conif_1 [Type],0.007220311050146977,2,5,33,31
NA,decid_1_to_conif_2 [Type],0,2,5,11,32
NA,decid_2_to_conif_2 [Type],0,2,5,12,32
NA,decid_3_to_conif_2 [Type],0,2,5,13,32
NA,mixt_1_to_conif_2 [Type],1.1513441981625405e-4,2,5,21,32
NA,mixt_2_to_conif_2 [Type],0.0014497663835647545,2,5,22,32
NA,mixt_3_to_conif_2 [Type],0.001441961817142845,2,5,23,32
NA,conif_1_to_conif_2 [Type],0.10658365188209307,2,5,31,32
NA,conif_3_to_conif_2 [Type],0.13086497973373723,2,5,33,32
NA,decid_1_to_conif_3 [Type],0,2,5,11,33
NA,decid_2_to_conif_3 [Type],0,2,5,12,33
NA,decid_3_to_conif_3 [Type],0,2,5,13,33
NA,mixt_1_to_conif_3 [Type],0,2,5,21,33
NA,mixt_2_to_conif_3 [Type],6.762959084758435e-4,2,5,22,33
NA,mixt_3_to_conif_3 [Type],0.001441961817142845,2,5,23,33
NA,conif_1_to_conif_3 [Type],0,2,5,31,33
NA,conif_2_to_conif_3 [Type],0.07328897450426708,2,5,32,33
NA,decid_2_to_decid_1 [Type],0.00893083820790841,2,6,12,11
NA,decid_3_to_decid_1 [Type],0.0014630585742894109,2,6,13,11
NA,mixt_1_to_decid_1 [Type],0.0578964267249471,2,6,21,11
NA,mixt_2_to_decid_1 [Type],0.0054428904954105795,2,6,22,11
NA,mixt_3_to_decid_1 [Type],0,2,6,23,11
NA,conif_1_to_decid_1 [Type],0.0026420125425782315,2,6,31,11
NA,conif_2_to_decid_1 [Type],0,2,6,32,11
NA,conif_3_to_decid_1 [Type],0,2,6,33,11
NA,decid_1_to_decid_2 [Type],0.27077460967594247,2,6,11,12
NA,decid_3_to_decid_2 [Type],0.16368952853718077,2,6,13,12
NA,mixt_1_to_decid_2 [Type],0.04629861061978047,2,6,21,12
NA,mixt_2_to_decid_2 [Type],0.07431315968834362,2,6,22,12
NA,mixt_3_to_decid_2 [Type],0.03139159244253342,2,6,23,12
NA,conif_1_to_decid_2 [Type],0,2,6,31,12
NA,conif_2_to_decid_2 [Type],5.755396160203041e-4,2,6,32,12
NA,conif_3_to_decid_2 [Type],0,2,6,33,12
NA,decid_1_to_decid_3 [Type],0,2,6,11,13
NA,decid_2_to_decid_3 [Type],0.07366344178020423,2,6,12,13
NA,mixt_1_to_decid_3 [Type],0,2,6,21,13
NA,mixt_2_to_decid_3 [Type],0.00271773201712755,2,6,22,13
NA,mixt_3_to_decid_3 [Type],0.04453082293848609,2,6,23,13
NA,conif_1_to_decid_3 [Type],0,2,6,31,13
NA,conif_2_to_decid_3 [Type],0,2,6,32,13
NA,conif_3_to_decid_3 [Type],0,2,6,33,13
NA,decid_1_to_mixt_1 [Type],0.00541301222708146,2,6,11,21
NA,decid_2_to_mixt_1 [Type],2.2172211569970735e-05,2,6,12,21
NA,decid_3_to_mixt_1 [Type],0,2,6,13,21
NA,mixt_2_to_mixt_1 [Type],0.008922111436688418,2,6,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,6,23,21
NA,conif_1_to_mixt_1 [Type],0.1543998711941843,2,6,31,21
NA,conif_2_to_mixt_1 [Type],0.013905659517602031,2,6,32,21
NA,conif_3_to_mixt_1 [Type],0.008968791034885126,2,6,33,21
NA,decid_1_to_mixt_2 [Type],0.0022363054453933273,2,6,11,22
NA,decid_2_to_mixt_2 [Type],0.002930994846571333,2,6,12,22
NA,decid_3_to_mixt_2 [Type],2.9244042151876926e-4,2,6,13,22
NA,mixt_1_to_mixt_2 [Type],0.25541195590225596,2,6,21,22
NA,mixt_3_to_mixt_2 [Type],0.07896004063799,2,6,23,22
NA,conif_1_to_mixt_2 [Type],0.04039366030815483,2,6,31,22
NA,conif_2_to_mixt_2 [Type],0.2044427158242701,2,6,32,22
NA,conif_3_to_mixt_2 [Type],0.11864552291049546,2,6,33,22
NA,decid_1_to_mixt_3 [Type],0,2,6,11,23
NA,decid_2_to_mixt_3 [Type],3.1045571210541745e-4,2,6,12,23
NA,decid_3_to_mixt_3 [Type],0.002341923589599504,2,6,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,6,21,23
NA,mixt_2_to_mixt_3 [Type],0.0780522447236145,2,6,22,23
NA,conif_1_to_mixt_3 [Type],0,2,6,31,23
NA,conif_2_to_mixt_3 [Type],0.015657679273697878,2,6,32,23
NA,conif_3_to_mixt_3 [Type],0.05037601426369065,2,6,33,23
NA,decid_1_to_conif_1 [Type],0,2,6,11,31
NA,decid_2_to_conif_1 [Type],0,2,6,12,31
NA,decid_3_to_conif_1 [Type],0,2,6,13,31
NA,mixt_1_to_conif_1 [Type],2.7835769502393415e-4,2,6,21,31
NA,mixt_2_to_conif_1 [Type],0,2,6,22,31
NA,mixt_3_to_conif_1 [Type],0,2,6,23,31
NA,conif_2_to_conif_1 [Type],0.024464975216175522,2,6,32,31
NA,conif_3_to_conif_1 [Type],0.008968791034885126,2,6,33,31
NA,decid_1_to_conif_2 [Type],0,2,6,11,32
NA,decid_2_to_conif_2 [Type],0,2,6,12,32
NA,decid_3_to_conif_2 [Type],0,2,6,13,32
NA,mixt_1_to_conif_2 [Type],0,2,6,21,32
NA,mixt_2_to_conif_2 [Type],3.701647359843907e-4,2,6,22,32
NA,mixt_3_to_conif_2 [Type],0,2,6,23,32
NA,conif_1_to_conif_2 [Type],0.17173927345638018,2,6,31,32
NA,conif_3_to_conif_2 [Type],0.09367303282503447,2,6,33,32
NA,decid_1_to_conif_3 [Type],0,2,6,11,33
NA,decid_2_to_conif_3 [Type],0,2,6,12,33
NA,decid_3_to_conif_3 [Type],0,2,6,13,33
NA,mixt_1_to_conif_3 [Type],0,2,6,21,33
NA,mixt_2_to_conif_3 [Type],8.639310468032679e-4,2,6,22,33
NA,mixt_3_to_conif_3 [Type],0.0014054820719496819,2,6,23,33
NA,conif_1_to_conif_3 [Type],0,2,6,31,33
NA,conif_2_to_conif_3 [Type],0.06297240517487912,2,6,32,33
NA,decid_2_to_decid_1 [Type],0.015600771377861533,2,7,12,11
NA,decid_3_to_decid_1 [Type],0.005194840333303308,2,7,13,11
NA,mixt_1_to_decid_1 [Type],0.035402559320372284,2,7,21,11
NA,mixt_2_to_decid_1 [Type],0.003112271349682061,2,7,22,11
NA,mixt_3_to_decid_1 [Type],0,2,7,23,11
NA,conif_1_to_decid_1 [Type],0,2,7,31,11
NA,conif_2_to_decid_1 [Type],0,2,7,32,11
NA,conif_3_to_decid_1 [Type],0,2,7,33,11
NA,decid_1_to_decid_2 [Type],0.26137260609724067,2,7,11,12
NA,decid_3_to_decid_2 [Type],0.15809246935578491,2,7,13,12
NA,mixt_1_to_decid_2 [Type],0.02298438834909977,2,7,21,12
NA,mixt_2_to_decid_2 [Type],0.03816541086470682,2,7,22,12
NA,mixt_3_to_decid_2 [Type],0.01456893687823635,2,7,23,12
NA,conif_1_to_decid_2 [Type],0,2,7,31,12
NA,conif_2_to_decid_2 [Type],0,2,7,32,12
NA,conif_3_to_decid_2 [Type],0,2,7,33,12
NA,decid_1_to_decid_3 [Type],0,2,7,11,13
NA,decid_2_to_decid_3 [Type],0.08545911610748369,2,7,12,13
NA,mixt_1_to_decid_3 [Type],0,2,7,21,13
NA,mixt_2_to_decid_3 [Type],0.0014808241501794717,2,7,22,13
NA,mixt_3_to_decid_3 [Type],0.057434483939648895,2,7,23,13
NA,conif_1_to_decid_3 [Type],0,2,7,31,13
NA,conif_2_to_decid_3 [Type],0,2,7,32,13
NA,conif_3_to_decid_3 [Type],0,2,7,33,13
NA,decid_1_to_mixt_1 [Type],0.007035584652405502,2,7,11,21
NA,decid_2_to_mixt_1 [Type],2.2062879474260555e-4,2,7,12,21
NA,decid_3_to_mixt_1 [Type],0,2,7,13,21
NA,mixt_2_to_mixt_1 [Type],0.008768839884032098,2,7,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,7,23,21
NA,conif_1_to_mixt_1 [Type],0.17980046773527536,2,7,31,21
NA,conif_2_to_mixt_1 [Type],0.00984224936931355,2,7,32,21
NA,conif_3_to_mixt_1 [Type],0,2,7,33,21
NA,decid_1_to_mixt_2 [Type],0.0027124102609387135,2,7,11,22
NA,decid_2_to_mixt_2 [Type],0.006492137976580548,2,7,12,22
NA,decid_3_to_mixt_2 [Type],0.0010368069143406045,2,7,13,22
NA,mixt_1_to_mixt_2 [Type],0.2778616675096578,2,7,21,22
NA,mixt_3_to_mixt_2 [Type],0.07513682048291814,2,7,23,22
NA,conif_1_to_mixt_2 [Type],0.03823079691643272,2,7,31,22
NA,conif_2_to_mixt_2 [Type],0.18899324370083892,2,7,32,22
NA,conif_3_to_mixt_2 [Type],0.12033556181375393,2,7,33,22
NA,decid_1_to_mixt_3 [Type],0,2,7,11,23
NA,decid_2_to_mixt_3 [Type],0.001214061481795814,2,7,12,23
NA,decid_3_to_mixt_3 [Type],0.0031136557161146605,2,7,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,7,21,23
NA,mixt_2_to_mixt_3 [Type],0.09917666150040383,2,7,22,23
NA,conif_1_to_mixt_3 [Type],0,2,7,31,23
NA,conif_2_to_mixt_3 [Type],0.021362192247363354,2,7,32,23
NA,conif_3_to_mixt_3 [Type],0.09367303282503447,2,7,33,23
NA,decid_1_to_conif_1 [Type],0,2,7,11,31
NA,decid_2_to_conif_1 [Type],0,2,7,12,31
NA,decid_3_to_conif_1 [Type],0,2,7,13,31
NA,mixt_1_to_conif_1 [Type],1.5457145157637964e-4,2,7,21,31
NA,mixt_2_to_conif_1 [Type],0,2,7,22,31
NA,mixt_3_to_conif_1 [Type],0,2,7,23,31
NA,conif_2_to_conif_1 [Type],0.02558502880832425,2,7,32,31
NA,conif_3_to_conif_1 [Type],0.0029806325614235574,2,7,33,31
NA,decid_1_to_conif_2 [Type],0,2,7,11,32
NA,decid_2_to_conif_2 [Type],0,2,7,12,32
NA,decid_3_to_conif_2 [Type],0,2,7,13,32
NA,mixt_1_to_conif_2 [Type],3.091668028751826e-4,2,7,21,32
NA,mixt_2_to_conif_2 [Type],2.959893508673872e-4,2,7,22,32
NA,mixt_3_to_conif_2 [Type],0,2,7,23,32
NA,conif_1_to_conif_2 [Type],0.17841616374225078,2,7,31,32
NA,conif_3_to_conif_2 [Type],0.07417990022744858,2,7,33,32
NA,decid_1_to_conif_3 [Type],0,2,7,11,33
NA,decid_2_to_conif_3 [Type],0,2,7,12,33
NA,decid_3_to_conif_3 [Type],0,2,7,13,33
NA,mixt_1_to_conif_3 [Type],0,2,7,21,33
NA,mixt_2_to_conif_3 [Type],5.920663633283141e-4,2,7,22,33
NA,mixt_3_to_conif_3 [Type],0.0020682545409023145,2,7,23,33
NA,conif_1_to_conif_3 [Type],0,2,7,31,33
NA,conif_2_to_conif_3 [Type],0.06444789992285149,2,7,32,33
NA,decid_2_to_decid_1 [Type],0.017216423919867663,2,8,12,11
NA,decid_3_to_decid_1 [Type],0.0016963540627904505,2,8,13,11
NA,mixt_1_to_decid_1 [Type],0.03569799838870924,2,8,21,11
NA,mixt_2_to_decid_1 [Type],0.0020586401619243633,2,8,22,11
NA,mixt_3_to_decid_1 [Type],0,2,8,23,11
NA,conif_1_to_decid_1 [Type],0.0027397311756325315,2,8,31,11
NA,conif_2_to_decid_1 [Type],1.526834118372733e-4,2,8,32,11
NA,conif_3_to_decid_1 [Type],0,2,8,33,11
NA,decid_1_to_decid_2 [Type],0.2059866590007181,2,8,11,12
NA,decid_3_to_decid_2 [Type],0.1378530400299981,2,8,13,12
NA,mixt_1_to_decid_2 [Type],0.0318084298922795,2,8,21,12
NA,mixt_2_to_decid_2 [Type],0.06269931577874388,2,8,22,12
NA,mixt_3_to_decid_2 [Type],0.015496529322935437,2,8,23,12
NA,conif_1_to_decid_2 [Type],0,2,8,31,12
NA,conif_2_to_decid_2 [Type],4.5812020423641187e-4,2,8,32,12
NA,conif_3_to_decid_2 [Type],0,2,8,33,12
NA,decid_1_to_decid_3 [Type],0,2,8,11,13
NA,decid_2_to_decid_3 [Type],0.059025902785079354,2,8,12,13
NA,mixt_1_to_decid_3 [Type],0,2,8,21,13
NA,mixt_2_to_decid_3 [Type],0.002790146937876492,2,8,22,13
NA,mixt_3_to_decid_3 [Type],0.011197367078906839,2,8,23,13
NA,conif_1_to_decid_3 [Type],0,2,8,31,13
NA,conif_2_to_decid_3 [Type],0,2,8,32,13
NA,conif_3_to_decid_3 [Type],0,2,8,33,13
NA,decid_1_to_mixt_1 [Type],0.012420207410878126,2,8,11,21
NA,decid_2_to_mixt_1 [Type],2.0638770149117303e-4,2,8,12,21
NA,decid_3_to_mixt_1 [Type],0,2,8,13,21
NA,mixt_2_to_mixt_1 [Type],0.005187929910207556,2,8,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,8,23,21
NA,conif_1_to_mixt_1 [Type],0.20759418430693855,2,8,31,21
NA,conif_2_to_mixt_1 [Type],0.008124607678399065,2,8,32,21
NA,conif_3_to_mixt_1 [Type],0.0015961702114103415,2,8,33,21
NA,decid_1_to_mixt_2 [Type],0.006273189663948298,2,8,11,22
NA,decid_2_to_mixt_2 [Type],0.009998566032468403,2,8,12,22
NA,decid_3_to_mixt_2 [Type],0.002159496581772613,2,8,13,22
NA,mixt_1_to_mixt_2 [Type],0.26326721578864365,2,8,21,22
NA,mixt_3_to_mixt_2 [Type],0.10225922774580964,2,8,23,22
NA,conif_1_to_mixt_2 [Type],0.031974946904795964,2,8,31,22
NA,conif_2_to_mixt_2 [Type],0.21580497829872125,2,8,32,22
NA,conif_3_to_mixt_2 [Type],0.1286960037349214,2,8,33,22
NA,decid_1_to_mixt_3 [Type],0,2,8,11,23
NA,decid_2_to_mixt_3 [Type],0.0012131384733310435,2,8,12,23
NA,decid_3_to_mixt_3 [Type],0.008510793070531153,2,8,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,8,21,23
NA,mixt_2_to_mixt_3 [Type],0.07480965242333071,2,8,22,23
NA,conif_1_to_mixt_3 [Type],0,2,8,31,23
NA,conif_2_to_mixt_3 [Type],0.01755873473542635,2,8,32,23
NA,conif_3_to_mixt_3 [Type],0.06171285039194052,2,8,33,23
NA,decid_1_to_conif_1 [Type],0,2,8,11,31
NA,decid_2_to_conif_1 [Type],0,2,8,12,31
NA,decid_3_to_conif_1 [Type],0,2,8,13,31
NA,mixt_1_to_conif_1 [Type],5.93589288551577e-4,2,8,21,31
NA,mixt_2_to_conif_1 [Type],0,2,8,22,31
NA,mixt_3_to_conif_1 [Type],0,2,8,23,31
NA,conif_2_to_conif_1 [Type],0.010281866017993746,2,8,32,31
NA,conif_3_to_conif_1 [Type],0.00239521302031398,2,8,33,31
NA,decid_1_to_conif_2 [Type],0,2,8,11,32
NA,decid_2_to_conif_2 [Type],0,2,8,12,32
NA,decid_3_to_conif_2 [Type],0,2,8,13,32
NA,mixt_1_to_conif_2 [Type],5.93589288551577e-4,2,8,21,32
NA,mixt_2_to_conif_2 [Type],7.963898263517732e-4,2,8,22,32
NA,mixt_3_to_conif_2 [Type],0,2,8,23,32
NA,conif_1_to_conif_2 [Type],0.15011870145635808,2,8,31,32
NA,conif_3_to_conif_2 [Type],0.08146847659449763,2,8,33,32
NA,decid_1_to_conif_3 [Type],0,2,8,11,33
NA,decid_2_to_conif_3 [Type],0,2,8,12,33
NA,decid_3_to_conif_3 [Type],0,2,8,13,33
NA,mixt_1_to_conif_3 [Type],0,2,8,21,33
NA,mixt_2_to_conif_3 [Type],5.640439075796921e-4,2,8,22,33
NA,mixt_3_to_conif_3 [Type],0.0015919352094493355,2,8,23,33
NA,conif_1_to_conif_3 [Type],0,2,8,31,33
NA,conif_2_to_conif_3 [Type],0.10029691072278635,2,8,32,33
NA,decid_2_to_decid_1 [Type],0.018593145522929677,2,9,12,11
NA,decid_3_to_decid_1 [Type],0.002075613801967302,2,9,13,11
NA,mixt_1_to_decid_1 [Type],0.024347828658015436,2,9,21,11
NA,mixt_2_to_decid_1 [Type],6.687472883480927e-4,2,9,22,11
NA,mixt_3_to_decid_1 [Type],0,2,9,23,11
NA,conif_1_to_decid_1 [Type],0,2,9,31,11
NA,conif_2_to_decid_1 [Type],0,2,9,32,11
NA,conif_3_to_decid_1 [Type],0,2,9,33,11
NA,decid_1_to_decid_2 [Type],0.23540743706693956,2,9,11,12
NA,decid_3_to_decid_2 [Type],0.11235441084680198,2,9,13,12
NA,mixt_1_to_decid_2 [Type],0.02286136241367065,2,9,21,12
NA,mixt_2_to_decid_2 [Type],0.048882785650604,2,9,22,12
NA,mixt_3_to_decid_2 [Type],0.012579117093425074,2,9,23,12
NA,conif_1_to_decid_2 [Type],0,2,9,31,12
NA,conif_2_to_decid_2 [Type],0,2,9,32,12
NA,conif_3_to_decid_2 [Type],0,2,9,33,12
NA,decid_1_to_decid_3 [Type],0,2,9,11,13
NA,decid_2_to_decid_3 [Type],0.07007446944041862,2,9,12,13
NA,mixt_1_to_decid_3 [Type],0,2,9,21,13
NA,mixt_2_to_decid_3 [Type],0.003404122716542446,2,9,22,13
NA,mixt_3_to_decid_3 [Type],0.03441575138340691,2,9,23,13
NA,conif_1_to_decid_3 [Type],0,2,9,31,13
NA,conif_2_to_decid_3 [Type],3.023431663964349e-4,2,9,32,13
NA,conif_3_to_decid_3 [Type],0.0010922996159941079,2,9,33,13
NA,decid_1_to_mixt_1 [Type],0.011208846816694318,2,9,11,21
NA,decid_2_to_mixt_1 [Type],1.9847535041439546e-4,2,9,12,21
NA,decid_3_to_mixt_1 [Type],0,2,9,13,21
NA,mixt_2_to_mixt_1 [Type],0.003795503760050889,2,9,22,21
NA,mixt_3_to_mixt_1 [Type],0,2,9,23,21
NA,conif_1_to_mixt_1 [Type],0.1264714035388761,2,9,31,21
NA,conif_2_to_mixt_1 [Type],0.0018154326620832828,2,9,32,21
NA,conif_3_to_mixt_1 [Type],0,2,9,33,21
NA,decid_1_to_mixt_2 [Type],0.0074914805650594385,2,9,11,22
NA,decid_2_to_mixt_2 [Type],0.011486187073765586,2,9,12,22
NA,decid_3_to_mixt_2 [Type],0.003263619444802801,2,9,13,22
NA,mixt_1_to_mixt_2 [Type],0.3128953552278154,2,9,21,22
NA,mixt_3_to_mixt_2 [Type],0.10886721132099286,2,9,23,22
NA,conif_1_to_mixt_2 [Type],0.022337843029254456,2,9,31,22
NA,conif_2_to_mixt_2 [Type],0.19081751138628755,2,9,32,22
NA,conif_3_to_mixt_2 [Type],0.08196146059910536,2,9,33,22
NA,decid_1_to_mixt_3 [Type],0,2,9,11,23
NA,decid_2_to_mixt_3 [Type],0.001354023422773798,2,9,12,23
NA,decid_3_to_mixt_3 [Type],0.008029869735740047,2,9,13,23
NA,mixt_1_to_mixt_3 [Type],0,2,9,21,23
NA,mixt_2_to_mixt_3 [Type],0.09117603311448974,2,9,22,23
NA,conif_1_to_mixt_3 [Type],0,2,9,31,23
NA,conif_2_to_mixt_3 [Type],0.01768971574219702,2,9,32,23
NA,conif_3_to_mixt_3 [Type],0.06897248855136617,2,9,33,23
NA,decid_1_to_conif_1 [Type],0,2,9,11,31
NA,decid_2_to_conif_1 [Type],0,2,9,12,31
NA,decid_3_to_conif_1 [Type],0,2,9,13,31
NA,mixt_1_to_conif_1 [Type],0.0013486182805120261,2,9,21,31
NA,mixt_2_to_conif_1 [Type],0,2,9,22,31
NA,mixt_3_to_conif_1 [Type],0,2,9,23,31
NA,conif_2_to_conif_1 [Type],0.008195615495611874,2,9,32,31
NA,conif_3_to_conif_1 [Type],0,2,9,33,31
NA,decid_1_to_conif_2 [Type],0,2,9,11,32
NA,decid_2_to_conif_2 [Type],0,2,9,12,32
NA,decid_3_to_conif_2 [Type],0,2,9,13,32
NA,mixt_1_to_conif_2 [Type],6.222130644928381e-4,2,9,21,32
